 Maintaining 16 concurrent writes of 4194304 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_aac91394a5b2_20606
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        33        17   67.9822        68  0.602697  0.549266
     2      16        54        38   75.9837        84   0.19412  0.471117
     3      16        74        58   77.3187        80   0.12863  0.537251
     4      16        92        76    75.986        72   2.05404  0.663094
     5      16       113        97   77.5854        84   2.49892  0.651369
     6      16       132       116   77.3188        76  0.141883   0.62652
     7      16       149       133   75.9859        68   3.10823   0.72515
     8      16       169       153   76.4863        80  0.181829  0.784816
     9      16       191       175   77.7642        88  0.132867  0.754618
    10      16       205       189   75.5871        56  0.193649   0.74945
    11      16       205       189   68.7158         0         -   0.74945
    12      16       205       189   62.9897         0         -   0.74945
    13      16       232       216   66.4509        36  0.341199   0.94064
    14      16       253       237   67.7035        84  0.280183  0.889088
    15      16       273       257   68.5226        80   2.39858  0.873883
    16      16       292       276   68.9893        76  0.311185  0.868676
    17      16       316       300   70.5774        96  0.182398  0.866104
    18      16       327       311   69.1005        44   1.54023  0.881969
    19      16       356       340   71.5681       116  0.763137  0.871382
2014-11-25 11:02:41.062801min lat: 0.125156 max lat: 4.57125 avg lat: 0.859747
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       375       359   71.7892        76   0.16369  0.859747
    21      16       399       383   72.9413        96  0.357571  0.846108
    22      16       406       390   70.8984        28  0.129397  0.836123
    23      16       406       390   67.8159         0         -  0.836123
    24      16       406       390   64.9905         0         -  0.836123
    25      16       425       409   65.4305   25.3333  0.274368  0.968483
    26      16       443       427   65.6828        72  0.168648  0.952418
    27      16       470       454   67.2495       108  0.291491  0.939579
    28      16       490       474   67.7045        80  0.168861  0.922591
    29      16       498       482   66.4731        32  0.149395  0.920665
    30      16       528       512   68.2568       120  0.452489  0.921139
    31      16       552       536   69.1512        96  0.587243  0.911625
    32      16       572       556   69.4899        80  0.205686  0.895858
    33      16       593       577   69.9293        84  0.401349  0.898706
    34      16       616       600    70.578        92   1.58823   0.88732
    35      16       636       620   70.8468        80   0.22195  0.880936
    36      16       658       642   71.3229        88  0.250332  0.885135
    37      16       677       661    71.449        76   1.62187  0.881802
    38      16       700       684   71.9895        92   1.31188  0.876629
    39      15       717       702   71.9895        72   0.18891  0.869764
2014-11-25 11:03:01.065568min lat: 0.125156 max lat: 5.6123 avg lat: 0.868836
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16       744       728   72.7895       104  0.528154  0.868836
    41      16       764       748    72.965        80  0.196544  0.865736
    42      16       786       770   73.3227        88   1.42553  0.861042
    43      16       808       792   73.6638        88   1.04324  0.854021
    44      16       829       813   73.8985        84  0.494544  0.854963
    45      16       849       833   74.0338        80    2.3267  0.845505
    46      16       870       854   74.2502        84   1.97403  0.849276
    47      16       888       872   74.2021        72   2.57758  0.844425
    48      16       889       873   72.7396         4  0.166935  0.843649
    49      16       889       873   71.2551         0         -  0.843649
    50      16       889       873   69.8301         0         -  0.843649
    51      16       889       873    68.461         0         -  0.843649
    52      16       904       888   68.2982        15   5.35381  0.916541
