   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      2393      2377    37.131   37.1406  0.0013380.00620438
     2      16      4273      4257    33.251    29.375   0.127180.00709344
     3      16      5651      5635   29.3438   21.5312  0.0012430.00817286
     4      16      8386      8370     32.69   42.7344  0.0015690.00764194
     5      16     10468     10452   32.6574   32.5312  0.0011220.00761339
     6      16     13591     13575   35.3463   48.7969   0.001470.00706636
     7      16     16395     16379    36.555   43.8125  0.0012310.00678393
     8      16     18209     18193   35.5282   28.3438  0.0012930.00701197
     9      16     20150     20134   34.9482   30.3281   0.239420.00711547
    10      16     22622     22606   35.3153    38.625  0.0026150.00707593
    11      15     24416     24401   34.6543   28.0469   0.004210.00721087
    12      16     25816     25800   33.5879   21.8594  0.0012720.00737877
    13      16     26971     26955   32.3923   18.0469  0.0020210.00771427
    14      16     28894     28878   32.2245   30.0469  0.0012080.00769246
    15      15     31510     31495   32.8019   40.8906  0.001938 0.0076178
    16      16     33350     33334   32.5475   28.7344  0.076503 0.0076486
 Total time run:        16.058953
Total reads made:     33663
Read size:            16384
Bandwidth (MB/sec):    32.753 

Average Latency:       0.00763067
Max latency:           0.362737
Min latency:           0.001028
