   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      15      5293      5278   41.2082   41.2344  0.003055  0.003024
     2      15     10555     10540   41.1554   41.1094  0.002158 0.0030324
     3      16     15958     15942   41.5026   42.2031  0.004269 0.0030076
     4      16     21460     21444   41.8709   42.9844  0.0019590.00298207
     5      15     26908     26893   42.0097   42.5703  0.0020010.00297189
     6      16     29812     29796   38.7879   22.6797  0.0043630.00321943
     7      16     32501     32485   36.2477   21.0078  0.0011980.00318863
     8      16     32501     32485   31.7171         0         -0.00318863
     9      16     32501     32485   28.1933         0         -0.00318863
    10      16     32501     32485   25.3742         0         -0.00318863
    11      16     32501     32485   23.0676         0         -0.00318863
    12      15     32923     32908   21.4207  0.660937  0.0025730.00583176
    13      15     37615     37600   22.5923   36.6562  0.0041630.00553003
    14      16     43091     43075   24.0333   42.7734  0.0033610.00519818
 Total time run:        14.667660
Total reads made:     46679
Read size:            8192
Bandwidth (MB/sec):    24.863 

Average Latency:       0.00502553
Max latency:           5.46073
Min latency:           0.001011
