   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      2283      2267   17.7059   17.7109  0.0013010.00699671
     2      16      4881      4865   18.9997   20.2969  0.0014150.00636236
     3      16      7096      7080   18.4341   17.3047  0.0011170.00669112
     4      16      9173      9157   17.8816   16.2266  0.0016840.00698435
     5      16     11541     11525   18.0049      18.5  0.0012570.00642312
     6      16     11541     11525   15.0042         0         -0.00642312
 Total time run:        6.225400
Total reads made:     11541
Read size:            8192
Bandwidth (MB/sec):    14.483 

Average Latency:       0.0084302
Max latency:           1.59882
Min latency:           0.000938
