   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      15      5314      5299   82.7737   82.7969  0.0023730.00301221
     2      15     10959     10944   85.4814   88.2031  0.001786 0.0029195
     3      16     16955     16939   88.2076   93.6719  0.0044560.00283054
     4      16     22649     22633   88.3953   88.9688  0.0026870.00282501
     5      15     28429     28414   88.7796   90.3281  0.0025630.00281312
     6      15     33957     33942   88.3771    86.375  0.0018650.00282588
     7      15     39791     39776   88.7726   91.1562  0.0017690.00281359
     8      15     45426     45411   88.6805   88.0469  0.0024660.00281673
     9      15     51050     51035   88.5899    87.875  0.0021770.00281971
    10      15     56914     56899   88.8917    91.625  0.0019310.00281019
    11      15     62495     62480   88.7372   87.2031  0.0021460.00281508
    12      15     67660     67645   88.0668   80.7031  0.0016760.00283638
    13      15     73474     73459   88.2796   90.8438  0.0021760.00282971
    14      16     79381     79365   88.5647   92.2812  0.002155 0.0028207
    15      15     84823     84808   88.3295   85.0469  0.0020940.00282831
    16      16     90524     90508   88.3746   89.0625  0.002582 0.0028268
    17      15     96526     96511   88.6929   93.7969  0.0020720.00281667
    18      16    102095    102079   88.5982        87  0.0019040.00281974
 Total time run:        18.798900
Total reads made:     106417
Read size:            16384
Bandwidth (MB/sec):    88.450 

Average Latency:       0.00282463
Max latency:           0.037647
Min latency:           0.001101
