   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      2084      2068   32.3039   32.3125  0.0057090.00771431
     2      15      6479      6464   50.4894   68.6875   0.002130.00494424
     3      15     10888     10873     56.62   68.8906  0.0022630.00441068
     4      15     15325     15310   59.7949   69.3281  0.0078150.00417644
     5      16     18400     18384   57.4411   48.0312  0.0013530.00412197
     6      16     20300     20284    52.815   29.6875  0.0062610.00472938
     7      16     23612     23596   52.6621     51.75    0.00240.00474414
     8      16     28097     28081   54.8379   70.0781  0.0038670.00455579
     9      16     32550     32534   56.4748   69.5781  0.0031750.00442386
    10      15     37140     37125   57.9999   71.7344  0.0017350.00430793
    11      15     41636     41621   59.1127     70.25  0.0017650.00422697
 Total time run:        11.449968
Total reads made:     43490
Read size:            16384
Bandwidth (MB/sec):    59.348 

Average Latency:       0.00421057
Max latency:           0.83227
Min latency:           0.001142
