   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      1256      1240   38.7395     38.75  0.002449 0.0099123
     2      16      1552      1536    23.995      9.25  0.001462  0.019865
     3      16      2033      2017   21.0067   15.0312  0.006638 0.0227275
     4      16      3092      3076   24.0274   33.0938  0.001357 0.0206514
     5      16      3582      3566   22.2841   15.3125   0.00155 0.0221307
     6      16      5473      5457   28.4177   59.0938  0.001519 0.0175558
     7      16      7021      7005   31.2679    48.375   0.00284 0.0159624
     8      16      8662      8646   33.7687   51.2812   0.00232  0.014733
     9      16     10114     10098   35.0577    45.375  0.001758 0.0142492
    10      16     12006     11990   37.4637    59.125   0.00326 0.0133171
    11      16     13548     13532    38.438   48.1875  0.001416 0.0129791
    12      16     14883     14867    38.711   41.7188  0.002222 0.0128909
    13      16     16613     16597   39.8914   54.0625  0.050451 0.0124979
    14      16     17816     17800    39.727   37.5938  0.003568 0.0125594
    15      16     19576     19560   40.7447        55  0.002458 0.0122413
    16      16     21205     21189   41.3794   50.9062  0.031417 0.0120607
    17      16     22982     22966   42.2115   55.5312  0.001534  0.011822
    18      16     24781     24765   42.9893   56.2188  0.003869 0.0116204
    19      15     26594     26579   43.7099   56.6875  0.010574 0.0114349
2014-11-25 20:03:57.492660min lat: 0.00125 max lat: 1.34885 avg lat: 0.0112726
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     28331     28315   44.2366     54.25   0.00398 0.0112726
    21      16     30438     30422    45.265   65.8438  0.024591 0.0110401
    22      16     32684     32668   46.3975   70.1875  0.006098 0.0107721
    23      16     35095     35079   47.6556   75.3438  0.006246 0.0104883
    24      15     38184     38169   49.6929   96.5625  0.002559 0.0100587
    25      16     40960     40944   51.1735   86.7188  0.0059410.00976788
    26      16     44371     44355   53.3045   106.594  0.0044810.00937731
    27      16     47839     47823   55.3436   108.375  0.0017680.00903046
    28      16     50724     50708   56.5864   90.1562  0.0029220.00883333
    29      16     53632     53616   57.7684    90.875  0.0016130.00865017
    30      16     55426     55410   57.7113   56.0625  0.0025420.00864415
    31      15     57866     57851     58.31   76.2812  0.0078150.00857258
    32      15     59527     59512   58.1097   51.9062  0.0028310.00860184
    33      16     61361     61345   58.0844   57.2812  0.0015010.00859945
    34      16     63199     63183   58.0651   57.4375   0.002660.00860621
    35      16     65431     65415   58.3988     69.75  0.0015460.00855611
    36      16     67164     67148   58.2807   54.1562  0.0076270.00857283
    37      16     69090     69074   58.3321   60.1875  0.0548490.00855965
    38      16     71027     71011   58.3898   60.5312  0.0053890.00855461
    39      16     72716     72700   58.2458   52.7812  0.0026560.00857234
2014-11-25 20:04:17.495199min lat: 0.001245 max lat: 1.34885 avg lat: 0.00860733
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     74360     74344   58.0739    51.375  0.0025430.00860733
    41      16     75859     75843   57.7998   46.8438  0.0021920.00864053
    42      16     77076     77060    57.329   38.0312  0.0015410.00871732
    43      16     78961     78945   57.3655   58.9062  0.0020190.00871171
    44      16     80989     80973    57.502    63.375  0.0017120.00868926
    45      16     82954     82938   57.5886   61.4062  0.001532 0.0086697
    46      16     84724     84708   57.5389   55.3125  0.0051110.00868646
    47      16     86988     86972   57.8198     70.75  0.1004080.00864083
    48      15     89058     89043   57.9634   64.7188  0.0165540.00862341
    49      15     91202     91187   58.1477        67  0.0026130.00859584
    50      16     93727     93711    58.562    78.875  0.0043750.00853455
    51      16     95863     95847   58.7224     66.75  0.005071 0.0085127
 Total time run:        51.559391
Total reads made:     97778
Read size:            32768
Bandwidth (MB/sec):    59.263 

Average Latency:       0.00843535
Max latency:           1.34885
Min latency:           0.001245
