   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      5566      5550    43.348   43.3594  0.0010480.00261836
     2      16      8578      8562   33.4384   23.5312  0.0010860.00280556
     3      16     12897     12881   33.5383   33.7422   0.00117 0.0035394
     4      16     17394     17378   33.9359   35.1328  0.001181  0.003561
     5      16     21931     21915    34.237   35.4453  0.0023120.00364739
 Total time run:        5.499351
Total reads made:     22600
Read size:            8192
Bandwidth (MB/sec):    32.106 

Average Latency:       0.00378464
Max latency:           0.691187
Min latency:           0.000974
