   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      3961      3945    61.624   61.6406  0.0024130.00404657
     2      15      9307      9292   72.5783   83.5469  0.0018880.00343909
     3      15     15064     15049   78.3658   89.9531  0.0019490.00318664
     4      16     20696     20680   80.7675   87.9844  0.0017030.00309179
     5      15     26243     26228   81.9493   86.6875  0.002618 0.0030476
     6      16     31858     31842   82.9091   87.7188  0.0023740.00301255
     7      16     36810     36794   82.1171    77.375   0.001580.00296003
     8      16     36810     36794   71.8527         0         -0.00296003
     9      16     40749     40733   70.7067   30.7734  0.0015230.00353261
    10      16     46381     46365   72.4349        88  0.0051440.00344842
    11      15     51824     51809    73.582   85.0625  0.0027780.00339526
    12      16     57526     57510    74.864   89.0781  0.0020590.00333659
    13      15     63273     63258    76.013   89.8125  0.0023270.00328681
    14      15     68406     68391   76.3115   80.2031  0.0035260.00327379
    15      15     73666     73651   76.7024   82.1875  0.0049990.00325721
    16      15     79069     79054   77.1842   84.4219  0.0020730.00323682
 Total time run:        16.418351
Total reads made:     81480
Read size:            16384
Bandwidth (MB/sec):    77.543 

Average Latency:       0.00322225
Max latency:           1.458
Min latency:           0.001101
