   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      15      6096      6081   47.4818   47.5078  0.0018220.00262388
     2      16     12624     12608   49.2322   50.9922  0.0019130.00253403
     3      15     19283     19268   50.1629   52.0312  0.0014510.00248832
     4      16     25628     25612   50.0111   49.5625  0.0028230.00249626
     5      15     31557     31542   49.2735   46.3281  0.0019170.00253039
     6      16     37399     37383   48.6657   45.6328  0.0037730.00256528
     7      15     43127     43112   48.1066   44.7578  0.0022850.00259582
     8      15     49347     49332   48.1667   48.5938  0.0020040.00259267
     9      15     55948     55933   48.5441   51.5703  0.0023340.00257245
    10      15     62187     62172   48.5633   48.7422  0.0021750.00257161
    11      15     68724     68709   48.7906   51.0703  0.0014680.00255973
    12      16     75144     75128   48.9032   50.1484  0.0013830.00255386
    13      15     81626     81611    49.037   50.6484  0.0019910.00254695
    14      16     87960     87944   49.0679   49.4766  0.0016780.00254529
    15      16     94187     94171   49.0395   48.6484  0.002211 0.0025463
    16      15    100454    100439   49.0347   48.9688  0.0023450.00254717
    17      15    105883    105868   48.6445   42.4141  0.0021570.00256767
    18      16    112002    111986   48.5964   47.7969  0.0019830.00257002
    19      16    118113    118097   48.5512   47.7422  0.0018910.00257251
2014-11-25 19:38:03.391359min lat: 0.001001 max lat: 0.166618 avg lat: 0.0025654
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      15    124678    124663   48.6882   51.2969  0.002195 0.0025654
    21      16    131199    131183   48.7949   50.9375   0.002150.00255974
 Total time run:        21.040477
Total reads made:     131432
Read size:            8192
Bandwidth (MB/sec):    48.802 

Average Latency:       0.00255955
Max latency:           0.166618
Min latency:           0.001001
