   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      15      5887      5872   45.8623    45.875  0.0021670.00271742
     2      16      9790      9774   38.1712   30.4844  0.0010450.00276112
     3      15     15479     15464   40.2633   44.4531  0.0023170.00310102
     4      16     21854     21838   42.6451   49.7969  0.0032020.00292372
     5      15     26515     26500   41.3996   36.4219  0.0026170.00301681
     6      15     32671     32656   42.5143   48.0938  0.0015530.00293746
     7      15     38964     38949   43.4634   49.1641  0.0012580.00287352
     8      16     44843     44827   43.7699   45.9219  0.0021940.00285351
     9      15     51144     51129   44.3764   49.2344  0.0020060.00281453
    10      15     57402     57387   44.8272   48.8906  0.0020330.00278622
    11      16     63669     63653   45.2016   48.9531  0.0020360.00276326
    12      15     70039     70024    45.582   49.7734  0.0032350.00274009
    13      16     76593     76577   46.0133   51.1953   0.001160.00271447
    14      15     82833     82818   46.2089   48.7578   0.002380.00270306
    15      16     89134     89118   46.4092   49.2188  0.0019150.00269112
    16      16     95123     95107   46.4326   46.7891  0.0017340.00269009
    17      15    100655    100640   46.2437   43.2266  0.0017170.00270112
    18      15    107228    107213   46.5271   51.3516  0.0014410.00268467
    19      16    113562    113546   46.6818   49.4766  0.0115390.00267532
2014-11-25 19:44:26.399841min lat: 0.001021 max lat: 0.51158 avg lat: 0.00267844
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      15    119414    119399   46.6338   45.7266  0.0015310.00267844
    21      15    125892    125877   46.8228   50.6094   0.001450.00266776
    22      16    132315    132299   46.9748   50.1719  0.0017140.00265917
 Total time run:        22.195921
Total reads made:     133671
Read size:            8192
Bandwidth (MB/sec):    47.049 

Average Latency:       0.00265502
Max latency:           0.51158
Min latency:           0.001019
