   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      15      3251      3236   101.099   101.125  0.0036570.00493046
     2      16      6481      6465   100.995   100.906  0.0029410.00494017
     3      16      9887      9871   102.805   106.438  0.0030130.00485637
     4      16     13378     13362   104.374   109.094   0.002620.00478474
     5      15     16908     16893   105.565   110.344   0.003690.00473229
     6      16     20252     20236    105.38   104.469  0.0018310.00473841
     7      16     23569     23553   105.132   103.656  0.004279 0.0047528
     8      16     27040     27024   105.547   108.469  0.003054 0.0047308
     9      15     30339     30324   105.277   103.125  0.0025820.00474632
    10      15     33775     33760   105.485   107.375  0.0024790.00473716
    11      15     37059     37044   105.224   102.625  0.004897 0.0047491
    12      16     40337     40321   104.988   102.406  0.0062380.00475952
    13      16     43875     43859   105.416   110.562  0.0056570.00474055
    14      16     46982     46966   104.821   97.0938  0.0017290.00474733
 Total time run:        14.278046
Total reads made:     47585
Read size:            32768
Bandwidth (MB/sec):    104.148 

Average Latency:       0.00479907
Max latency:           0.158198
Min latency:           0.001202
