   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        18         2  0.999345         1  0.771754  0.731803
     2      16        32        16   3.99842         7    1.7875   1.19087
     3      16        46        30    4.9985         7   1.50155   1.23419
     4      16        61        45   5.62357       7.5  0.375349   1.13005
     5      16        75        59   5.89866         7   2.18014   1.14898
     6      16        99        83   6.91523        12   1.11319   1.00839
     7      16       127       111   7.92701        14   1.06737  0.900362
     8      16       157       141   8.81085        15   1.11091  0.816077
     9      16       176       160    8.8873       9.5    0.6546  0.819109
    10      16       192       176   8.79848         8  0.028134  0.784935
    11      16       217       201   9.13483      12.5  0.012964  0.800711
    12      16       274       258   10.7482      28.5  0.011772  0.717147
    13      16       316       300   11.5366        21   1.41104   0.66961
    14      16       355       339   12.1052      19.5  0.525568  0.630171
    15      16       411       395   13.1646        28  0.039992  0.598906
    16      16       487       471   14.7165        38   0.02407  0.536138
    17      16       569       553   16.2623        41  0.013296    0.4847
    18      16       639       623    17.303        35   0.16279  0.456663
    19      16       696       680   17.8921      28.5  0.019827  0.437177
2014-11-23 16:11:37.739634min lat: 0.011331 max lat: 3.38046 avg lat: 0.415883
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       774       758   18.9472        39  0.851606  0.415883
    21      16       850       834   19.8542        38  0.789914  0.398476
    22      16       899       883   20.0653      24.5  0.886554  0.394847
    23      16       968       952   20.6927      34.5  0.480743  0.381585
    24      16      1023      1007   20.9762      27.5  0.397688  0.376147
    25      16      1089      1073    21.457        33  0.386002  0.369255
    26      16      1136      1120   21.5354      23.5  0.460626  0.368541
    27      16      1219      1203   22.2747      41.5  0.012529  0.355974
    28      16      1271      1255   22.4076        26  0.030897  0.352702
    29      16      1331      1315   22.6693        30  0.177691  0.349323
    30      16      1390      1374   22.8968      29.5  0.012278   0.34699
    31      16      1460      1444   23.2871        35  0.013498  0.341391
    32      16      1532      1516   23.6843        36  0.017641  0.334859
    33      16      1610      1594   24.1482        39  0.819969  0.328743
    34      16      1664      1648    24.232        27  0.256848  0.327202
    35      16      1722      1706   24.3681        29  0.024504  0.325354
    36      16      1786      1770     24.58        32  0.013466  0.323173
    37      16      1863      1847   24.9561      38.5  0.275933  0.319097
    38      16      1915      1899   24.9835        26  0.012454  0.318095
    39      16      1983      1967   25.2146        34  0.716117  0.315185
2014-11-23 16:11:57.742068min lat: 0.011331 max lat: 3.38046 avg lat: 0.311775
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      2054      2038   25.4716      35.5  0.309392  0.311775
    41      16      2138      2122   25.8746        42  0.011767  0.307277
    42      16      2215      2199   26.1751      38.5  0.011327  0.303602
    43      16      2293      2277   26.4732        39  0.095939  0.300613
    44      16      2363      2347   26.6669        35  0.024553  0.298271
    45      16      2451      2435    27.052        44  0.011541   0.29446
    46      16      2524      2508   27.2572      36.5  0.248479  0.292063
    47      16      2611      2595   27.6027      43.5  0.419875  0.288452
    48      16      2673      2657   27.6734        31  0.011563  0.287208
    49      16      2747      2731   27.8637        37  0.023809  0.286028
    50      16      2835      2819   28.1863        44  0.020802  0.282287
    51      16      2901      2885   28.2806        33  0.230586   0.28163
    52      16      2973      2957   28.4289        36  0.331604  0.280241
    53      16      3048      3032      28.6      37.5  0.050351  0.278288
    54      16      3123      3107   28.7647      37.5  0.012268  0.277003
    55      16      3203      3187   28.9689        40  0.375148  0.275178
    56      16      3279      3263   29.1301        38  0.023445  0.273531
    57      16      3356      3340   29.2944      38.5  0.312934  0.272125
    58      16      3441      3425    29.522      42.5  0.020649  0.270153
    59      16      3517      3501   29.6656        38  0.223254  0.268951
2014-11-23 16:12:17.744556min lat: 0.011257 max lat: 3.38046 avg lat: 0.266315
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16      3612      3596   29.9627      47.5  0.401876  0.266315
    61      16      3692      3676   30.1272        40  0.012157  0.264639
    62      16      3781      3765   30.3589      44.5  0.186169  0.262928
    63      16      3866      3850   30.5516      42.5  0.322325  0.260664
    64      16      3939      3923   30.6444      36.5  0.537812  0.259972
    65      16      4031      4015   30.8806        46  0.038613  0.258335
    66      16      4111      4095   31.0187        40  0.011513  0.257117
    67      16      4182      4166   31.0855      35.5  0.596857  0.256558
    68      16      4257      4241   31.1798      37.5  0.745206  0.255957
    69      16      4319      4303   31.1771        31  0.011811  0.254622
