   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       119       103  0.402192  0.402344  0.0011380.00218254
     2      16       154       138  0.269464  0.136719   0.00115 0.0646328
     3      16       154       138  0.179652         0         - 0.0646328
     4      16       154       138  0.134741         0         - 0.0646328
     5      16       154       138  0.107794         0         - 0.0646328
     6      15      3743      3728   2.42671   3.50586  0.002916  0.025743
     7      16     10418     10402   5.80375   26.0703  0.001325 0.0107634
     8      16     15416     15400   7.51834   19.5234  0.0011460.00805949
     9      16     15591     15575   6.75894  0.683594  0.0009920.00893069
    10      16     15851     15835   6.18462   1.01562  0.0011870.00921118
    11      16     15853     15837    5.6231 0.0078125  0.0013310.00928789
    12      15     16521     16506   5.37228   2.61328  0.001417 0.0116303
    13      16     23246     23230   6.97918   26.2656  0.0026970.00895195
    14      15     30224     30209   8.42768   27.2617   0.00247 0.0074131
    15      16     37163     37147   9.67211   27.1016  0.0017340.00645887
    16      16     43929     43913   10.7192   26.4297  0.0023130.00582792
    17      15     50753     50738   11.6567   26.6602  0.0044210.00535927
    18      16     57178     57162    12.403   25.0938  0.0010950.00502434
    19      16     57178     57162   11.7502         0         -0.00502434
2014-11-25 06:27:48.461519min lat: 0.000966 max lat: 5.44705 avg lat: 0.00528556
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     57225     57209   11.1719 0.0917969  0.0010730.00528556
    21      16     57225     57209   10.6399         0         -0.00528556
    22      15     62325     62310   11.0619   9.96289  0.0021920.00564777
    23      15     69119     69104   11.7347   26.5391  0.0027340.00532387
    24      16     76025     76009   12.3694   26.9727  0.0018530.00505063
 Total time run:        24.914697
Total reads made:     82289
Read size:            4096
Bandwidth (MB/sec):    12.902 

Average Latency:       0.00484243
Max latency:           5.44705
Min latency:           0.000965
