 Maintaining 16 concurrent writes of 4194304 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_6cd5e455ac71_17123
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        34        18   71.9822        72  0.389248   0.44864
     2      16        55        39   77.9849        84  0.207873  0.526608
     3      16        74        58   77.3199        76  0.957751  0.695792
     4      16        97        81   80.9869        92   1.07804  0.701116
     5      16       116       100   79.9868        76   1.21073  0.717768
     6      16       138       122   81.3193        88  0.155017  0.731874
     7      16       147       131   74.8447        36   1.35087    0.7344
     8      16       177       161   80.4871       120  0.645698  0.757149
     9      16       194       178   79.0987        68  0.227694  0.740807
    10      16       215       199   79.5877        84   1.35555  0.764425
    11      16       236       220   79.9879        84   1.27722  0.767013
    12      16       254       238   79.3215        72  0.794538  0.768783
    13      16       261       245   75.3734        28  0.167231  0.762316
    14      16       262       246   70.2754         4   2.67352  0.770085
    15      16       262       246   65.5905         0         -  0.770085
    16      16       262       246   61.4914         0         -  0.770085
    17      16       262       246   57.8743         0         -  0.770085
    18      16       262       246   54.6592         0         -  0.770085
    19      16       285       269    56.624      18.4  0.199448    1.1094
2014-11-25 02:07:21.663087min lat: 0.135992 max lat: 7.56157 avg lat: 1.07154
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       306       290   57.9922        84   1.30346   1.07154
    21      16       322       306   58.2778        64   1.26852   1.05992
    22      16       339       323   58.7193        68  0.573563   1.03664
    23      16       344       328   57.0358        20   2.41479   1.03808
    24      16       344       328   54.6594         0         -   1.03808
    25      16       353       337   53.9129        18  0.240959   1.09816
    26      16       358       342   52.6086        20  0.135617   1.11694
    27      16       364       348   51.5489        24  0.141545   1.13224
    28      16       378       362   51.7076        56   3.40773   1.17621
    29      16       380       364   50.2005         8  0.188808   1.17978
    30      16       391       375   49.9937        44   3.35347   1.21796
    31      16       391       375    48.381         0         -   1.21796
    32      16       397       381   47.6191        12  0.155567   1.24717
    33      16       421       405   49.0848        96  0.603454   1.28937
    34      16       442       426   50.1114        84  0.448598     1.259
    35      16       462       446   50.9651        80   1.57685   1.23166
    36      16       483       467   51.8825        84  0.191336   1.20764
    37      16       501       485    52.426        72    1.4593   1.20009
    38      16       522       506   53.2567        84   1.46879   1.18569
    39      16       539       523   53.6346        68   1.29376   1.17379
2014-11-25 02:07:41.665155min lat: 0.135617 max lat: 7.56157 avg lat: 1.17019
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16       542       526   52.5938        12  0.159962   1.17019
    41      16       542       526    51.311         0         -   1.17019
    42      16       542       526   50.0894         0         -   1.17019
    43      16       563       547   50.8778        28  0.348986   1.24928
    44      16       580       564   51.2668        68  0.985118   1.23051
    45      16       583       567   50.3942        12  0.487093    1.2277
    46      16       583       567   49.2987         0         -    1.2277
    47      16       583       567   48.2498         0         -    1.2277
    48      16       583       567   47.2446         0         -    1.2277
    49      16       583       567   46.2805         0         -    1.2277
    50      16       583       567   45.3549         0         -    1.2277
    51      16       583       567   44.4656         0         -    1.2277
    52      16       583       567   43.6105         0         -    1.2277
    53      16       583       567   42.7877         0         -    1.2277
    54      16       583       567   41.9954         0         -    1.2277
    55      16       583       567   41.2319         0         -    1.2277
    56      16       583       567   40.4956         0         -    1.2277
    57      16       583       567   39.7852         0         -    1.2277
    58      16       583       567   39.0992         0         -    1.2277
    59      16       583       567   38.4365         0         -    1.2277
2014-11-25 02:08:01.666838min lat: 0.135617 max lat: 7.56157 avg lat: 1.2277
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16       583       567    37.796         0         -    1.2277
    61      16       583       567   37.1763         0         -    1.2277
    62      16       583       567   36.5767         0         -    1.2277
    63      16       583       567   35.9962         0         -    1.2277
    64      16       583       567   35.4337         0         -    1.2277
    65      16       592       576   35.4424       1.8  0.214195   1.49917
    66      16       592       576   34.9054         0         -   1.49917
    67      16       592       576   34.3844         0         -   1.49917
    68      16       592       576   33.8788         0         -   1.49917
    69      16       611       595   34.4891        19  0.389348   1.84994
    70      16       631       615   35.1392        80   1.05245   1.80903
    71      16       650       634   35.7146        76  0.606577   1.77322
    72      16       668       652   36.2184        72  0.177002    1.7493
    73      16       686       670   36.7085        72   1.83697   1.72874
    74      16       705       689   37.2393        76  0.179519   1.70249
    75      16       716       700   37.3294        44  0.773837   1.68869
    76      16       721       705   37.1014        20  0.143358   1.68672
    77      16       721       705   36.6195         0         -   1.68672
    78      16       728       712    36.509        14  0.203201   1.69922
    79      16       736       720   36.4519        32   5.25578   1.70406
2014-11-25 02:08:21.668819min lat: 0.134883 max lat: 25.3146 avg lat: 1.73664
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    80      16       752       736   36.7961        64   1.28452   1.73664
    81      16       773       757   37.3788        84  0.195879   1.70001
    82      16       793       777   37.8984        80   1.73358   1.67614
    83      16       813       797   38.4055        80   1.80077   1.65338
    84      16       833       817   38.9006        80   0.19334   1.63418
    85      16       850       834   39.2429        68   1.49091   1.61543
    86      16       863       847   39.3912        52   1.61839   1.60345
    87      16       864       848   38.9844         4   1.57438   1.60342
    88      16       866       850   38.6323         8    2.6843   1.60597
    89      16       888       872   39.1869        88  0.293048   1.62925
    90      16       908       892   39.6403        80  0.658462   1.60543
    91      16       913       897   39.4244        20  0.559723    1.5994
    92      16       913       897   38.9959         0         -    1.5994
    93      16       913       897   38.5766         0         -    1.5994
    94      16       913       897   38.1662         0         -    1.5994
    95      16       913       897   37.7645         0         -    1.5994
    96      16       913       897   37.3711         0         -    1.5994
    97      16       913       897   36.9859         0         -    1.5994
    98      16       913       897   36.6085         0         -    1.5994
    99      16       913       897   36.2387         0         -    1.5994
2014-11-25 02:08:41.670654min lat: 0.134883 max lat: 25.3146 avg lat: 1.5994
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   100      16       913       897   35.8763         0         -    1.5994
   101      16       913       897   35.5211         0         -    1.5994
   102      16       913       897   35.1729         0         -    1.5994
   103      16       913       897   34.8314         0         -    1.5994
   104      16       913       897   34.4965         0         -    1.5994
   105      16       913       897    34.168         0         -    1.5994
   106      16       913       897   33.8456         0         -    1.5994
   107      16       913       897   33.5293         0         -    1.5994
   108      16       920       904   33.4781   1.64706  0.215011   1.70659
   109      16       922       906   33.2443         8   18.5113   1.74438
   110      16       922       906   32.9421         0         -   1.74438
   111      16       922       906   32.6454         0         -   1.74438
   112      16       924       908   32.4253   2.66667   22.0454   1.78995
   113      16       924       908   32.1383         0         -   1.78995
   114      16       924       908   31.8564         0         -   1.78995
   115      16       928       912   31.7185   5.33333   25.5613   1.87392
   116      16       957       941    32.445       116  0.487664   1.96594
   117      16       977       961   32.8514        80  0.150562   1.93454
   118      15       995       980   33.2169        76  0.196268   1.91573
   119      16      1012       996   33.4756        64  0.163747   1.89567
2014-11-25 02:09:01.672674min lat: 0.134883 max lat: 25.6967 avg lat: 1.88994
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   120      16      1023      1007   33.5632        44  0.167522   1.88994
   121      16      1045      1029    34.013        88  0.137495   1.86697
   122      16      1052      1036   33.9637        28  0.785366   1.86074
   123      16      1052      1036   33.6876         0         -   1.86074
   124      16      1052      1036   33.4159         0         -   1.86074
   125      16      1066      1050   33.5966   18.6667   0.13547   1.87509
   126      16      1086      1070   33.9648        80  0.287241   1.87905
   127      16      1106      1090   34.3272        80  0.220758   1.85303
   128      16      1125      1109   34.6527        76   1.80635   1.83593
   129      16      1141      1125   34.8802        64  0.331505   1.82176
   130      16      1156      1140   35.0733        60   1.88148   1.80709
   131      16      1162      1146   34.9888        24  0.131124   1.80096
   132      16      1162      1146   34.7237         0         -   1.80096
   133      16      1191      1175   35.3347        58  0.443029   1.80818
   134      16      1209      1193   35.6083        72  0.426653   1.78733
   135      16      1212      1196   35.4334        12  0.171015   1.78339
   136      16      1232      1216    35.761        80  0.513826   1.78515
   137      16      1249      1233   35.9963        68  0.878706   1.76879
   138      16      1253      1237   35.8514        16  0.670311   1.76635
   139      16      1253      1237   35.5935         0         -   1.76635
2014-11-25 02:09:21.674789min lat: 0.13046 max lat: 25.6967 avg lat: 1.76635
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   140      16      1253      1237   35.3392         0         -   1.76635
   141      16      1253      1237   35.0886         0         -   1.76635
   142      16      1253      1237   34.8415         0         -   1.76635
   143      16      1253      1237   34.5979         0         -   1.76635
   144      16      1257      1241   34.4687   2.66667  0.177563   1.77387
   145      16      1258      1242   34.2586         4  0.174977   1.77258
   146      16      1258      1242   34.0239         0         -   1.77258
   147      16      1258      1242   33.7925         0         -   1.77258
   148      16      1258      1242   33.5641         0         -   1.77258
   149      16      1259      1243   33.3657         1   12.7235    1.7814
   150      16      1259      1243   33.1433         0         -    1.7814
   151      16      1259      1243   32.9238         0         -    1.7814
   152      16      1259      1243   32.7072         0         -    1.7814
   153      16      1259      1243   32.4934         0         -    1.7814
   154      16      1259      1243   32.2824         0         -    1.7814
   155      16      1259      1243   32.0742         0         -    1.7814
   156      16      1259      1243   31.8686         0         -    1.7814
   157      16      1259      1243   31.6656         0         -    1.7814
   158      16      1259      1243   31.4652         0         -    1.7814
   159      16      1259      1243   31.2673         0         -    1.7814
2014-11-25 02:09:41.676584min lat: 0.13046 max lat: 25.6967 avg lat: 1.7814
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   160      16      1259      1243   31.0719         0         -    1.7814
   161      16      1259      1243   30.8789         0         -    1.7814
   162      16      1277      1261   31.1327   5.53846  0.348381   2.05179
   163      16      1298      1282   31.4569        84  0.170574    2.0273
   164      16      1312      1296   31.6066        56  0.183328   2.01388
   165      16      1334      1318   31.9483        88  0.170277    1.9947
   166      16      1354      1338   32.2377        80  0.183591   1.97784
   167      16      1371      1355   32.4518        68   1.77304   1.96351
   168      16      1382      1366   32.5205        44   0.19229   1.95599
   169      16      1382      1366   32.3281         0         -   1.95599
   170      16      1386      1370    32.232         8  0.135577   1.95431
   171      16      1390      1374   32.1371        16  0.214456   1.95659
   172      16      1390      1374   31.9502         0         -   1.95659
   173      16      1390      1374   31.7655         0         -   1.95659
   174      16      1420      1404   32.2726        40  0.751513   1.97814
   175      16      1438      1422   32.4995        72   0.41772   1.96259
   176      16      1461      1445   32.8375        92  0.234343   1.93796
   177      16      1477      1461   33.0136        64   2.01464   1.92874
   178      16      1496      1480    33.255        76    1.9782   1.91419
   179      16      1513      1497   33.4491        68   2.19901   1.90267
2014-11-25 02:10:01.678930min lat: 0.130443 max lat: 25.6967 avg lat: 1.89444
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   180      16      1532      1516   33.6854        76   0.22073   1.89444
   181      16      1552      1536   33.9413        80  0.174327   1.87802
   182      16      1573      1557   34.2162        84  0.180396   1.86048
   183      16      1584      1568   34.2697        44  0.175443   1.85248
   184      16      1589      1573   34.1921        20   1.47181   1.85607
   185      16      1590      1574   34.0289         4  0.370872   1.85513
   186      16      1590      1574    33.846         0         -   1.85513
   187      16      1590      1574    33.665         0         -   1.85513
   188      16      1590      1574   33.4859         0         -   1.85513
   189      16      1590      1574   33.3087         0         -   1.85513
   190      16      1590      1574   33.1334         0         -   1.85513
   191      16      1590      1574     32.96         0         -   1.85513
   192      16      1590      1574   32.7883         0         -   1.85513
   193      16      1590      1574   32.6184         0         -   1.85513
   194      16      1590      1574   32.4503         0         -   1.85513
   195      16      1590      1574   32.2839         0         -   1.85513
   196      16      1590      1574   32.1192         0         -   1.85513
   197      16      1590      1574   31.9561         0         -   1.85513
   198      16      1590      1574   31.7947         0         -   1.85513
   199      16      1590      1574    31.635         0         -   1.85513
2014-11-25 02:10:21.680827min lat: 0.130443 max lat: 25.6967 avg lat: 1.85513
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   200      16      1590      1574   31.4768         0         -   1.85513
   201      16      1590      1574   31.3202         0         -   1.85513
   202      16      1596      1580   31.2839   1.41176  0.134723   1.89858
