   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        24         8   31.9899        32  0.996131  0.780351
     2      16        31        15   29.9799        28   1.08133    0.7254
     3      16        48        32   42.6463        68  0.300276  0.893415
     4      16        57        41   40.9839        36  0.793804  0.855121
     5      16        61        45   35.9877        16   3.91415   1.04805
     6      16        68        52   34.6561        28  0.471698   1.10065
     7      16        81        65   37.1324        52  0.124722   1.15248
     8      16        94        78   38.9897        52  0.050598   1.11553
     9      16       104        88   39.1013        40  0.127767   1.17315
    10      16       113        97   38.7907        36   0.05076   1.15936
    11      16       120       104   37.8095        28  0.228044   1.27045
    12      16       127       111   36.9916        28  0.194894   1.27823
    13      16       133       117   35.9921        24  0.123592   1.37581
    14      16       142       126   35.9924        36   0.12103   1.31194
    15      16       149       133   35.4593        28  0.136243   1.38099
    16      16       159       143   35.7427        40  0.050723   1.40637
    17      16       169       153   35.9928        40  0.121805   1.41638
    18      16       169       153   33.9933         0         -   1.41638
    19      16       170       154   32.4148         2   10.2436    1.4737
2014-11-25 02:12:26.750890min lat: 0.050598 max lat: 10.2436 avg lat: 1.4821
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       174       158    31.594        16  0.051125    1.4821
    21      16       177       161   30.6609        12    10.032   1.64123
    22      16       185       169   30.7216        32  0.089534   1.74502
    23      16       189       173   30.0815        16  0.051035   1.71785
    24      16       205       189   31.4943        64  0.050654   1.68846
    25      16       211       195   31.1945        24   1.21703   1.70705
    26      16       211       195   29.9947         0         -   1.70705
    27      16       217       201   29.7726        12  0.051143   1.76325
    28      16       222       206   29.4235        20  0.058677   1.72178
    29      16       222       206    28.409         0         -   1.72178
    30      16       227       211   28.1287        10  0.051025   1.71126
    31      16       230       214   27.6084        12   6.45444    1.7773
    32      16       230       214   26.7456         0         -    1.7773
    33      16       230       214   25.9352         0         -    1.7773
    34      16       231       215   25.2901   1.33333   6.49185   1.79923
    35      16       244       228    26.053        52  0.050731   1.95097
    36      16       245       229   25.4404         4   5.68712   1.96729
    37      16       262       246   26.5904        68  0.050857   2.04323
    38      16       267       251   26.4169        20    1.6616   2.16975
    39      16       274       258   26.4574        28   1.82743   2.13256
2014-11-25 02:12:46.753324min lat: 0.050305 max lat: 18.2858 avg lat: 2.19193
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16       287       271   27.0958        52  0.089964   2.19193
    41      16       288       272   26.5325         4   1.58933   2.18971
    42      16       290       274   26.0912         8   16.5801   2.25971
    43      16       297       281   26.1355        28  0.050469   2.22764
    44      16       309       293   26.6323        48   4.22349   2.26092
    45      16       310       294   26.1293         4  0.050628    2.2534
    46      16       331       315   27.3871        84  0.050645   2.21005
    47      16       338       322   27.4001        28  0.134505   2.19698
    48      16       345       329   27.4125        28  0.050804    2.1662
    49      16       347       331   27.0163         8      9.37   2.21226
    50      16       354       338   27.0359        28   2.92565   2.20254
    51      16       364       348     27.29        40  0.129285   2.19425
    52      16       373       357   27.4574        36  0.116379   2.19914
    53      16       394       378    28.524        84  0.050879   2.14409
    54      16       397       381    28.218        12  0.128909   2.17082
    55      15       410       395   28.7229        56   1.05813   2.13996
    56      16       417       401   28.6385        24  0.051019   2.14078
    57      16       422       406   28.4869        20  0.054317   2.11936
    58      16       422       406   27.9958         0         -   2.11936
    59      16       435       419   28.4025        26  0.120961   2.11662
2014-11-25 02:13:06.756098min lat: 0.050305 max lat: 18.2858 avg lat: 2.14299
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16       437       421   28.0625         8   7.70224   2.14299
    61      16       452       436   28.5859        60  0.054186   2.08585
    62      16       463       447   28.8344        44   1.50977    2.0816
    63      16       478       462   29.3289        60  0.093711   2.07181
    64      16       491       475    29.683        52  0.076074   2.06394
    65      16       494       478   29.4109        12   1.24304   2.05619
    66      16       509       493   29.8743        60  0.159309   2.04285
    67      16       510       494   29.4881         4  0.050735   2.03882
    68      16       517       501   29.4661        28  0.466264   2.05304
    69      16       525       509   29.5028        32   1.00594   2.05458
    70      16       540       524   29.9384        60  0.050705   2.03311
    71      16       543       527   29.6857        12   7.98494   2.03921
    72      16       563       547   30.3843        80  0.086739     2.012
    73      16       573       557    30.516        40  0.050356   1.99645
    74      16       586       570   30.8062        52  0.050583    2.0229
    75      16       589       573   30.5554        12  0.050849   2.02678
    76      16       593       577   30.3639        16   1.49254   2.03023
    77      16       609       593   30.8006        64   0.07507   2.00316
    78      16       615       599   30.7134        24  0.050614   2.00532
    79      16       636       620   31.3877        84  0.101229   1.97402
2014-11-25 02:13:26.759018min lat: 0.050305 max lat: 18.2858 avg lat: 1.94438
