 Maintaining 16 concurrent writes of 1048576 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_6cd5e455ac71_5501
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       115        99   98.9728        99  0.025257  0.129635
     2      16       222       206   102.978       107  0.023892  0.139646
     3      16       330       314   104.649       108  0.388933  0.143962
     4      16       440       424   105.983       110  0.094346  0.145981
     5      16       543       527   105.384       103  0.052482  0.144482
     6      16       604       588   97.9854        61  0.092254   0.16068
     7      16       715       699   99.8426       111  0.162118  0.158215
     8      16       791       775   96.8611        76  0.983408  0.154707
     9      16       791       775    86.099         0         -  0.154707
    10      16       791       775   77.4893         0         -  0.154707
    11      16       791       775   70.4451         0         -  0.154707
    12      16       791       775    64.575         0         -  0.154707
    13      16       791       775   59.6078         0         -  0.154707
    14      16       895       879   62.7779   17.3333  0.270597   0.25211
    15      15      1008       993   66.1913       114   0.25199  0.240077
    16      16      1097      1081   67.5537        88  0.032101  0.231565
    17      16      1141      1125   66.1678        44  0.149821  0.240615
    18      16      1215      1199   66.6024        74  0.027187  0.233056
    19      16      1280      1264   66.5177        65   0.06228  0.239877
2014-11-24 22:57:53.889227min lat: 0.020681 max lat: 6.11789 avg lat: 0.231947
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      1391      1375   68.7411       111   0.10877  0.231947
    21      16      1501      1485   70.7051       110  0.119083  0.225365
    22      16      1613      1597   72.5815       112  0.101882  0.219728
    23      16      1718      1702   73.9904       105  0.141098  0.215545
    24      16      1830      1814   75.5735       112  0.223149  0.210885
    25      16      1941      1925     76.99       111  0.100918  0.207185
    26      16      2051      2035   78.2591       110  0.145573  0.203786
    27      16      2133      2117   78.3972        82  0.022172  0.199431
    28      16      2133      2117   75.5973         0         -  0.199431
    29      16      2219      2203   75.9557        43  0.268955  0.209903
    30      16      2329      2313     77.09       110   0.10113  0.206844
    31      16      2380      2364   76.2481        51  0.027269  0.204839
    32      16      2394      2378   74.3028        14    1.6985  0.210562
    33      16      2487      2471    74.869        93  0.097988  0.213253
    34      16      2573      2557   75.1961        86  0.073688  0.210638
    35      16      2582      2566   73.3047         9  0.024108  0.210036
    36      16      2647      2631   73.0738        65  0.226348    0.2184
    37      16      2759      2743   74.1254       112  0.129352  0.215432
    38      16      2819      2803   73.7535        60   0.02424  0.213537
    39      16      2830      2814   72.1445        11  0.028208  0.215015
2014-11-24 22:58:13.891833min lat: 0.019924 max lat: 6.11789 avg lat: 0.219295
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      2840      2824   70.5908        10  0.059322  0.219295
    41      16      2840      2824   68.8691         0         -  0.219295
    42      16      2840      2824   67.2294         0         -  0.219295
    43      16      2840      2824    65.666         0         -  0.219295
    44      16      2863      2847   64.6962      5.75  0.045249  0.247101
    45      16      2973      2957   65.7027       110  0.144741  0.243145
    46      15      3084      3069   66.7088       112  0.218677  0.239412
    47      16      3197      3181   67.6722       112  0.229523  0.236045
    48      16      3306      3290   68.5329       109  0.173431  0.233067
    49      16      3373      3357   68.5014        67  0.024311  0.230941
    50      15      3375      3360   67.1913         3   1.35742  0.232225
    51      16      3412      3396   66.5796        36   0.02998  0.236361
    52      16      3429      3413   65.6261        17  0.029265  0.243627
    53      16      3471      3455   65.1803        42  0.022406  0.243321
    54      16      3490      3474    64.325        19  0.096865  0.244724
    55      16      3514      3498   63.5918        24   0.03019  0.247488
    56      16      3541      3525   62.9383        27  0.070768   0.25205
    57      16      3554      3538   62.0622        13  0.025539  0.251303
    58      16      3620      3604     62.13        66  0.023469  0.254137
    59      16      3644      3628   61.4836        24   1.41087  0.254759
2014-11-24 22:58:33.894282min lat: 0.019924 max lat: 6.65041 avg lat: 0.256099
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16      3663      3647   60.7756        19  0.022365  0.256099
    61      16      3737      3721   60.9922        74  0.023554  0.259954
    62      16      3738      3722   60.0246         1   1.35872  0.260249
    63      16      3787      3771   59.8496        49  0.021814  0.265003
    64      16      3807      3791   59.2269        20   1.63228  0.266888
    65      16      3847      3831    58.931        40  0.020486  0.268472
    66      16      3858      3842   58.2048        11  0.024951  0.270189
    67      16      3876      3860   57.6047        18  0.100375  0.276795
    68      16      3898      3882   57.0811        22  0.022226  0.276428
    69      16      3931      3915   56.7321        33  0.024761  0.280355
    70      16      3937      3921   56.0074         6  0.028261  0.280683
    71      16      3978      3962   55.7959        41  0.024584  0.285137
    72      16      3985      3969   55.1182         7   1.34781  0.285844
    73      16      4021      4005   54.8562        36   0.03734  0.290916
    74      16      4027      4011    54.196         6  0.400205  0.290615
    75      16      4027      4011   53.4734         0         -  0.290615
    76      16      4027      4011   52.7698         0         -  0.290615
    77      16      4027      4011   52.0845         0         -  0.290615
    78      16      4058      4042   51.8142      7.75  0.077074  0.308521
    79      16      4170      4154   52.5759       112  0.215976   0.30396
