 Maintaining 16 concurrent writes of 2097152 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_6cd5e455ac71_6107
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        68        52   103.973       104  0.350329  0.258492
     2      16       123       107   106.979       110  0.235752  0.271306
     3      16       173       157   104.648       100  0.983734  0.284227
     4      16       235       219   109.481       124  0.145055  0.275981
     5      16       290       274   109.582       110  0.165141  0.278652
     6      15       345       330   109.982       112  0.317147  0.283389
     7      16       384       368   105.126        76  0.043325  0.278546
     8      16       384       368   91.9858         0         -  0.278546
     9      16       428       412   91.5419        44  0.211462  0.334709
    10      16       461       445    88.987        66  0.217121  0.355438
    11      16       518       502   91.2596       114   0.33652  0.346025
    12      16       573       557   92.8201       110  0.171935  0.340566
    13      16       627       611   93.9868       108  0.478568  0.335157
    14      16       683       667   95.2727       112  0.141497  0.330707
    15      16       724       708   94.3874        82  0.042678   0.32648
    16      16       782       766   95.7373       116  0.275664  0.330183
    17      16       833       817   96.1048       102    0.2621  0.326662
    18      16       885       869   96.5426       104  0.273057  0.324927
    19      16       897       881   92.7244        24   0.04215  0.321419
2014-11-24 23:16:53.610575min lat: 0.038222 max lat: 2.55699 avg lat: 0.321419
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       897       881   88.0884         0         -  0.321419
    21      16       897       881   83.8938         0         -  0.321419
    22      16       897       881   80.0807         0         -  0.321419
    23      16       921       905   78.6857        12  0.108907  0.404998
    24      16       977       961   80.0732       112  0.523591  0.395986
    25      16      1033      1017   81.3498       112  0.112796   0.39059
    26      16      1088      1072   82.4511       110  0.288346  0.385467
    27      16      1144      1128   83.5449       112  0.537893  0.380267
    28      16      1200      1184   84.5605       112  0.135269   0.37729
    29      16      1256      1240   85.5062       112  0.360269  0.372336
    30      16      1311      1295   86.3222       110  0.520432  0.368331
    31      16      1367      1351   87.1502       112  0.441587  0.365148
    32      16      1392      1376   85.9891        50  0.121656  0.363822
    33      16      1410      1394   84.4743        36  0.059162  0.366682
    34      16      1411      1395   82.0487         2  0.045534  0.366451
    35      16      1411      1395   79.7045         0         -  0.366451
    36      16      1411      1395   77.4906         0         -  0.366451
    37      16      1442      1426   77.0718   20.6667  0.075219  0.413482
    38      16      1499      1483   78.0433       114  0.139231  0.407484
    39      16      1552      1536   78.7599       106  0.116526  0.403967
2014-11-24 23:17:13.612671min lat: 0.038222 max lat: 5.61541 avg lat: 0.404072
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      1577      1561   78.0408        50   1.05778  0.404072
    41      15      1643      1628   79.4052       134  0.318319  0.401608
    42      16      1699      1683   80.1333       110  0.483658  0.397319
    43      16      1755      1739   80.8741       112  0.481131  0.394168
    44      16      1810      1794   81.5357       110  0.243453  0.391119
    45      16      1866      1850   82.2124       112  0.266834  0.387698
    46      16      1921      1905   82.8161       110  0.258431  0.384892
    47      16      1977      1961   83.4366       112  0.292895  0.382293
    48      16      2028      2012    83.823       102  0.323383  0.379745
    49      16      2090      2074   84.6426       124  0.098155  0.376489
    50      16      2146      2130   85.1895       112  0.215651  0.374427
    51      16      2201      2185   85.6757       110  0.295041  0.372082
    52      16      2258      2242   86.2201       114   0.29157  0.370067
    53      16      2313      2297   86.6685       110  0.159787   0.36787
    54      16      2369      2353   87.1373       112  0.188934   0.36589
    55      16      2414      2398   87.1891        90  0.153009  0.363823
    56      16      2480      2464    87.989       132  0.316066  0.362708
    57      16      2533      2517   88.3047       106  0.107266  0.361394
    58      16      2567      2551   87.9545        68  0.097036  0.359839
    59      16      2567      2551   86.4637         0         -  0.359839
2014-11-24 23:17:33.615410min lat: 0.038222 max lat: 5.61541 avg lat: 0.359839
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16      2567      2551   85.0227         0         -  0.359839
    61      16      2567      2551    83.629         0         -  0.359839
    62      16      2567      2551   82.2802         0         -  0.359839
    63      16      2577      2561   81.2916         4   5.60847   0.37821
    64      16      2640      2624   81.9899       126  0.126173  0.388843
    65      16      2686      2670   82.1436        92  0.217092  0.388944
    66      16      2742      2726   82.5958       112  0.368743  0.386503
    67      16      2785      2769   82.6465        86  0.069561  0.384435
    68      16      2786      2770   81.4605         2  0.058033  0.384317
    69      16      2786      2770     80.28         0         -  0.384317
    70      16      2786      2770   79.1332         0         -  0.384317
    71      16      2789      2773   78.1032         2  0.054953  0.386876
    72      16      2789      2773   77.0184         0         -  0.386876
    73      16      2789      2773   75.9634         0         -  0.386876
    74      16      2789      2773   74.9369         0         -  0.386876
    75      16      2797      2781   74.1511         4  0.056959  0.391515
    76      16      2797      2781   73.1755         0         -  0.391515
    77      16      2797      2781   72.2252         0         -  0.391515
    78      16      2819      2803   71.8633   14.6667   3.63197  0.425698
    79      16      2884      2868   72.5991       130  0.461712  0.439734
2014-11-24 23:17:53.617364min lat: 0.038222 max lat: 11.5663 avg lat: 0.43686
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    80      16      2940      2924   73.0914       112  0.454951   0.43686
    81      16      2994      2978   73.5222       108  0.549222  0.434112
    82      16      3050      3034   73.9912       112   0.33135  0.431637
    83      16      3101      3085   74.3286       102   0.09301  0.428749
    84      16      3125      3109    74.015        48  0.728427  0.431636
    85      16      3189      3173     74.65       128   0.16702  0.427772
    86      16      3230      3214   74.7353        82  0.042192  0.425182
    87      16      3233      3217   73.9453         6  0.057204  0.425836
    88      16      3263      3247   73.7867        60  0.164499  0.430927
    89      16      3281      3265   73.3621        36  0.042682  0.429173
    90      16      3293      3277   72.8136        24   2.12746  0.430861
    91      16      3326      3310   72.7387        66  0.175106  0.438586
    92      16      3353      3337    72.535        54  0.042405  0.436729
    93      16      3421      3405   73.2172       136  0.338708  0.436296
    94      16      3477      3461   73.6296       112  0.124838  0.433799
    95      16      3533      3517   74.0334       112  0.249712  0.431459
    96      16      3587      3571   74.3871       108   0.21632  0.429387
    97      16      3644      3628   74.7953       114  0.098219  0.427058
    98      16      3699      3683   75.1544       110  0.152341  0.424788
    99      16      3755      3739   75.5264       112  0.350031  0.422949
2014-11-24 23:18:13.619799min lat: 0.038222 max lat: 11.5663 avg lat: 0.421527
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   100      16      3785      3769   75.3711        60  0.082711  0.421527
   101      16      3785      3769   74.6248         0         -  0.421527
   102      16      3785      3769   73.8932         0         -  0.421527
   103      16      3785      3769   73.1758         0         -  0.421527
   104      16      3785      3769   72.4722         0         -  0.421527
   105      16      3785      3769   71.7821         0         -  0.421527
   106      16      3848      3832   72.2934        21  0.060786  0.441341
   107      16      3903      3887   72.6457       110  0.242104  0.439551
   108      16      3959      3943     73.01       112  0.271646  0.437734
   109      16      4000      3984   73.0924        82  0.072519  0.435675
   110      16      4003      3987   72.4824         6  0.042249  0.435379
   111      16      4003      3987   71.8294         0         -  0.435379
   112      16      4003      3987   71.1881         0         -  0.435379
   113      16      4003      3987   70.5582         0         -  0.435379
   114      16      4003      3987   69.9393         0         -  0.435379
   115      16      4003      3987   69.3311         0         -  0.435379
   116      16      4009      3993   68.8369         2  0.042241   0.43841
   117      16      4014      3998    68.334        10  0.042365  0.441959
   118      16      4015      3999   67.7719         2   8.90736  0.444076
   119      16      4015      3999   67.2024         0         -  0.444076
2014-11-24 23:18:33.621629min lat: 0.038222 max lat: 11.5663 avg lat: 0.444076
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   120      16      4015      3999   66.6424         0         -  0.444076
   121      16      4019      4003   66.1577   2.66667   12.8697  0.456001
   122      16      4085      4069   66.6973       132  0.313035  0.479062
   123      16      4142      4126   67.0818       114  0.314387  0.476441
   124      16      4197      4181   67.4278       110  0.100891  0.473949
   125      16      4252      4236   67.7682       110  0.142464  0.471235
   126      16      4306      4290   68.0874       108  0.413778   0.46923
   127      16      4365      4349   68.4803       118  0.418033  0.466826
   128      16      4419      4403   68.7889       108  0.236922  0.464543
   129      16      4474      4458   69.1083       110  0.286897  0.462365
   130      16      4527      4511    69.392       106  0.220199  0.460258
   131      16      4543      4527   69.1065        32   1.33161  0.459445
   132      15      4545      4530   68.6284         6   1.52615   0.46054
   133      16      4584      4568   68.6837        76  0.058199  0.463131
   134      16      4609      4593   68.5443        50  0.042444   0.46295
   135      16      4637      4621   68.4513        56  0.149349  0.466999
   136      16      4693      4677   68.7714       112  0.130763   0.46456
   137      16      4748      4732   69.0723       110  0.523372  0.462534
   138      15      4804      4789   69.3977       114  0.200673  0.460512
   139      16      4861      4845   69.7041       112  0.337763  0.458627
2014-11-24 23:18:53.624243min lat: 0.038222 max lat: 12.8697 avg lat: 0.456798
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   140      16      4915      4899   69.9776       108  0.557574  0.456798
   141      16      4970      4954   70.2613       110  0.320872  0.454887
   142      16      5026      5010   70.5551       112  0.159089  0.453003
   143      16      5071      5055    70.691        90  0.108473  0.451366
   144      16      5073      5057   70.2279         4  0.071183  0.451222
   145      16      5073      5057   69.7436         0         -  0.451222
   146      16      5073      5057   69.2659         0         -  0.451222
   147      16      5073      5057   68.7947         0         -  0.451222
   148      16      5092      5076   68.5866       9.5   5.04452  0.465415
   149      16      5151      5135   68.9181       118  0.281701  0.463828
   150      16      5207      5191   69.2053       112   0.42676  0.461905
   151      16      5257      5241   69.4091       100  0.526934  0.460301
   152      16      5286      5270    69.334        58  0.045317  0.458765
   153      16      5286      5270   68.8808         0         -  0.458765
   154      16      5286      5270   68.4336         0         -  0.458765
   155      16      5286      5270   67.9921         0         -  0.458765
   156      16      5286      5270   67.5562         0         -  0.458765
   157      16      5286      5270    67.126         0         -  0.458765
   158      16      5286      5270   66.7011         0         -  0.458765
   159      16      5289      5273   66.3194  0.857143  0.050792  0.461335
2014-11-24 23:19:13.626435min lat: 0.038222 max lat: 12.8697 avg lat: 0.461335
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   160      16      5289      5273   65.9049         0         -  0.461335
   161      16      5289      5273   65.4955         0         -  0.461335
   162      16      5289      5273   65.0913         0         -  0.461335
   163      16      5289      5273   64.6919         0         -  0.461335
   164      16      5289      5273   64.2975         0         -  0.461335
   165      16      5326      5310   64.3562   12.3333   0.30876  0.496793
   166      15      5381      5366   64.6432       112  0.145136  0.494473
   167      16      5436      5420   64.9027       108  0.361445  0.492601
   168      16      5492      5476    65.183       112  0.151544  0.490429
   169      16      5547      5531   65.4481       110  0.211891  0.488365
   170      16      5602      5586   65.7101       110  0.366658  0.486466
   171      16      5658      5642   65.9807       112  0.391318  0.484499
   172      15      5713      5698   66.2481       112  0.347659  0.482601
   173      16      5769      5753    66.501       110  0.308756  0.480738
   174      16      5819      5803   66.6934       100  0.356862  0.479195
   175      16      5854      5838   66.7122        70  0.048208  0.478312
   176      16      5858      5842   66.3786         8  0.123239  0.478052
   177      16      5861      5845   66.0375         6  0.042287  0.478345
   178      16      5896      5880   66.0597        70  0.064227  0.483862
   179      16      5952      5936   66.3163       112  0.392454  0.482136
2014-11-24 23:19:33.628891min lat: 0.038222 max lat: 14.0603 avg lat: 0.480185
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   180      16      6007      5991   66.5589       110  0.221412  0.480185
   181      16      6062      6046   66.7988       110    0.3351  0.478577
   182      16      6118      6102   67.0471       112   0.27595  0.476868
   183      16      6174      6158   67.2927       112   0.41374  0.475141
   184      16      6230      6214   67.5356       112  0.382817  0.473451
   185      16      6285      6269    67.765       110  0.185469  0.471737
   186      16      6342      6326   68.0135       114  0.239595  0.470116
   187      16      6397      6381    68.238       110  0.229266  0.468494
   188      15      6451      6436   68.4601       110  0.220168  0.467069
   189      16      6508      6492   68.6904       112  0.476704  0.465385
   190      16      6539      6523   68.6551        62  0.110203  0.464383
   191      16      6539      6523   68.2957         0         -  0.464383
   192      16      6539      6523     67.94         0         -  0.464383
   193      16      6539      6523    67.588         0         -  0.464383
   194      16      6539      6523   67.2396         0         -  0.464383
   195      16      6539      6523   66.8948         0         -  0.464383
   196      16      6539      6523   66.5535         0         -  0.464383
   197      16      6540      6524   66.2258  0.285714   7.20521  0.465417
   198      16      6540      6524   65.8913         0         -  0.465417
   199      16      6540      6524   65.5602         0         -  0.465417
2014-11-24 23:19:53.631091min lat: 0.038222 max lat: 14.0603 avg lat: 0.465417
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   200      16      6540      6524   65.2324         0         -  0.465417
   201      16      6540      6524   64.9079         0         -  0.465417
   202      16      6540      6524   64.5866         0         -  0.465417
   203      16      6540      6524   64.2685         0         -  0.465417
   204      16      6540      6524   63.9534         0         -  0.465417
   205      16      6540      6524   63.6415         0         -  0.465417
   206      16      6540      6524   63.3325         0         -  0.465417
   207      16      6585      6569   63.4613         9  0.174353  0.503937
   208      16      6641      6625   63.6946       112  0.240559  0.502017
   209      16      6697      6681   63.9257       112  0.421867  0.500181
   210      16      6753      6737   64.1545       112  0.145885  0.498272
   211      16      6809      6793   64.3812       112  0.460479  0.496616
   212      16      6864      6848   64.5963       110  0.528538  0.494954
   213      16      6913      6897   64.7531        98  0.072152  0.493413
   214      16      6920      6904   64.5159        14  0.042098  0.493197
   215      16      6938      6922   64.3833        36   0.04407  0.493792
   216      16      6940      6924   64.1037         4  0.042463  0.494006
   217      16      6956      6940   63.9558        32  0.061215  0.496256
   218      16      6995      6979   64.0202        78  0.063114  0.498483
   219      16      7004      6988     63.81        18   1.81686  0.498918
2014-11-24 23:20:13.633300min lat: 0.038222 max lat: 17.5155 avg lat: 0.498918
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   220      16      7004      6988     63.52         0         -  0.498918
   221      16      7038      7022   63.5402        34  0.081974  0.503161
   222      16      7095      7079   63.7674       114  0.096482  0.501335
   223      16      7151      7135   63.9837       112   0.45021  0.499722
   224      16      7206      7190    64.189       110  0.377888  0.498145
   225      16      7262      7246   64.4015       112  0.126426  0.496416
   226      16      7317      7301   64.6032       110  0.147213  0.494939
   227      16      7373      7357   64.8119       112  0.338757  0.493436
   228      16      7429      7413   65.0188       112  0.097424  0.491828
   229      16      7483      7467   65.2065       108  0.470304  0.490293
   230      16      7541      7525   65.4272       116  0.431217  0.488739
   231      16      7593      7577   65.5942       104  0.085435  0.487296
   232      16      7601      7585   65.3804        16   1.48624  0.487049
   233      16      7605      7589   65.1341         8   2.19607  0.487289
   234      16      7605      7589   64.8557         0         -  0.487289
   235      16      7605      7589   64.5798         0         -  0.487289
   236      16      7605      7589   64.3061         0         -  0.487289
   237      16      7605      7589   64.0348         0         -  0.487289
   238      16      7605      7589   63.7658         0         -  0.487289
   239      16      7605      7589    63.499         0         -  0.487289
2014-11-24 23:20:33.635557min lat: 0.038222 max lat: 17.5155 avg lat: 0.487289
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   240      16      7605      7589   63.2344         0         -  0.487289
   241      16      7605      7589    62.972         0         -  0.487289
   242      16      7605      7589   62.7118         0         -  0.487289
   243      16      7605      7589   62.4537         0         -  0.487289
   244      16      7605      7589   62.1978         0         -  0.487289
   245      16      7605      7589   61.9439         0         -  0.487289
   246      16      7605      7589   61.6921         0         -  0.487289
   247      15      7606      7591   61.4586  0.285714   16.3877  0.491479
   248      16      7615      7599   61.2752        16  0.099071  0.497447
   249      16      7615      7599   61.0292         0         -  0.497447
   250      16      7617      7601    60.801         2   19.1532  0.502346
   251      16      7622      7606   60.5986        10   20.0305  0.509613
   252      16      7683      7667   60.8422       122  0.079388   0.52545
   253      16      7739      7723   61.0444       112  0.427505  0.523867
   254      16      7795      7779    61.245       112  0.377236  0.522193
   255      16      7847      7831   61.4126       104  0.379883  0.520648
   256      16      7905      7889   61.6257       116  0.490142  0.518924
   257      16      7961      7945   61.8217       112  0.302724  0.517303
   258      16      8017      8001   62.0161       112  0.283755  0.515691
   259      16      8072      8056   62.2014       110  0.228213  0.514149
2014-11-24 23:20:53.637804min lat: 0.038222 max lat: 20.4133 avg lat: 0.512529
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   260      16      8128      8112   62.3928       112  0.275947  0.512529
   261      16      8176      8160   62.5215        96  0.181806   0.51129
   262      16      8199      8183   62.4585        46  0.042375  0.510382
   263      16      8219      8203   62.3731        40  0.042899  0.510128
   264      16      8240      8224   62.2959        42  0.114206  0.513574
   265      16      8295      8279   62.4758       110  0.506264  0.511854
   266      16      8352      8336   62.6695       114  0.200038  0.510302
   267      16      8407      8391   62.8467       110  0.097335  0.508851
   268      16      8462      8446   63.0226       110  0.471453  0.507384
   269      16      8519      8503    63.212       114  0.527148  0.505916
   270      16      8573      8557   63.3779       108  0.533159   0.50451
   271      16      8630      8614   63.5646       114   0.14522  0.503091
   272      16      8686      8670   63.7427       112  0.308635  0.501756
   273      16      8741      8725   63.9121       110   0.23597  0.500344
   274      16      8795      8779   64.0729       108  0.401827   0.49911
   275      16      8852      8836   64.2544       114  0.249721  0.497727
   276      16      8894      8878    64.326        84  0.066578  0.496596
   277      16      8897      8881   64.1154         6  0.042985  0.496642
   278      16      8897      8881   63.8848         0         -  0.496642
   279      16      8897      8881   63.6558         0         -  0.496642
2014-11-24 23:21:13.639995min lat: 0.038222 max lat: 20.4133 avg lat: 0.496642
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   280      16      8897      8881   63.4285         0         -  0.496642
   281      16      8897      8881   63.2027         0         -  0.496642
   282      16      8897      8881   62.9786         0         -  0.496642
   283      16      8897      8881   62.7561         0         -  0.496642
   284      16      8897      8881   62.5351         0         -  0.496642
   285      16      8897      8881   62.3157         0         -  0.496642
   286      16      8897      8881   62.0978         0         -  0.496642
   287      16      8897      8881   61.8815         0         -  0.496642
   288      16      8897      8881   61.6666         0         -  0.496642
   289      16      8897      8881   61.4532         0         -  0.496642
   290      16      8897      8881   61.2413         0         -  0.496642
   291      16      8897      8881   61.0309         0         -  0.496642
   292      16      8897      8881   60.8219         0         -  0.496642
   293      16      8901      8885   60.6416       0.5  0.064355   0.50029
   294      16      8912      8896   60.5102        22  0.087037  0.516108
   295      16      8974      8958   60.7253       124  0.322219  0.526715
   296      16      9028      9012    60.885       108  0.208482  0.525247
   297      16      9084      9068    61.057       112  0.190745  0.523758
   298      16      9140      9124   61.2279       112  0.410988  0.522369
   299      16      9195      9179    61.391       110  0.212025  0.520845
2014-11-24 23:21:33.642054min lat: 0.038222 max lat: 20.4133 avg lat: 0.519601
