   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      1486      1470   45.9257   45.9375  0.0014470.00737306
     2      16      1723      1707   26.6665   7.40625   0.21751 0.0176277
     3      16      3128      3112   32.4111   43.9062  0.031855 0.0153296
     4      16      3690      3674   28.6986   17.5625  0.002239 0.0168294
     5      16      5522      5506   34.4074     57.25  0.003653 0.0145095
     6      16      8062      8046   41.9002    79.375  0.002124  0.011878
     7      15     10664     10649   47.5335   81.3438  0.002968  0.010511
     8      16     14159     14143   55.2385   109.188  0.0023280.00904506
     9      16     17695     17679   61.3771     110.5  0.0056310.00814057
    10      16     21203     21187   66.2005   109.625  0.0033160.00754894
    11      16     24753     24737   70.2663   110.938    0.00740.00711168
    12      16     28298     28282   73.6414   110.781  0.0021160.00678614
    13      16     31824     31808   76.4516   110.188  0.0039230.00653695
    14      16     35314     35298     78.78   109.062  0.0085890.00634387
    15      16     38866     38850   80.9271       111  0.0039920.00617568
    16      15     42411     42396    82.794   110.812  0.0025880.00603619
    17      16     45933     45917   84.3954   110.031  0.0068270.00592193
    18      16     49466     49450   85.8397   110.406  0.0042960.00582191
    19      16     53011     52995   87.1517   110.781  0.003668 0.0057346
2014-11-26 01:54:29.811112min lat: 0.001294 max lat: 1.05999 avg lat: 0.00566021
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     56535     56519   88.2997   110.125  0.0084770.00566021
    21      16     60084     60068   89.3755   110.906  0.0027120.00559202
    22      16     63622     63606   90.3379   110.562  0.0021060.00553261
    23      16     67133     67117     91.18   109.719  0.0062930.00548153
    24      16     70675     70659   91.9922   110.688  0.0057370.00543314
    25      16     74211     74195    92.732     110.5  0.0061040.00538975
    26      16     77747     77731   93.4149     110.5  0.0024940.00535025
    27      15     81273     81258   94.0368   110.219  0.0018420.00531472
    28      15     84805     84790   94.6198   110.375  0.0025370.00528222
    29      16     88329     88313   95.1529   110.094  0.0022540.00525264
    30      16     91855     91839   95.6535   110.188    0.00820.00522515
    31      15     95395     95380   96.1371   110.656  0.0091830.00519883
    32      16     98883     98867   96.5376   108.969  0.0081310.00517696
    33      16    102420    102404   96.9613   110.531  0.0034810.00515472
    34      16    105945    105929   97.3489   110.156  0.0050230.00513414
    35      16    109467    109451   97.7118   110.062  0.0024480.00511508
    36      15    112993    112978   98.0589   110.219  0.0056650.00509712
    37      15    116539    116524   98.4032   110.812  0.0032520.00507928
    38      16    120003    119987   98.6612   108.219  0.0053990.00506605
 Total time run:        38.628086
Total reads made:     122194
Read size:            32768
Bandwidth (MB/sec):    98.855 

Average Latency:       0.00505636
Max latency:           1.05999
Min latency:           0.001294
