   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       719       703   21.9631   21.9688  0.100455 0.0208843
     2      16      1692      1676    26.182   30.4062  0.001991 0.0189048
     3      16      4785      4769   49.6682   96.6562  0.019287 0.0100428
     4      16      7368      7352    57.428   80.7188   0.001560.00866105
     5      16      8824      8808   55.0413      45.5   0.001750.00895012
     6      16     10595     10579   55.0906   55.3438  0.0176290.00905835
     7      16     12527     12511   55.8444    60.375   0.001580.00884467
     8      16     15148     15132   59.1009   81.9062  0.0019090.00845063
     9      16     17097     17081   59.3006   60.9062  0.0013450.00839625
    10      16     19547     19531   61.0259   76.5625  0.0018630.00817721
    11      16     21528     21512   61.1053   61.9062  0.0013660.00816209
    12      16     23742     23726   61.7781   69.1875  0.0018650.00805923
    13      16     26314     26298   63.2079    80.375  0.0115750.00790539
    14      16     29266     29250   65.2815     92.25  0.0028240.00765544
    15      16     31778     31762   66.1621      78.5  0.0029040.00755255
    16      16     33632     33616   65.6477   57.9375  0.0105450.00761224
    17      15     36008     35993    66.155   74.2812  0.0583080.00754088
    18      16     38402     38386   66.6338   74.7812  0.0022620.00749994
    19      16     40527     40511   66.6214   66.4062  0.0015650.00749791
2014-11-26 02:00:58.867297min lat: 0.001284 max lat: 0.453041 avg lat: 0.00744885
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     42947     42931   67.0711    75.625   0.003740.00744885
    21      15     45175     45160   67.1937   69.6562  0.0027960.00743777
    22      16     47849     47833   67.9359   83.5312  0.0018450.00734445
    23      16     50214     50198   68.1951   73.9062  0.0063510.00732937
    24      16     52615     52599   68.4795   75.0312  0.0019110.00729183
    25      15     54629     54614   68.2588   62.9688  0.0129940.00731981
    26      15     57336     57321   68.8867   84.5938  0.0019130.00725527
    27      16     59327     59311   68.6383   62.1875  0.0015440.00727002
    28      16     61744     61728   68.8842   75.5312  0.0217690.00725618
    29      16     64247     64231   69.2057   78.2188    0.00220.00722237
    30      15     66800     66785    69.559   79.8125  0.0019010.00718573
    31      15     69619     69604   70.1565   88.0938  0.002022 0.0071247
    32      15     73146     73131   71.4081   110.219  0.0031940.00699965
    33      16     76639     76623   72.5503   109.125  0.008113 0.0068897
    34      16     80170     80154   73.6616   110.344  0.0022480.00678563
    35      16     83678     83662   74.6887   109.625  0.0072750.00669235
    36      16     87213     87197   75.6822   110.469  0.0062480.00660444
    37      15     90745     90730   76.6203   110.406  0.0077190.00652373
    38      16     94240     94224    77.477   109.188  0.0025470.00645151
    39      16     97652     97636   78.2241   106.625  0.0026190.00638984
2014-11-26 02:01:18.869812min lat: 0.00125 max lat: 0.453041 avg lat: 0.00634163
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16    100917    100901   78.8189   102.031  0.0037320.00634163
    41      16    104054    104038   79.2872   98.0312  0.002764  0.006304
    42      16    106792    106776   79.4363   85.5625  0.0017520.00628785
    43      15    109796    109781   79.7726   93.9062  0.0031140.00626458
    44      16    112818    112802   80.1049   94.4062  0.0015910.00623904
    45      15    115674    115659   80.3086   89.2812  0.0025350.00622398
    46      16    118511    118495   80.4891    88.625  0.0024550.00620885
    47      15    121664    121649   80.8733   98.5625  0.0083250.00618062
    48      16    124807    124791   81.2338   98.1875  0.0027290.00615249
 Total time run:        48.846151
Total reads made:     127441
Read size:            32768
Bandwidth (MB/sec):    81.532 

Average Latency:       0.00613094
Max latency:           0.453041
Min latency:           0.00125
