   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      15      1916      1901   59.3884   59.4062  0.0029560.00838726
     2      16      5435      5419   84.6521   109.938  0.0086650.00589508
     3      15      8944      8929   92.9921   109.688  0.004242 0.0053697
     4      15     12486     12471   97.4125   110.688  0.0037290.00512676
     5      16     16032     16016   100.083   110.781  0.0056230.00499117
     6      15     19500     19485   101.468   108.406  0.0034860.00492237
     7      15     23017     23002   102.672   109.906  0.0043080.00486656
     8      16     26485     26469   103.378   108.344  0.0027420.00483244
     9      15     29963     29948    103.97   108.719  0.0023570.00480585
    10      16     33435     33419   104.418   108.469  0.0020370.00478523
    11      15     34436     34421   97.7718   31.3125  0.0046750.00511115
    12      15     37949     37934   98.7714   109.781  0.0042460.00505957
    13      16     41483     41467   99.6652   110.406  0.0021780.00501374
    14      15     45023     45008   100.449   110.656  0.0038110.00497511
    15      15     48530     48515   101.058   109.594  0.002894  0.004945
    16      16     49640     49624   96.9073   34.6562  0.0018190.00515377
    17      16     53008     52992   97.3973    105.25  0.0025950.00513114
    18      15     56457     56442   97.9752   107.812   0.003430.00510083
    19      16     59995     59979   98.6353   110.531  0.0050150.00506689
2014-11-25 17:24:23.884439min lat: 0.001421 max lat: 0.21739 avg lat: 0.0050398
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      15     63487     63472   99.1607   109.156  0.010427 0.0050398
    21      15     66964     66949   99.6121   108.656  0.0037530.00501718
    22      15     70409     70394   99.9772   107.656  0.0033360.00499894
    23      16     73880     73864   100.344   108.438  0.0023110.00498076
    24      15     77378     77363   100.719   109.344  0.0049530.00496229
 Total time run:        24.417865
Total reads made:     78820
Read size:            32768
Bandwidth (MB/sec):    100.874 

Average Latency:       0.004955
Max latency:           0.21739
Min latency:           0.001421
