 Maintaining 16 concurrent writes of 524288 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_aac91394a5b2_6410
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        98        82   40.9889        41  0.011179  0.085085
     2      16        98        82   20.4956         0         -  0.085085
     3      16       161       145   24.1623     15.75  0.011364  0.254194
     4      16       161       145    18.122         0         -  0.254194
     5      16       262       246   24.5963     25.25  0.014239  0.285946
     6      16       262       246    20.497         0         -  0.285946
     7      16       333       317   22.6396     17.75  0.019436  0.329447
     8      16       359       343   21.4346        13  0.010739   0.30579
     9      16       438       422   23.4412      39.5  0.012397  0.325342
    10      16       473       457   22.8469      17.5  0.011456  0.335031
    11      16       500       484   21.9971      13.5  0.013443  0.333806
    12      16       532       516   21.4972        16  0.030461   0.35623
    13      16       591       575   22.1125      29.5  0.011101  0.337744
    14      16       621       605   21.6044        15   0.01114  0.355438
    15      16       644       628   20.9306      11.5  0.012471  0.360413
    16      16       674       658   20.5599        15  0.019652  0.378009
    17      16       709       693   20.3797      17.5  0.013863  0.374833
    18      16       709       693   19.2475         0         -  0.374833
    19      16       759       743   19.5501      12.5   0.01313  0.391593
2014-11-25 07:49:13.985268min lat: 0.010725 max lat: 2.23456 avg lat: 0.396976
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       798       782   19.5475      19.5  0.018657  0.396976
    21      16       821       805   19.1642      11.5  0.010866  0.399421
    22      16       821       805   18.2931         0         -  0.399421
    23      16       896       880    19.128     18.75  0.010911  0.406907
    24      16       897       881   18.3518       0.5  0.013241   0.40646
    25      16       965       949   18.9776        34  0.011292  0.409575
    26      16      1012       996   19.1515      23.5  0.015905   0.40755
    27      16      1031      1015    18.794       9.5  0.013523  0.409454
    28      16      1072      1056   18.8548      20.5  0.016786  0.411528
    29      16      1101      1085   18.7046      14.5  0.011591  0.408623
    30      16      1183      1167   19.4476        41  0.020719  0.405194
    31      16      1183      1167   18.8202         0         -  0.405194
    32      16      1249      1233   19.2632      16.5  0.012499  0.406136
    33      16      1260      1244   18.8461       5.5   1.92023  0.419607
    34      16      1308      1292   18.9976        24  0.016001  0.411893
    35      16      1308      1292   18.4549         0         -  0.411893
    36      16      1366      1350   18.7477      14.5  0.011305  0.419685
    37      16      1366      1350    18.241         0         -  0.419685
    38      16      1427      1411   18.5635     15.25  0.011224  0.424136
    39      16      1440      1424   18.2542       6.5  0.013332  0.420373
2014-11-25 07:49:33.987645min lat: 0.010702 max lat: 2.46 avg lat: 0.425505
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      1487      1471   18.3852      23.5   0.01156  0.425505
    41      16      1517      1501   18.3026        15  0.010977  0.424693
    42      15      1523      1508   17.9502       3.5   2.39239  0.433804
    43      16      1593      1577   18.3349      34.5  0.011408  0.429335
    44      16      1593      1577   17.9182         0         -  0.429335
    45      16      1633      1617   17.9644        10  0.011062  0.434745
    46      16      1648      1632   17.7369       7.5  0.014431  0.439068
    47      16      1648      1632   17.3596         0         -  0.439068
    48      16      1715      1699   17.6957     16.75  0.012453  0.446858
    49      16      1715      1699   17.3346         0         -  0.446858
    50      16      1782      1766   17.6578     16.75  0.012434  0.445505
    51      16      1816      1800   17.6449        17    0.0111   0.44427
    52      16      1816      1800   17.3056         0         -   0.44427
    53      16      1880      1864   17.5828        16  0.020037   0.44926
    54      16      1880      1864   17.2572         0         -   0.44926
    55      16      1918      1902   17.2888       9.5  0.010808  0.455318
    56      16      1959      1943   17.3461      20.5  0.011206  0.453343
    57      16      1972      1956   17.1558       6.5  0.019133  0.462497
    58      16      2034      2018   17.3944        31  0.011463  0.454221
    59      16      2034      2018   17.0996         0         -  0.454221
2014-11-25 07:49:53.990039min lat: 0.010641 max lat: 2.83207 avg lat: 0.459344
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16      2071      2055   17.1229      9.25  0.011597  0.459344
    61      16      2089      2073   16.9897         9  0.010807  0.461752
    62      16      2128      2112   17.0302      19.5  0.020849  0.465479
    63      16      2167      2151   17.0693      19.5  0.015755  0.462995
    64      16      2167      2151   16.8026         0         -  0.462995
    65      16      2202      2186   16.8133      8.75  0.016289  0.468934
    66      16      2235      2219   16.8086      16.5  0.011071  0.467796
    67      16      2270      2254   16.8188      17.5  0.024046   0.47165
    68      16      2313      2297   16.8876      21.5  0.014306  0.468087
    69      16      2313      2297   16.6429         0         -  0.468087
    70      15      2379      2364   16.8836     16.75   0.02209  0.470857
    71      16      2385      2369    16.681       2.5  0.017928  0.469908
    72      16      2417      2401   16.6716        16  0.015548   0.47404
    73      16      2439      2423   16.5938        11  0.045773  0.474627
    74      16      2439      2423   16.3696         0         -  0.474627
    75      16      2483      2467   16.4446        11  0.011954   0.48188
    76      16      2483      2467   16.2283         0         -   0.48188
    77      16      2550      2534   16.4525     16.75  0.016385  0.483454
    78      16      2552      2536   16.2544         1  0.013486  0.483084
    79      16      2552      2536   16.0487         0         -  0.483084
2014-11-25 07:50:13.992504min lat: 0.010641 max lat: 3.08659 avg lat: 0.485798
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    80      16      2608      2592    16.198        14  0.011196  0.485798
    81      16      2627      2611   16.1153       9.5  0.013908  0.488915
    82      16      2627      2611   15.9188         0         -  0.488915
    83      16      2669      2653     15.98      10.5  0.011627  0.493864
    84      16      2698      2682   15.9623      14.5  0.011861   0.49461
    85      16      2698      2682   15.7745         0         -   0.49461
    86      16      2745      2729   15.8643     11.75  0.010879  0.498636
    87      16      2765      2749   15.7969        10  0.011926  0.500354
