   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       325       309   9.65382   9.65625  0.084837 0.0466207
     2      16       599       583   9.10764    8.5625  0.040179 0.0520419
     3      16       903       887   9.23808       9.5    0.2108 0.0526563
     4      16      1178      1162   9.07676   8.59375  0.104707 0.0544234
     5      16      1444      1428   8.92375    8.3125  0.055652 0.0555907
     6      16      1760      1744   9.08209     9.875  0.012141 0.0547921
     7      16      2034      2018   9.00775    8.5625  0.079372 0.0550237
     8      16      2350      2334   9.11602     9.875  0.066597 0.0545023
     9      16      2977      2961   10.2799   19.5938  0.035569 0.0484966
    10      16      3669      3653   11.4142    21.625  0.002024 0.0437088
    11      16      4354      4338   12.3223   21.4062  0.028431 0.0405217
    12      16      4827      4811   12.5271   14.7812  0.001512 0.0397521
    13      16      5349      5333   12.8181   16.3125  0.001391 0.0386941
    14      16      5426      5410   12.0744   2.40625  0.027559 0.0406734
    15      16      5565      5549    11.559   4.34375  0.022753 0.0430852
    16      16      6031      6015   11.7466   14.5625  0.025998  0.042491
    17      16      6795      6779   12.4599    23.875   0.00271  0.040019
    18      16      7564      7548   13.1026   24.0312  0.002055 0.0381159
    19      16      8387      8371   13.7664   25.7188  0.001889 0.0362261
2014-11-23 13:52:10.268181min lat: 0.00125 max lat: 0.995697 avg lat: 0.0361099
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      8868      8852   13.8296   15.0312  0.001545 0.0361099
    21      16      9314      9298   13.8346   13.9375  0.012573 0.0356303
    22      16      9480      9464   13.4416    5.1875  0.065341 0.0371198
    23      16     10308     10292    13.982    25.875  0.056825 0.0356816
    24      16     11396     11380   14.8159        34  0.001918 0.0337156
    25      16     12278     12262   15.3257   27.5625  0.001438 0.0325722
    26      16     13048     13032   15.6616   24.0625  0.001523 0.0318546
    27      16     14076     14060   16.2712    32.125  0.028839 0.0307053
    28      16     15042     15026   16.7681   30.1875  0.001396 0.0297697
    29      16     17537     17521   18.8782   77.9688  0.003882 0.0264802
    30      16     20257     20241   21.0819        85  0.001488  0.023676
    31      16     22191     22175   22.3512   60.4375  0.001996 0.0223444
    32      16     25116     25100   24.5088   91.4062  0.001409 0.0203062
    33      15     28105     28090   26.5972   93.4375  0.002208 0.0187963
    34      15     31581     31566   29.0094   108.625  0.003041 0.0172328
    35      16     35116     35100   31.3356   110.438  0.002672 0.0159535
    36      15     38588     38573   33.4795   108.531   0.00731 0.0149317
    37      15     42060     42045   35.5068     108.5  0.003882 0.0140797
    38      16     45347     45331   37.2744   102.688  0.007967 0.0134115
    39      16     48848     48832   39.1236   109.406  0.002591 0.0127774
2014-11-23 13:52:30.270534min lat: 0.00125 max lat: 0.995697 avg lat: 0.0122231
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     52372     52356   40.8983   110.125  0.007737 0.0122231
    41      16     55923     55907    42.607   110.969  0.005753  0.011733
    42      16     59445     59429   44.2127   110.062   0.00269 0.0113066
    43      16     62898     62882   45.6937   107.906  0.001962 0.0109403
    44      16     66389     66373   47.1343   109.094   0.00568 0.0106059
    45      16     69773     69757   48.4366    105.75  0.003478 0.0103208
    46      16     73281     73265   49.7665   109.625  0.006087 0.0100449
 Total time run:        46.291351
Total reads made:     74235
Read size:            32768
Bandwidth (MB/sec):    50.114 

Average Latency:       0.00997566
Max latency:           0.995697
Min latency:           0.00125
