   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        49        33   2.06192    2.0625  0.0021360.00352424
     2      16        49        33   1.03104         0         -0.00352424
     3      16        49        33  0.687388         0         -0.00352424
     4      16        49        33  0.515552         0         -0.00352424
     5      16        49        33  0.412446         0         -0.00352424
     6      16        49        33  0.343706         0         -0.00352424
     7      16        49        33  0.294607         0         -0.00352424
     8      16      1790      1774   13.8522   15.5446  0.007236 0.0721301
     9      16      3549      3533    24.523   109.938  0.008429 0.0407468
    10      16      5328      5312   33.1853   111.188  0.004061 0.0301097
    11      16      7107      7091   40.2731   111.188  0.010177 0.0248137
    12      16      8873      8857   46.1123   110.375  0.004904 0.0216687
    13      16     10614     10598   50.9331   108.812    0.0192 0.0196208
    14      15     12387     12372   55.2127   110.875  0.004577 0.0181001
    15      16     14162     14146   58.9218   110.875  0.004607 0.0169596
    16      15     15927     15912   62.1362   110.375   0.00297 0.0160834
    17      16     17687     17671   64.9467   109.938  0.008806 0.0153886
    18      16     19453     19437   67.4693   110.375  0.003021 0.0148141
    19      16     21226     21210   69.7494   110.812  0.003039 0.0143304
2014-11-25 14:39:10.386568min lat: 0.001855 max lat: 7.02687 avg lat: 0.0139218
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     22996     22980   71.7922   110.625  0.005874 0.0139218
    21      16     24766     24750   73.6404   110.625  0.003046 0.0135725
    22      16     26539     26523   75.3292   110.812  0.007238 0.0132687
    23      16     28296     28280   76.8276   109.812  0.010791 0.0130098
    24      15     30059     30044   78.2195    110.25  0.011482   0.01278
    25      15     31820     31805   79.4925   110.062  0.002741 0.0125748
    26      16     33576     33560   80.6532   109.688  0.009272 0.0123934
    27      16     35341     35325    81.751   110.312   0.00557  0.012226
    28      15     37100     37085   82.7593       110  0.005088 0.0120785
    29      16     38875     38859   83.7283   110.875   0.00949 0.0119375
    30      16     40637     40621   84.6076   110.125    0.0033 0.0118146
    31      16     42409     42393   85.4504    110.75   0.00484 0.0116983
    32      16     44169     44153   86.2171       110  0.004963 0.0115948
    33      16     45942     45926   86.9619   110.812  0.011173 0.0114955
    34      16     47708     47692   87.6501   110.375  0.004132  0.011405
    35      16     49472     49456   88.2954    110.25   0.00277 0.0113219
    36      16     51254     51238    88.936   111.375  0.009934 0.0112406
    37      16     53022     53006   89.5184     110.5  0.011556 0.0111667
    38      16     54781     54765   90.0552   109.938  0.012716 0.0111013
    39      16     56545     56529   90.5727    110.25  0.010066 0.0110362
2014-11-25 14:39:30.389081min lat: 0.001855 max lat: 7.02687 avg lat: 0.0109761
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     58319     58303   91.0798   110.875  0.004133 0.0109761
    41      16     60080     60064   91.5424   110.062  0.019149 0.0109204
    42      16     61848     61832   91.9934     110.5  0.003917 0.0108661
    43      16     63619     63603   92.4278   110.688  0.018701 0.0108163
    44      16     65381     65365   92.8297   110.125  0.017455 0.0107692
    45      16     67150     67134   93.2235   110.562  0.002953 0.0107232
    46      16     68900     68884   93.5743   109.375   0.02006 0.0106833
    47      16     70667     70651   93.9328   110.438  0.002945 0.0106426
    48      16     72431     72415   94.2724    110.25  0.002728 0.0106044
    49      16     74205     74189    94.611   110.875  0.002554 0.0105659
    50      16     75976     75960   94.9322   110.688   0.00826 0.0105309
    51      16     77739     77723    95.231   110.188  0.003418 0.0104981
    52      16     79515     79499    95.534       111  0.027005 0.0104644
    53      15     81273     81258   95.8055   109.938  0.009914  0.010435
    54      16     83044     83028   96.0797   110.625  0.009089 0.0104053
    55      16     84822     84806    96.353   111.125  0.005099 0.0103758
    56      16     86579     86563   96.5931   109.812  0.018184 0.0103496
    57      16     88352     88336   96.8423   110.812  0.007114 0.0103227
    58      16     90116     90100   97.0732    110.25  0.009047  0.010299
    59      16     91873     91857   97.2889   109.812  0.002935 0.0102759
2014-11-25 14:39:50.391474min lat: 0.001855 max lat: 7.02687 avg lat: 0.0102513
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16     93649     93633   97.5172       111  0.002679 0.0102513
    61      16     95412     95396   97.7246   110.188  0.003688   0.01023
    62      16     97169     97153   97.9194   109.812   0.00535 0.0102098
    63      16     98948     98932   98.1297   111.188  0.003302 0.0101879
    64      16    100704    100688   98.3111    109.75  0.013975 0.0101693
    65      16    102466    102450   98.4926   110.125  0.003123 0.0101499
    66      16    104230    104214   98.6705    110.25  0.010015 0.0101321
    67      16    105996    105980    98.845   110.375  0.013457 0.0101146
    68      16    107765    107749   99.0171   110.562  0.004955 0.0100965
    69      16    109525    109509   99.1761       110   0.00383 0.0100802
    70      16    111312    111296   99.3546   111.688  0.011263 0.0100623
    71      16    113096    113080   99.5255     111.5  0.015508 0.0100454
    72      15    114864    114849   99.6786   110.562   0.01118 0.0100301
    73      16    116634    116618   99.8274   110.562  0.003348 0.0100144
    74      16    118368    118352   99.9428   108.375  0.009534 0.0100032
    75      15    120139    120124   100.087    110.75  0.0153780.00998895
    76      16    121891    121875    100.21   109.438  0.0161350.00997661
    77      16    123660    123644   100.344   110.562  0.0120360.00996349
 Total time run:        77.453651
Total reads made:     124413
Read size:            65536
Bandwidth (MB/sec):    100.393 

Average Latency:       0.00995862
Max latency:           7.02687
Min latency:           0.001855
