 Maintaining 16 concurrent writes of 2097152 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_c26ec1c5d7b4_32072
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        42        26   51.9873        52  0.096828  0.278967
     2      16        72        56    55.989        60  0.702567  0.468187
     3      16       115        99   65.9885        86  0.061122  0.446323
     4      16       157       141   70.4885        84   0.04216  0.396302
     5      16       157       141   56.3913         0         -  0.396302
     6      16       169       153   50.9927        12  0.042472  0.440328
     7      16       195       179   51.1357        52  0.044164  0.567789
     8      16       203       187   46.7435        16  0.139227  0.582741
     9      16       203       187   41.5498         0         -  0.582741
    10      16       211       195   38.9947         8   0.13551   0.64281
    11      16       211       195   35.4498         0         -   0.64281
    12      16       219       203   33.8289         8  0.124077  0.742817
    13      16       219       203   31.2267         0         -  0.742817
    14      16       230       214   30.5674        11  0.044156  0.853175
    15      16       230       214   28.5296         0         -  0.853175
    16      16       242       226   28.2463        12  0.044519  0.952799
    17      16       242       226   26.5848         0         -  0.952799
    18      16       242       226   25.1078         0         -  0.952799
    19      16       249       233   24.5232   4.66667  0.096726     1.088
2014-11-23 11:12:09.473364min lat: 0.042086 max lat: 9.11578 avg lat: 1.088
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       249       233    23.297         0         -     1.088
    21      16       249       233   22.1876         0         -     1.088
    22      16       249       233   21.1791         0         -     1.088
    23      16       268       252   21.9103       9.5   7.22527   1.33684
    24      16       310       294   24.4969        84  0.129173   1.27516
    25      16       310       294    23.517         0         -   1.27516
    26      16       322       306   23.5355        12  0.047579   1.26425
    27      16       322       306   22.6638         0         -   1.26425
    28      16       335       319   22.7829        13  0.053264   1.27789
    29      16       335       319   21.9972         0         -   1.27789
    30      16       341       325    21.664         6  0.053139   1.34105
    31      16       341       325   20.9651         0         -   1.34105
    32      16       357       341   21.3099        16  0.050196   1.36901
    33      16       357       341   20.6641         0         -   1.36901
    34      16       367       351   20.6445        10  0.076097   1.41757
    35      16       367       351   20.0547         0         -   1.41757
    36      16       402       386   21.4418        35  0.897075   1.48401
    37      16       455       439   23.7268       106  0.173122   1.34447
    38      16       509       493   25.9441       108  0.440725    1.2263
    39      16       560       544   27.8939       102  0.106508   1.13881
