 Maintaining 16 concurrent writes of 1048576 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_aa3eaa203d62_10504
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       121       105   104.965       105  0.144912   0.13947
     2      16       232       216   107.974       111   0.12632  0.141638
     3      16       344       328   109.311       112  0.159404  0.142868
     4      16       453       437   109.229       109  0.137566  0.143428
     5      16       564       548   109.581       111  0.117429  0.143317
     6      16       675       659   109.815       111  0.124155  0.143653
     7      16       765       749   106.983        90  0.048967  0.142434
     8      16       844       828   103.484        79  0.022796  0.141722
     9      16       912       896     99.54        68  0.129692  0.157489
    10      16       992       976   97.5849        80  0.039644  0.149222
    11      16      1035      1019   92.6223        43  0.072102  0.171393
    12      16      1145      1129   94.0692       110   0.10004  0.168592
    13      16      1253      1237   95.1398       108  0.231395  0.166756
    14      16      1358      1342   95.8431       105  0.096546  0.166263
    15      16      1460      1444   96.2527       102    0.2637  0.162997
    16      16      1578      1562    97.611       118  0.079542  0.162514
    17      16      1685      1669   98.1624       107  0.331914  0.162081
    18      16      1797      1781   98.9304       112  0.139339  0.161003
    19      16      1909      1893   99.6175       112  0.126324   0.15996
2014-11-25 15:40:58.193871min lat: 0.02022 max lat: 2.83236 avg lat: 0.158438
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      1997      1981   99.0361        88  0.111029  0.158438
    21      16      2064      2048   97.5101        67   0.02253  0.162363
    22      16      2165      2149   97.6682       101  0.109969  0.162721
    23      16      2229      2213    96.204        64   1.08083  0.163661
    24      16      2347      2331   97.1114       118  0.270062  0.164199
    25      16      2455      2439   97.5463       108  0.301151  0.163358
    26      16      2560      2544   97.8325       105  0.054583  0.160995
    27      16      2647      2631   97.4308        87  0.058496  0.163491
    28      15      2735      2720   97.1293        89   0.16985  0.164333
    29      16      2848      2832   97.6416       112  0.061259  0.163205
    30      16      2943      2927   97.5532        95  0.102354  0.161069
    31      16      3041      3025   97.5672        98  0.020465  0.161696
    32      16      3046      3030   94.6745         5  0.066747  0.161524
    33      16      3084      3068   92.9569        38  0.058531  0.171353
    34      16      3188      3172   93.2813       104  0.085941  0.170676
    35      16      3300      3284   93.8158       112  0.092924   0.17021
    36      16      3406      3390   94.1538       106  0.157902  0.169481
    37      16      3515      3499   94.5547       109  0.071904  0.168004
    38      16      3629      3613    95.066       114  0.124271  0.167899
    39      16      3700      3684   94.4487        71  0.349977  0.167213
2014-11-25 15:41:18.196481min lat: 0.019744 max lat: 2.83236 avg lat: 0.168176
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      3815      3799   94.9621       115  0.110865  0.168176
    41      16      3921      3905    95.231       106  0.124868  0.167556
    42      16      3993      3977   94.6776        72  0.023565  0.165771
    43      16      3993      3977   92.4759         0         -  0.165771
    44      16      4044      4028   91.5331      25.5  0.079158  0.174459
    45      16      4145      4129   91.7432       101  0.161511  0.173413
    46      16      4236      4220   91.7268        91  0.058101  0.173651
    47      16      4346      4330   92.1153       110  0.096249  0.173058
    48      16      4461      4445   92.5917       115  0.166659  0.172484
    49      16      4574      4558   93.0079       113  0.101855  0.171734
    50      16      4685      4669   93.3675       111   0.17677  0.171097
    51      16      4796      4780   93.7129       111  0.100238  0.170319
    52      16      4891      4875   93.7375        95  0.053514    0.1697
    53      16      4927      4911    92.648        36   1.54238  0.171624
    54      16      5002      4986    92.321        75  0.020926  0.171526
    55      16      5038      5022   91.2969        36  0.020432  0.171131
    56      16      5115      5099   91.0414        77  0.107673  0.175303
    57      16      5227      5211   91.4089       112  0.080755  0.174722
    58      16      5340      5324   91.7809       113  0.094322  0.174056
    59      16      5434      5418   91.8183        94  0.054122   0.17369
2014-11-25 15:41:38.199040min lat: 0.019741 max lat: 2.96188 avg lat: 0.173404
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16      5529      5513   91.8711        95  0.066362  0.173404
    61      16      5594      5578   91.4305        65   0.07654   0.17476
    62      15      5705      5690    91.762       112  0.238425  0.174097
    63      16      5816      5800   92.0513       110  0.154244   0.17358
    64      16      5927      5911   92.3471       111  0.187314  0.173038
    65      16      6012      5996   92.2339        85  0.021784  0.172251
    66      16      6048      6032   91.3818        36  0.046581  0.172602
    67      16      6093      6077   90.6895        45  0.060844  0.176271
    68      16      6199      6183   90.9144       106  0.039197    0.1751
    69      16      6300      6284   91.0604       101  0.140552  0.175397
    70      16      6412      6396   91.3593       112  0.108494  0.174857
