   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      5024      5008   78.2295     78.25  0.0020330.00318631
     2      16     10299     10283   80.3192   82.4219  0.0017980.00310741
     3      15     15413     15398   80.1835   79.9219  0.0033530.00311361
     4      15     20608     20593   80.4281   81.1719  0.002998 0.0031048
     5      16     25814     25798   80.6044   81.3281  0.0026610.00309885
     6      16     30836     30820   80.2469   78.4688  0.0029850.00311256
     7      16     36559     36543   81.5559   89.4219  0.0035040.00306278
     8      15     41554     41539   81.1181   78.0625  0.0017270.00307925
     9      16     45744     45728   79.3766   65.4531  0.001234 0.0030759
    10      16     45744     45728   71.4393         0         - 0.0030759
    11      16     45744     45728   64.9452         0         - 0.0030759
    12      16     45744     45728   59.5334         0         - 0.0030759
 Total time run:        12.348804
Total reads made:     46077
Read size:            16384
Bandwidth (MB/sec):    58.301 

Average Latency:       0.00428608
Max latency:           3.495
Min latency:           0.001172
