   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       183       167    41.739     41.75  0.124173 0.0801698
     2      16       347       331   41.3665        41  0.169258 0.0917843
     3      16       664       648   53.9903     79.25  0.004344 0.0677673
     4      16       790       774   48.3669      31.5  0.004245 0.0655232
     5      16       979       963   48.1424     47.25  0.046762  0.082659
     6      16      1073      1057    44.035      23.5  0.004491 0.0861674
     7      16      1260      1244    44.422     46.75  0.062491 0.0897068
     8      16      1595      1579   49.3366     83.75  0.006775 0.0807446
     9      16      1895      1879    52.187        75  0.054932 0.0761005
    10      16      2188      2172   54.2924     73.25  0.050007 0.0727883
    11      15      2371      2356   53.5381        46  0.105579 0.0740205
    12      16      2539      2523   52.5554     41.75  0.210552 0.0756265
    13      16      2744      2728   52.4545     51.25  0.004406 0.0757312
    14      16      3072      3056   54.5641        82   0.00428 0.0729291
    15      16      3493      3477   57.9423    105.25  0.005442 0.0688975
    16      16      3933      3917   61.1951       110  0.049286 0.0652619
    17      16      4379      4363   64.1533     111.5  0.077121 0.0622176
    18      16      4817      4801   66.6712     109.5  0.059214 0.0599214
    19      16      5261      5245   69.0035       111  0.005749 0.0578316
2014-11-23 10:08:25.839438min lat: 0.004131 max lat: 1.81772 avg lat: 0.0561829
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      5704      5688   71.0901    110.75  0.056809 0.0561829
    21      16      6144      6128   72.9422       110  0.020158 0.0547671
    22      16      6590      6574   74.6935     111.5  0.053659 0.0534884
    23      16      7031      7015   76.2388    110.25  0.005511 0.0523716
    24      16      7472      7456   77.6546    110.25   0.05147 0.0514634
    25      16      7917      7901   78.9978    111.25  0.005705 0.0505558
    26      15      8358      8343   80.2089     110.5    0.0805   0.04981
    27      16      8797      8781   81.2932     109.5  0.086402 0.0491312
    28      15      9242      9227   82.3715     111.5  0.005031 0.0485033
    29      16      9680      9664   83.2978    109.25   0.06211 0.0479771
    30      16     10125     10109    84.229    111.25  0.060223 0.0474419
    31      16     10568     10552   85.0838    110.75  0.008127 0.0469688
    32      16     11005     10989   85.8385    109.25  0.064933 0.0465598
    33      16     11450     11434   86.6081    111.25  0.066174 0.0461354
    34      16     11894     11878    87.325       111   0.00512 0.0457467
    35      16     12332     12316   87.9582     109.5   0.05388 0.0454464
    36      16     12777     12761   88.6046    111.25  0.008802 0.0451045
    37      16     13222     13206   89.2163    111.25   0.01848 0.0448044
    38      16     13658     13642   89.7365       109   0.04797 0.0445443
    39      16     14104     14088   90.2942     111.5  0.079395 0.0442538
2014-11-23 10:08:45.842630min lat: 0.004131 max lat: 1.81772 avg lat: 0.0440042
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     14549     14533   90.8177    111.25  0.005019 0.0440042
    41      16     14985     14969   91.2608       109  0.004949 0.0437876
    42      16     15429     15413   91.7304       111  0.004921 0.0435637
    43      16     15874     15858    92.184    111.25  0.057644 0.0433605
    44      16     16311     16295   92.5714    109.25  0.071426 0.0431739
    45      16     16756     16740   92.9861    111.25  0.075938 0.0429862
    46      16     17200     17184   93.3774       111  0.004964 0.0428016
    47      16     17637     17621   93.7149    109.25  0.057445 0.0426526
    48      16     18081     18065   94.0747       111  0.071466 0.0424876
    49      16     18525     18509   94.4198       111  0.005113 0.0423299
    50      15     18973     18958   94.7761    112.25  0.060194 0.0421817
    51      16     19419     19403   95.0989    111.25  0.007674 0.0420299
    52      16     19868     19852   95.4284    112.25  0.045418 0.0418963
    53      16     20316     20300   95.7408       112  0.045359 0.0417604
    54      15     20764     20749   96.0463    112.25  0.005764 0.0416153
    55      16     21206     21190   96.3043    110.25  0.004849 0.0415066
    56      16     21558     21542   96.1558        88  0.007781 0.0415537
    57      16     21791     21775   95.4907     58.25  0.275955 0.0417915
    58      16     22135     22119   95.3269        86  0.057224 0.0419409
    59      16     22570     22554   95.5541    108.75  0.007217 0.0418284
2014-11-23 10:09:05.845211min lat: 0.004075 max lat: 1.81772 avg lat: 0.0417259
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16     23015     22999   95.8155    111.25     0.061 0.0417259
    61      16     23460     23444   96.0683    111.25  0.046045 0.0416209
    62      16     23897     23881   96.2807    109.25  0.060205 0.0415256
    63      16     24341     24325   96.5141       111  0.065575 0.0414205
    64      16     24785     24769   96.7402       111  0.074887 0.0413237
    65      16     25224     25208   96.9402    109.75  0.005388 0.0412394
    66      16     25667     25651   97.1492    110.75  0.050192 0.0411555
    67      16     26110     26094    97.352    110.75  0.051327 0.0410708
    68      16     26547     26531   97.5267    109.25  0.068263 0.0409961
    69      16     26994     26978   97.7327    111.75  0.005824 0.0409042
    70      16     27438     27422    97.922       111  0.007515 0.0408312
    71      16     27874     27858   98.0779       109  0.025109 0.0407715
    72      16     28321     28305   98.2676    111.75  0.080407 0.0406842
 Total time run:        72.658703
Total reads made:     28594
Read size:            262144
Bandwidth (MB/sec):    98.385 

Average Latency:       0.0406529
Max latency:           1.81772
Min latency:           0.004075
