   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      15      5655      5640   22.0249   22.0312  0.0018470.00282965
     2      16     12335     12319   24.0552   26.0898  0.0013280.00259416
     3      15     18687     18672   24.3079   24.8164  0.0013940.00256739
     4      15     23128     23113   22.5674   17.3477  0.0028410.00276633
     5      15     29822     29807    23.283   26.1484  0.0015250.00268164
     6      16     34391     34375   22.3761   17.8438  0.0020920.00265473
     7      16     34391     34375   19.1796         0         -0.00265473
     8      15     36098     36083   17.6161   3.33594  0.0013350.00354519
     9      16     42534     42518   18.4513   25.1367  0.0013920.00338438
    10      16     48831     48815   19.0652   24.5977  0.0026290.00327587
    11      16     54425     54409   19.3183   21.8516  0.0028440.00323296
    12      15     61150     61135   19.8976   26.2734  0.0021730.00313898
    13      15     67893     67878   20.3929   26.3398  0.0022060.00306266
    14      16     74684     74668   20.8305   26.5234  0.002828 0.0029982
    15      16     81158     81142   21.1275   25.2891  0.0021350.00295607
    16      16     87541     87525   21.3652   24.9336  0.0019270.00292304
    17      15     94334     94319   21.6694   26.5391  0.0023560.00288223
    18      16    100821    100805   21.8729   25.3359  0.001862 0.0028554
    19      16    107647    107631   22.1249   26.6641  0.0028350.00282284
2014-11-25 16:38:22.050190min lat: 0.000973 max lat: 2.06769 avg lat: 0.0028019
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16    114160    114144   22.2905   25.4414  0.001889 0.0028019
 Total time run:        20.795792
Total reads made:     118943
Read size:            4096
Bandwidth (MB/sec):    22.342 

Average Latency:       0.00279558
Max latency:           2.06769
Min latency:           0.000973
