   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      4126      4110   16.0487   16.0547  0.0016630.00305809
     2      15      9203      9188   17.9406   19.8359  0.0013270.00347835
     3      15     15731     15716   20.4592      25.5  0.0019060.00305113
     4      16     22724     22708   22.1715   27.3125  0.0013770.00281547
     5      16     28911     28895   22.5697    24.168  0.0019590.00276598
     6      15     35889     35874   23.3511   27.2617  0.0055380.00267357
     7      16     42324     42308   23.6051   25.1328  0.0031140.00264484
     8      15     49018     49003   23.9231   26.1523  0.0018870.00260959
     9      15     55310     55295   23.9955   24.5781   0.001960.00260233
    10      15     61598     61583   24.0519   24.5625  0.0013940.00259615
    11      16     68060     68044   24.1595   25.2383  0.0011920.00258463
    12      15     74933     74918   24.3835   26.8516  0.0012340.00256095
    13      15     81705     81690   24.5425   26.4531  0.0024470.00254444
    14      15     88286     88271   24.6254    25.707  0.0033970.00253573
    15      16     94952     94936   24.7192   26.0352  0.0012050.00252609
    16      15    101625    101610   24.8035   26.0703  0.0016870.00251764
 Total time run:        16.630986
Total reads made:     106085
Read size:            4096
Bandwidth (MB/sec):    24.917 

Average Latency:       0.00250634
Max latency:           0.462002
Min latency:           0.000967
