 Maintaining 16 concurrent writes of 4194304 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_39411e8678a7_25737
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        27        11   43.9865        44  0.143664  0.345002
     2      16        46        30   59.9863        76  0.415077  0.813327
     3      16        67        51   67.9865        84  0.659937  0.751546
     4      16        92        76   75.9855       100   0.88722  0.707242
     5      16       113        97    77.585        84  0.185412  0.705302
     6      16       133       117   77.9857        80   1.63017   0.70982
     7      16       151       135   77.1294        72   0.81316  0.729475
     8      16       176       160   79.9866       100  0.185352  0.719987
     9      16       197       181   80.4314        84  0.167131  0.710188
    10      16       218       202   80.7872        84  0.538598  0.721098
    11      16       239       223   81.0781        84  0.337971  0.728188
    12      16       263       247   82.3204        96  0.253724  0.732632
    13      16       287       271   83.3717        96  0.207206  0.718797
    14      16       307       291   83.1301        80   0.18375  0.722655
    15      16       327       311   82.9208        80   0.90402   0.72902
    16      16       347       331   82.7375        80   1.29609  0.731413
    17      16       372       356   83.7521       100  0.285268  0.716605
    18      16       396       380   84.4318        96  0.203967  0.702534
    19      16       416       400    84.198        80  0.204087  0.708439
2014-11-26 03:43:17.591267min lat: 0.133307 max lat: 3.80918 avg lat: 0.736507
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       436       420   83.9874        80   0.27977  0.736507
    21      16       456       440   83.7968        80   1.47193  0.740991
    22      16       481       465   84.5327       100  0.764129  0.747734
    23      16       507       491   85.3784       104  0.928501   0.73702
    24      16       530       514   85.6538        92   1.55341   0.72834
    25      16       551       535   85.5872        84   2.22411   0.72803
    26      16       573       557   85.6796        88   1.57412  0.729554
    27      16       593       577   85.4688        80  0.219911  0.726404
    28      16       615       599   85.5587        88  0.236016  0.729225
    29      16       637       621   85.6425        88  0.285185  0.733195
    30      16       655       639   85.1875        72   0.30431  0.735134
    31      16       675       659   85.0197        80  0.422376  0.731996
    32      16       700       684   85.4874       100  0.143892  0.734688
    33      16       720       704   85.3208        80  0.911315  0.733869
    34      16       744       728   85.6345        96    2.4688  0.730181
    35      16       756       740    84.559        48    1.8461  0.732903
    36      16       768       752   83.5433        48   3.39526   0.74836
    37      16       800       784   84.7443       128  0.419768  0.747285
    38      16       825       809   85.1453       100     1.906  0.740151
    39      16       846       830   85.1157        84    1.0257  0.741996
2014-11-26 03:43:37.594133min lat: 0.133307 max lat: 3.80918 avg lat: 0.740429
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16       866       850   84.9876        80   1.06014  0.740429
    41      16       883       867    84.573        68    1.8392  0.741822
    42      16       905       889   84.6543        88   1.71143  0.748201
    43      16       924       908   84.4529        76  0.175157  0.744728
    44      16       936       920   83.6243        48  0.175491  0.747443
    45      16       939       923   82.0326        12  0.190794   0.74691
    46      16       961       945   82.1621        88  0.318121  0.765627
    47      16       977       961   81.7755        64   1.02874  0.769469
    48      16       984       968   80.6551        28   0.20423  0.768864
    49      16      1008       992    80.968        96  0.464376   0.78757
    50      16      1030      1014   81.1084        88   1.35839  0.779764
    51      16      1050      1034   81.0865        80  0.181444  0.774358
    52      16      1070      1054   81.0654        80  0.165435  0.771946
    53      16      1093      1077   81.2715        92  0.203742  0.768445
    54      16      1114      1098   81.3218        84  0.207074  0.767612
    55      16      1138      1122   81.5884        96   0.14918  0.773583
    56      16      1155      1139   81.3456        68   1.97573  0.772811
    57      16      1177      1161   81.4622        88  0.198752  0.777743
    58      16      1201      1185   81.7126        96  0.215094  0.771277
    59      16      1223      1207    81.819        88  0.189901  0.770319
2014-11-26 03:43:57.596708min lat: 0.127493 max lat: 4.78337 avg lat: 0.768627
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16      1246      1230   81.9885        92  0.747051  0.768627
    61      16      1267      1251   82.0212        84   2.67709   0.76803
    62      16      1285      1269   81.8593        72  0.206569  0.771555
    63      16      1297      1281   81.3218        48  0.209095  0.773998
    64      16      1300      1284   80.2386        12  0.802504  0.774074
    65      16      1300      1284   79.0042         0         -  0.774074
    66      16      1308      1292    78.292        16   0.66935  0.783386
    67      16      1309      1293   77.1831         4  0.210597  0.782943
    68      16      1309      1293   76.0481         0         -  0.782943
    69      16      1309      1293   74.9459         0         -  0.782943
    70      15      1330      1315   75.1322   29.3333  0.441774   0.84687
    71      16      1357      1341   75.5386       104   1.04825  0.841745
    72      16      1377      1361   75.5996        80   1.81622  0.837892
    73      16      1397      1381   75.6597        80  0.358337   0.83721
    74      16      1419      1403   75.8263        88  0.227064  0.835979
    75      15      1438      1423   75.8818        80  0.399626  0.831421
    76      16      1463      1447   76.1463        96  0.451936  0.829672
    77      16      1484      1468   76.2482        84  0.342543  0.827585
    78      16      1506      1490   76.3987        88  0.298115  0.828737
    79      16      1527      1511   76.4947        84   0.19715  0.825388
2014-11-26 03:44:17.600399min lat: 0.127493 max lat: 9.17705 avg lat: 0.825953
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    80      16      1548      1532   76.5884        84   2.81581  0.825953
    81      16      1570      1554   76.7291        88  0.256242  0.823391
    82      16      1592      1576   76.8664        88  0.216869  0.825282
    83      16      1612      1596    76.904        80  0.268025  0.822968
    84      16      1635      1619   77.0836        92   2.24926  0.822722
    85      16      1655      1639   77.1177        80  0.221049  0.822977
    86      16      1675      1659   77.1511        80  0.168245   0.82127
    87      16      1695      1679   77.1837        80   2.15606  0.820279
    88      16      1716      1700    77.261        84  0.198419  0.819489
    89      16      1735      1719   77.2467        76  0.226828  0.820265
    90      16      1757      1741    77.366        88   0.54448  0.818553
    91      16      1776      1760   77.3509        76  0.195948  0.818542
    92      16      1796      1780   77.3796        80  0.275073  0.818912
    93      16      1819      1803   77.5366        92   2.81948  0.815526
    94      16      1842      1826   77.6904        92   0.15157  0.813236
    95      16      1857      1841   77.5041        60   2.43012  0.815107
    96      16      1869      1853   77.1967        48   1.06258  0.816471
    97      16      1872      1856   76.5245        12   0.22389  0.815558
    98      16      1873      1857   75.7845         4   6.43015  0.818581
    99      16      1873      1857    75.019         0         -  0.818581
2014-11-26 03:44:37.603367min lat: 0.127493 max lat: 9.17705 avg lat: 0.821024
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   100      16      1874      1858   74.3088         2   5.35767  0.821024
   101      16      1906      1890   74.8402       128  0.214599  0.852496
   102      16      1931      1915   75.0867       100  0.178453  0.848576
   103      16      1954      1938   75.2508        92  0.160653  0.844095
   104      16      1976      1960   75.3732        88  0.382851  0.839709
   105      16      1993      1977   75.3029        68  0.346322  0.839574
   106      16      2015      1999   75.4226        88  0.238383  0.839444
   107      16      2034      2018   75.4279        76  0.866598  0.840405
   108      16      2056      2040   75.5441        88  0.240394  0.840674
   109      16      2073      2057   75.4748        68   2.25847  0.841226
   110      16      2090      2074   75.4068        68   2.57157  0.844676
