   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      15      6206      6191   24.1772   24.1836  0.0032650.00257832
     2      16     12558     12542   24.4909   24.8086  0.0018040.00254752
     3      16     17935     17919   23.3278   21.0039  0.0031610.00267587
     4      16     24265     24249   23.6762   24.7266  0.0034160.00263658
     5      16     26390     26374   20.6011   8.30078  0.0012290.00261898
     6      16     26390     26374   17.1677         0         -0.00261898
     7      16     26802     26786   14.9452  0.804688  0.0011850.00372088
     8      15     31691     31676   15.4645   19.1016  0.0025820.00403865
     9      15     38205     38190    16.573   25.4453  0.0021730.00376891
    10      15     44736     44721   17.4666   25.5117  0.0020490.00357592
    11      16     51350     51334   18.2267    25.832  0.0019220.00342677
    12      16     57918     57902   18.8456   25.6562  0.001311 0.0033143
    13      16     64334     64318   19.3236   25.0625  0.0015820.00323235
    14      15     70885     70870   19.7712   25.5938  0.0035810.00315916
    15      16     77687     77671    20.224   26.5664  0.001145 0.0030884
 Total time run:        15.770431
Total reads made:     82807
Read size:            4096
Bandwidth (MB/sec):    20.511 

Average Latency:       0.00304543
Max latency:           1.89537
Min latency:           0.000924
