   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       240       224  0.874505     0.875  0.001296 0.0188136
     2      16       240       224  0.437351         0         - 0.0188136
     3      16       240       224  0.291589         0         - 0.0188136
     4      15      1123      1108   1.08179   1.15104  0.003095 0.0577389
     5      16      2083      2067   1.61452   3.74609  0.001021 0.0385586
     6      15      3325      3310   2.15454   4.85547  0.001959 0.0289945
     7      16      4580      4564   2.54642   4.89844  0.001421 0.0245329
     8      16      6184      6168   3.01121   6.26562  0.002633  0.020748
     9      16      7512      7496   3.25294    5.1875  0.001207 0.0191866
    10      16      8851      8835   3.45062   5.23047  0.001077 0.0179456
    11      16     10322     10306   3.65923   5.74609  0.001103 0.0169767
    12      16     11578     11562    3.7631   4.90625   0.00214 0.0166023
    13      16     12962     12946   3.88944   5.40625  0.001213 0.0159245
    14      16     14489     14473   4.03763   5.96484  0.003939 0.0154747
    15      16     15879     15863   4.13039   5.42969  0.000994 0.0151071
    16      16     17242     17226   4.20497   5.32422  0.001086 0.0148373
    17      16     18611     18595   4.27215   5.34766  0.000978 0.0145547
    18      16     19927     19911   4.32036   5.14062  0.001085 0.0143484
 Total time run:        18.161221
Total reads made:     20155
Read size:            4096
Bandwidth (MB/sec):    4.335 

Average Latency:       0.0144147
Max latency:           3.30873
Min latency:           0.000871
