 Maintaining 16 concurrent writes of 4096 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_6cd5e455ac71_7814
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      1159      1143   4.46353   4.46484  0.034073 0.0137833
     2      16      1870      1854   3.62034   2.77734  0.150769 0.0144552
     3      16      2042      2026   2.63757  0.671875  0.014076 0.0236483
     4      16      2994      2978   2.90776   3.71875  0.016054 0.0214086
     5      16      3460      3444   2.69024   1.82031  0.007347 0.0230394
     6      16      3893      3877   2.52374   1.69141  0.003744 0.0242138
     7      16      4666      4650   2.59452   3.01953  0.003435   0.02406
     8      16      5741      5725   2.79505   4.19922  0.003744 0.0223075
     9      16      6695      6679    2.8985   3.72656  0.018331 0.0212091
    10      16      6695      6679   2.60866         0         - 0.0212091
    11      16      6695      6679   2.37151         0         - 0.0212091
    12      16      6695      6679   2.17389         0         - 0.0212091
    13      16      6787      6771   2.03432 0.0898438   0.03561 0.0304686
    14      16      7234      7218   2.01372   1.74609  0.003243  0.030762
    15      16      7234      7218   1.87947         0         -  0.030762
    16      16      7495      7479   1.82572  0.509766  0.005096 0.0325879
    17      16      7709      7693    1.7675  0.835938   0.00561 0.0348702
    18      16      7709      7693    1.6693         0         - 0.0348702
    19      16      7771      7755   1.59419  0.121094  0.003505 0.0387931
2014-11-25 00:02:18.337968min lat: 0.002823 max lat: 4.00549 avg lat: 0.0403913
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      7864      7848   1.53265  0.363281  0.003318 0.0403913
    21      16      7881      7865   1.46283 0.0664062  0.008077 0.0408111
    22      16      7938      7922   1.40646  0.222656   0.00354 0.0431419
    23      16      7938      7922   1.34531         0         - 0.0431419
    24      16      7938      7922   1.28925         0         - 0.0431419
    25      16      7938      7922   1.23768         0         - 0.0431419
    26      16      7938      7922   1.19008         0         - 0.0431419
    27      16      7938      7922   1.14601         0         - 0.0431419
    28      16      7938      7922   1.10508         0         - 0.0431419
    29      16      7938      7922   1.06697         0         - 0.0431419
    30      16      7938      7922   1.03141         0         - 0.0431419
    31      16      7941      7925  0.9985150.00130208   9.42731 0.0466253
