   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      15      5052      5037   19.6704   19.6758  0.0040620.00316962
     2      16      6762      6746   13.1729   6.67578  0.0011110.00380678
     3      16      6762      6746   8.78223         0         -0.00380678
     4      15      9284      9269   9.05032   4.92773  0.0015850.00690056
     5      15     14282     14267   11.1444   19.5234  0.0030780.00560457
     6      16     19565     19549   12.7254   20.6328  0.0029360.00490826
     7      16     24939     24923    13.906   20.9922  0.0028230.00449186
     8      15     30382     30367   14.8256   21.2656  0.0012660.00421292
     9      16     35832     35816    15.543   21.2852  0.0034690.00401855
    10      15     41105     41090   16.0486   20.6016  0.0025910.00389208
    11      15     46515     46500   16.5106   21.1328  0.0045070.00378323
    12      16     51945     51929   16.9017    21.207  0.0023040.00369564
    13      15     57317     57302   17.2159   20.9883  0.0021750.00362852
    14      15     62473     62458   17.4246   20.1406  0.0049670.00358494
    15      16     67610     67594   17.6003   20.0625  0.0018630.00354928
    16      16     73085     73069   17.8368   21.3867  0.0031910.00350207
    17      16     78370     78354   18.0018   20.6445  0.001838 0.0034699
    18      16     83658     83642   18.1491   20.6562  0.0035840.00344184
    19      16     89135     89119   18.3198   21.3945  0.0034750.00340978
2014-11-23 07:32:43.551549min lat: 0.000983 max lat: 2.16289 avg lat: 0.00338865
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     94409     94393   18.4338   20.6016  0.0011910.00338865
    21      16    100013     99997   18.5983   21.8906  0.0020740.00335872
    22      15    105740    105725   18.7698    22.375  0.0034910.00332806
    23      15    111671    111656   18.9609    23.168  0.0041650.00329443
    24      16    117557    117541   19.1286   22.9883  0.0020250.00326565
    25      16    123518    123502   19.2948   23.2852  0.0021560.00323748
    26      16    129478    129462    19.448   23.2812  0.0046430.00321193
    27      15    135442    135427   19.5906   23.3008  0.0034260.00318864
    28      16    141455    141439   19.7295   23.4844  0.0018330.00316613
    29      15    147151    147136   19.8165   22.2539  0.002575 0.0031523
    30      15    152697    152682    19.878   21.6641  0.0037180.00314246
    31      15    158770    158755   20.0019   23.7227  0.0032820.00312303
    32      16    164680    164664   20.0981    23.082  0.0027670.00310805
    33      16    170631    170615   20.1934   23.2461  0.0039060.00309335
    34      16    176512    176496   20.2751   22.9727  0.001573 0.0030809
 Total time run:        34.900662
Total reads made:     181827
Read size:            4096
Bandwidth (MB/sec):    20.351 

Average Latency:       0.00306951
Max latency:           2.16289
Min latency:           0.000969
