 Maintaining 16 concurrent writes of 2097152 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_aa3eaa203d62_11588
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        67        51   101.974       102  0.079251   0.24755
     2      16       122       106   105.978       110  0.337666  0.273978
     3      16       179       163   108.647       114  0.283111  0.275546
     4      16       233       217   108.482       108    0.1737  0.278585
     5      16       288       272   108.782       110     0.408   0.28357
     6      16       344       328   109.316       112  0.557148  0.284821
     7      16       401       385   109.983       114  0.405502  0.285258
     8      16       455       439   109.734       108  0.603824  0.284925
     9      16       509       493    109.54       108  0.419266  0.285879
    10      16       565       549   109.784       112  0.373149  0.287119
    11      16       623       607   110.348       116  0.268107  0.286034
    12      15       677       662   110.318       110  0.413865  0.286578
    13      16       726       710   109.216        96   0.07891  0.284565
    14      15       775       760   108.555       100  0.054073  0.273578
    15      16       832       816   108.784       112  0.119524  0.290752
    16      16       886       870   108.734       108  0.219143  0.290172
    17      16       924       908   106.808        76  0.085203  0.290723
    18      16       988       972   107.984       128   0.22532  0.292603
    19      16      1044      1028   108.195       112  0.730871  0.292355
2014-11-25 16:01:07.460937min lat: 0.03815 max lat: 2.6515 avg lat: 0.293239
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      1097      1081   108.084       106  0.183473  0.293239
    21      16      1153      1137    108.27       112  0.141061  0.293576
    22      16      1208      1192   108.348       110  0.377203  0.293123
    23      16      1257      1241   107.897        98  0.118663   0.29142
    24      16      1299      1283   106.901        84  0.140864  0.290366
    25      16      1356      1340   107.185       114  0.173024  0.296592
    26      16      1413      1397   107.446       114  0.284447  0.295484
    27      16      1469      1453   107.614       112  0.134195  0.295477
    28      16      1521      1505   107.485       104  0.265494  0.295691
    29      16      1575      1559   107.502       108  0.289681  0.295378
    30      15      1625      1610   107.318       102   1.49699  0.295306
    31      16      1687      1671   107.763       122   0.41683  0.295167
    32      16      1742      1726   107.832       110  0.294832  0.294565
    33      16      1798      1782   107.958       112  0.259254   0.29453
    34      16      1854      1838   108.077       112  0.361524  0.294634
    35      16      1910      1894   108.188       112  0.833609  0.294569
    36      16      1966      1950   108.294       112  0.313091  0.294341
    37      15      2015      2000   108.069       100  0.159142   0.29335
    38      16      2074      2058   108.277       116  0.341245  0.293772
    39      16      2132      2116   108.475       116  0.311272  0.293861
2014-11-25 16:01:27.471774min lat: 0.03815 max lat: 2.6515 avg lat: 0.293556
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      2186      2170   108.463       108  0.198574  0.293556
    41      16      2241      2225     108.5       110  0.146298  0.293257
    42      16      2299      2283   108.678       116   0.21613  0.293176
    43      16      2353      2337   108.662       108  0.239997  0.292937
    44      16      2410      2394   108.783       114  0.487905  0.292958
    45      16      2467      2451   108.898       114  0.215204  0.293182
    46      16      2521      2505   108.879       108  0.214814  0.293015
    47      16      2572      2556   108.732       102    0.5503  0.292688
    48      16      2633      2617   109.008       122  0.247623  0.292704
    49      16      2688      2672   109.028       110  0.461585   0.29256
    50      16      2743      2727   109.047       110  0.318614  0.292449
    51      16      2791      2775   108.791        96  0.174024  0.291903
    52      16      2855      2839    109.16       128  0.212343  0.291995
    53      16      2909      2893   109.138       108  0.208078   0.29197
    54      16      2967      2951   109.265       116  0.396815  0.291669
    55      16      3022      3006   109.278       110  0.191488  0.290751
    56      16      3077      3061    109.29       110  0.879519  0.292114
    57      16      3132      3116   109.303       110  0.157832  0.291682
    58      16      3190      3174   109.418       116  0.157897  0.291735
    59      16      3244      3228   109.394       108  0.425573  0.291797
2014-11-25 16:01:47.474432min lat: 0.03815 max lat: 2.6515 avg lat: 0.291678
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16      3298      3282    109.37       108   0.35991  0.291678
    61      16      3361      3345   109.413       126  0.162985  0.291625
    62      16      3408      3392   109.164        94  0.097018  0.291158
    63      16      3460      3444   109.082       104  0.381798  0.292496
    64      16      3511      3495   108.972       102  0.328854  0.292576
    65      16      3571      3555   109.141       120  0.260823  0.292441
    66      16      3624      3608   109.093       106  0.166906  0.292427
    67      16      3682      3666   109.196       116  0.396658   0.29222
    68      16      3739      3723   109.266       114  0.282508  0.292242
    69      16      3792      3776   109.219       106  0.177861  0.291971
    70      16      3847      3831   109.229       110  0.382107  0.292249
    71      16      3902      3886    109.24       110  0.321139  0.292125
    72      16      3957      3941    109.25       110  0.114665  0.291993
    73      16      4016      4000    109.37       118  0.146432  0.291955
    74      16      4070      4054   109.351       108  0.409843  0.291987
    75      16      4124      4108   109.333       108   0.15192   0.29194
    76      16      4165      4149   108.974        82  0.088196  0.292362
    77      16      4223      4207   109.065       116  0.213508  0.292529
    78      16      4280      4264   109.128       114  0.530601  0.292531
    79      16      4333      4317   109.088       106  0.303935  0.292585
2014-11-25 16:02:07.605239min lat: 0.03815 max lat: 2.6515 avg lat: 0.291044
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    80      16      4384      4368   108.999       102  0.057816  0.291044
    81      16      4418      4402   108.494        68  0.066819  0.289339
    82      16      4476      4460   108.585       116  0.328654  0.294132
    83      16      4525      4509   108.458        98  0.125016  0.294196
    84      16      4587      4571   108.642       124  0.174125  0.294194
    85      16      4642      4626   108.658       110   0.35274  0.293933
    86      16      4697      4681   108.673       110  0.393889  0.293891
    87      16      4753      4737   108.711       112  0.306679  0.293693
    88      16      4809      4793   108.749       112  0.481589  0.293714
    89      15      4864      4849   108.785       112  0.220228  0.293631
    90      16      4915      4899   108.687       100  0.082451  0.293581
    91      16      4972      4956   108.745       114  0.263805  0.293663
    92      16      5028      5012   108.781       112  0.365268  0.293594
    93      16      5085      5069   108.836       114  0.481198  0.293502
    94      16      5140      5124   108.849       110  0.376219  0.293443
    95      16      5195      5179   108.861       110  0.335284  0.293355
    96      16      5245      5229   108.768       100   0.37688   0.29337
    97      16      5305      5289   108.884       120  0.131679  0.293344
    98      16      5362      5346   108.936       114  0.106837  0.293313
    99      16      5416      5400   108.926       108  0.586476  0.293264
2014-11-25 16:02:27.607932min lat: 0.03815 max lat: 3.12667 avg lat: 0.293233
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   100      16      5472      5456   108.957       112  0.393705  0.293233
   101      15      5527      5512   108.987       112  0.169973  0.293246
   102      16      5581      5565   108.957       106  0.364189   0.29325
   103      16      5636      5620   108.967       110  0.345857  0.293139
   104      16      5684      5668   108.843        96    0.1176  0.292961
