   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      2001      1985   31.0079   31.0156  0.0016580.00788563
     2      16      2840      2824   22.0582   13.1094  0.021889 0.0112761
     3      16      3690      3674   19.1322   13.2812  0.001754 0.0129154
     4      16      4296      4280   16.7162   9.46875  0.001774 0.0140598
     5      16      4362      4346   13.5793   1.03125  0.020217 0.0171412
     6      16      4508      4492   11.6963   2.28125  0.025608 0.0211924
     7      16      4900      4884   10.9003     6.125   0.00706 0.0229215
     8      16      5824      5808   11.3422   14.4375  0.086779 0.0219892
     9      16      6725      6709    11.646   14.0781  0.001842 0.0214143
    10      16      7890      7874   12.3015   18.2031  0.037504 0.0202877
    11      16      8602      8586   12.1944    11.125  0.026062 0.0204643
    12      16      9461      9445   12.2966   13.4219   0.00166 0.0203232
    13      16     11774     11758   14.1304   36.1406  0.002818 0.0176865
    14      16     14300     14284   15.9399   39.4688  0.019731 0.0156723
    15      16     15920     15904   16.5646   25.3125  0.001725 0.0150604
    16      16     16688     16672   16.2792        12   0.01057 0.0153117
    17      16     19389     19373   17.8039   42.2031  0.012028 0.0140367
    18      15     23543     23528   20.4211   64.9219  0.002847 0.0122389
    19      16     28038     28022   23.0416   70.2188  0.003692 0.0108465
2014-11-23 08:19:16.401826min lat: 0.001097 max lat: 0.952242 avg lat: 0.00983719
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      15     32540     32525    25.407   70.3594   0.003890.00983719
    21      15     36897     36882   27.4386   68.0781  0.0051440.00910849
    22      16     41322     41306    29.333    69.125  0.0028060.00851982
    23      16     45911     45895   31.1748   71.7031  0.0043380.00801696
    24      15     50306     50291   32.7375   68.6875  0.0042140.00763414
    25      16     54907     54891   34.3027    71.875  0.0037180.00728579
    26      15     59442     59427    35.709    70.875  0.002275 0.0069988
    27      15     63821     63806   36.9202   68.4219  0.0061590.00676914
    28      16     68415     68399   38.1644   71.7656  0.004802 0.0065484
    29      15     72981     72966   39.3088   71.3594  0.0013410.00635768
    30      15     77571     77556   40.3888   71.7188  0.0028520.00618784
    31      16     82263     82247   41.4501   73.2969  0.0022560.00602929
    32      16     86500     86484   42.2233   66.2031  0.0021810.00591893
    33      16     90837     90821   42.9971   67.7656  0.0057770.00581221
    34      16     95227     95211   43.7497   68.5938   0.007210.00571218
    35      15     99735     99720   44.5124   70.4531  0.0022670.00561459
    36      15    104212    104197   45.2188   69.9531  0.0026420.00552669
    37      15    108560    108545   45.8326   67.9375  0.003774 0.0054528
    38      16    112985    112969   46.4453    69.125  0.0015440.00538088
    39      16    117558    117542   47.0863   71.4531  0.0045710.00530752
 Total time run:        39.428679
Total reads made:     119361
Read size:            16384
Bandwidth (MB/sec):    47.301 

Average Latency:       0.00528363
Max latency:           0.952242
Min latency:           0.001097
