   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      15      5526      5511   43.0435   43.0547  0.0035950.00289545
     2      15     11344     11329   44.2449   45.4531   0.002520.00282055
     3      16     11551     11535   30.0338   1.60938  0.0012220.00280598
     4      16     11551     11535   22.5257         0         -0.00280598
     5      16     11551     11535   18.0208         0         -0.00280598
     6      16     11551     11535   15.0175         0         -0.00280598
     7      15     14902     14887   16.6129   6.54688  0.0032810.00751999
     8      15     21026     21011    20.516   47.8438  0.001382 0.0060897
     9      16     23084     23068   20.0218   16.0703  0.0011470.00577811
    10      16     23084     23068   18.0197         0         -0.00577811
    11      16     23084     23068   16.3816         0         -0.00577811
    12      16     23938     23922   15.5724   2.22396  0.0031310.00802401
    13      16     29254     29238   17.5689   41.5312  0.0023560.00711221
 Total time run:        13.938691
Total reads made:     34639
Read size:            8192
Bandwidth (MB/sec):    19.415 

Average Latency:       0.00643644
Max latency:           4.40624
Min latency:           0.000956
