   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      1789      1773   110.782   110.812  0.0035280.00895459
     2      16      3568      3552    110.97   111.188  0.0166640.00898066
     3      16      5339      5323   110.871   110.688  0.0215430.00899185
     4      16      7115      7099     110.9       111  0.0031750.00899815
     5      16      8892      8876   110.929   111.062  0.0163750.00900114
     6      16     10661     10645   110.866   110.562    0.01750.00900711
     7      16     11565     11549   103.098      56.5  0.0020320.00898101
     8      16     11565     11549   90.2116         0         -0.00898101
     9      16     11565     11549   80.1887         0         -0.00898101
    10      16     11565     11549   72.1703         0         -0.00898101
    11      16     12646     12630   71.7507   16.8906  0.022344 0.0139256
    12      16     14415     14399   74.9839   110.562  0.003118 0.0133254
    13      16     16181     16165   77.7051   110.375  0.003759 0.0128592
    14      16     17953     17937   80.0644    110.75  0.018669 0.0124832
    15      16     19725     19709   82.1092    110.75  0.010119  0.012173
    16      16     21491     21475   83.8749   110.375  0.016099 0.0119161
    17      16     23263     23247   85.4549    110.75  0.006854 0.0116955
    18      16     25035     25019   86.8593    110.75  0.018834 0.0115072
    19      16     26504     26488   87.1194   91.8125  0.001845 0.0113661
2014-11-25 07:08:16.101451min lat: 0.001734 max lat: 3.93745 avg lat: 0.0113661
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     26504     26488   82.7635         0         - 0.0113661
    21      16     26504     26488   78.8225         0         - 0.0113661
    22      16     27456     27440    77.944   19.8333  0.013192 0.0128243
    23      16     29231     29215   79.3779   110.938  0.002969 0.0125921
    24      16     31010     30994   80.7027   111.188  0.016584 0.0123862
    25      16     32781     32765   81.9015   110.688  0.020302 0.0122047
    26      16     34301     34285   82.4048        95  0.001877 0.0120619
    27      16     36011     35995   83.3106   106.875  0.009919 0.0119988
    28      16     37788     37772   84.3012   111.062  0.005568 0.0118569
    29      16     39559     39543   85.2105   110.688  0.002505 0.0117315
    30      16     41334     41318   86.0672   110.938  0.002901 0.0116143
    31      16     43109     43093    86.869   110.938  0.002781 0.0115072
    32      16     44876     44860    87.605   110.438   0.01821 0.0114108
    33      16     46645     46629   88.3002   110.562  0.003264 0.0113211
    34      16     48421     48405   88.9675       111  0.013372 0.0112367
    35      16     50187     50171   89.5787   110.375   0.00666 0.0111594
    36      16     51962     51946   90.1716   110.938  0.007178  0.011087
    37      16     53733     53717   90.7257   110.688  0.003638 0.0110184
    38      16     55495     55479   91.2358   110.125  0.003678  0.010957
    39      16     57263     57247   91.7294     110.5  0.002963 0.0108978
2014-11-25 07:08:36.104171min lat: 0.001693 max lat: 3.93745 avg lat: 0.0108982
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     58734     58718   91.7343   91.9375  0.005984 0.0108982
    41      15     60507     60492   92.2007   110.875  0.003308 0.0108422
    42      16     62270     62254   92.6272   110.125  0.016786 0.0107926
    43      16     64031     64015   93.0319   110.062  0.003762 0.0107452
    44      15     65807     65792   93.4414   111.062   0.00304  0.010699
    45      16     67573     67557    93.816   110.312  0.021835 0.0106561
    46      16     69343     69327   94.1811   110.625  0.003165 0.0106141
    47      16     71120     71104     94.54   111.062   0.00325 0.0105745
 Total time run:        47.712350
Total reads made:     72352
Read size:            65536
Bandwidth (MB/sec):    94.776 

Average Latency:       0.0105494
Max latency:           3.93745
Min latency:           0.001693
