 Maintaining 16 concurrent writes of 4194304 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_aa3eaa203d62_12227
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        39        23   91.9777        92  0.388063   0.48182
     2      16        68        52   103.978       116  0.316006  0.529466
     3      16        95        79   105.313       108    1.1907  0.532087
     4      16       122       106   105.981       108  0.356623  0.535874
     5      16       149       133   106.382       108   1.25734  0.551513
     6      16       177       161   107.316       112  0.283872  0.566708
     7      16       206       190   108.554       116  0.531384  0.564471
     8      16       235       219   109.483       116  0.799771  0.561366
     9      16       262       246   109.316       108  0.342656  0.560329
    10      16       289       273   109.184       108  0.755254  0.563396
    11      16       318       302   109.802       116  0.456701    0.5655
    12      16       345       329   109.651       108  0.963037  0.568559
    13      16       372       356   109.522       108  0.369866  0.565297
    14      16       400       384   109.698       112  0.251868   0.56311
    15      16       428       412   109.851       112   1.52171    0.5639
    16      16       456       440   109.984       112  0.785338  0.567577
    17      16       481       465   109.396       100  0.410838   0.57117
    18      16       510       494   109.762       116  0.825448  0.571131
    19      16       539       523   110.089       116  0.816614  0.572883
2014-11-25 16:11:46.175244min lat: 0.166472 max lat: 1.6774 avg lat: 0.57134
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       567       551   110.184       112  0.841321   0.57134
    21      16       590       574   109.318        92   1.19925  0.571577
    22      16       622       606   110.166       128  0.641563  0.573111
    23      16       650       634   110.245       112   1.22644  0.573025
    24      16       677       661   110.151       108  0.334645  0.571792
    25      16       706       690   110.384       116  0.984549  0.573036
    26      16       733       717   110.292       108  0.286468  0.572786
    27      16       761       745   110.355       112  0.365515  0.572776
    28      16       788       772    110.27       108    1.0695  0.571907
    29      16       815       799   110.191       108  0.566371  0.571486
    30      16       842       826   110.118       108  0.756569  0.571404
    31      16       871       855   110.307       116  0.631783  0.574179
    32      15       898       883    110.36       112  0.206131   0.57312
    33      16       928       912    110.53       116  0.802445  0.573853
    34      16       954       938   110.337       104   1.07332  0.572536
    35      16       983       967   110.499       116   0.50908  0.574375
    36      16      1011       995    110.54       112  0.348937  0.574109
    37      16      1037      1021   110.363       104  0.979283   0.57466
    38      16      1065      1049   110.406       112   0.57949  0.574128
    39      16      1092      1076   110.344       108  0.229645  0.572037
2014-11-25 16:12:06.177942min lat: 0.158374 max lat: 2.52419 avg lat: 0.574012
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      1121      1105   110.485       116  0.559103  0.574012
    41      16      1149      1133   110.521       112  0.869546  0.574023
    42      16      1176      1160   110.461       108   0.95003  0.573946
    43      16      1205      1189   110.589       116  0.902695  0.575309
    44      16      1232      1216    110.53       108  0.260954   0.57473
    45      16      1261      1245   110.651       116   1.05385  0.574734
    46      16      1288      1272   110.593       108  0.428502  0.575292
    47      16      1313      1297   110.368       100  0.575094   0.57466
    48      16      1343      1327   110.568       120  0.414889  0.575308
    49      16      1371      1355   110.597       112  0.593448  0.575351
    50      16      1399      1383   110.625       112  0.465166  0.573713
    51      16      1423      1407   110.338        96   1.17955  0.575101
    52      16      1456      1440   110.754       132  0.621961  0.574931
    53      16      1484      1468   110.777       112  0.976387  0.574143
    54      16      1509      1493   110.577       100  0.304675  0.574668
    55      16      1536      1520    110.53       108   0.29439   0.57398
    56      15      1563      1548   110.556       112  0.724856   0.57428
    57      16      1590      1574   110.441       104  0.276388  0.574498
    58      16      1620      1604   110.605       120  0.538097  0.575376
    59      16      1650      1634   110.764       120  0.455141  0.575035
2014-11-25 16:12:26.180689min lat: 0.153281 max lat: 2.6444 avg lat: 0.57508
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16      1677      1661   110.718       108   0.54475   0.57508
    61      15      1706      1691   110.643       120  0.410989   0.57493
    62      16      1734      1718     110.6       108  0.477051  0.575032
    63      16      1762      1746   110.622       112  0.462583  0.576224
    64      16      1793      1777    110.83       124  0.525698  0.574805
    65      16      1817      1801   110.602        96  0.576139  0.575373
    66      16      1847      1831   110.744       120   0.32989  0.575665
    67      16      1873      1857   110.643       104  0.813666  0.575101
    68      16      1901      1885   110.663       112   0.35089  0.575847
    69      16      1929      1913   110.682       112   0.71002  0.575466
    70      16      1958      1942   110.758       116  0.312366  0.575228
    71      16      1984      1968   110.662       104  0.261123  0.575479
    72      16      2012      1996   110.681       112   0.93188  0.575424
    73      16      2041      2025   110.753       116   0.40061  0.575308
    74      15      2066      2051   110.662       104  0.318602  0.575216
    75      16      2096      2080   110.733       116  0.410033  0.575369
    76      15      2123      2108   110.749       112  0.342506  0.575391
    77      16      2150      2134   110.662       104  0.418773  0.575737
    78      16      2179      2163    110.73       116  0.720741  0.575487
    79      16      2206      2190   110.695       108  0.531661  0.575676
2014-11-25 16:12:46.308821min lat: 0.153281 max lat: 2.6444 avg lat: 0.57516
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    80      15      2232      2217   110.661       108  0.322978   0.57516
    81      16      2258      2242    110.53       100  0.489966  0.575643
    82      16      2282      2266   110.353        96  0.252657  0.574775
    83      16      2314      2298   110.565       128  0.301813  0.575968
    84      16      2345      2329   110.724       124  0.360128  0.575828
    85      16      2372      2356   110.692       108  0.381245  0.576135
    86      16      2397      2381   110.568       100  0.221781  0.573961
    87      16      2425      2409   110.584       112   1.43594  0.574954
    88      16      2453      2437     110.6       112   1.06571  0.575889
    89      16      2480      2464   110.571       108  0.383881  0.576248
    90      16      2507      2491   110.542       108  0.442251  0.576532
    91      16      2536      2520   110.602       116  0.515914  0.576717
    92      16      2562      2546    110.53       104  0.662212  0.576429
    93      16      2591      2575   110.588       116  0.805616   0.57673
    94      16      2619      2603   110.603       112  0.518078  0.576258
    95      16      2644      2628   110.492       100  0.460466   0.57602
    96      16      2675      2659   110.632       124  0.586688  0.576828
    97      16      2703      2687   110.646       112  0.366094  0.576659
    98      16      2730      2714   110.619       108  0.586532  0.576351
    99      16      2756      2740   110.552       104  0.460033  0.576383
2014-11-25 16:13:06.311554min lat: 0.143003 max lat: 3.12194 avg lat: 0.576626
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   100      16      2785      2769   110.606       116  0.601417  0.576626
   101      16      2813      2797    110.62       112    0.2597  0.576563
   102      16      2841      2825   110.633       112  0.290761  0.576809
   103      16      2868      2852   110.607       108   0.57024  0.576822
   104      16      2896      2880   110.621       112  0.293094  0.576363
   105      16      2924      2908   110.634       112  0.314507  0.576346
   106      16      2952      2936   110.646       112  0.578115  0.576413
   107      16      2979      2963   110.621       108  0.335766  0.576766
   108      16      3005      2989    110.56       104  0.695497  0.577029
   109      16      3034      3018    110.61       116  0.865752  0.576769
   110      16      3063      3047   110.659       116  0.485101  0.576501
   111      15      3090      3075   110.671       112  0.882641  0.576735
   112      16      3117      3101   110.611       104  0.776726  0.576718
   113      16      3146      3130   110.658       116  0.579719  0.576627
   114      16      3173      3157   110.635       108   1.21692  0.577174
   115      16      3200      3184   110.612       108  0.273811   0.57669
   116      16      3229      3213   110.658       116  0.796845  0.576628
   117      16      3257      3241    110.67       112  0.807862  0.576529
   118      16      3286      3270   110.715       116  0.768519  0.576489
   119      16      3314      3298   110.725       112  0.254077  0.576086
2014-11-25 16:13:26.314268min lat: 0.143003 max lat: 3.12194 avg lat: 0.576545
