 Maintaining 16 concurrent writes of 4194304 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_aa3eaa203d62_12802
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        40        24   95.9754        96  0.211137  0.367618
     2      16        67        51   101.978       108  0.246759  0.358658
     3      16        95        79   105.313       112  0.117697  0.398154
     4      16       119       103   102.981        96  0.099378  0.455346
     5      16       149       133   106.381       120  0.101734  0.480219
     6      16       175       159   105.982       104  0.080625  0.471923
     7      16       203       187    106.84       112  0.089931  0.500892
     8      16       230       214   106.983       108  0.206534  0.513285
     9      16       258       242   107.539       112  0.099366  0.534931
    10      16       285       269   107.584       108   2.26212  0.536959
    11      16       313       297   107.984       112  0.109036  0.552846
    12      16       339       323    107.65       104  0.227271  0.557682
    13      16       367       351   107.984       112  0.577533  0.556153
    14      16       393       377   107.698       104  0.557788  0.570993
    15      16       422       406   108.251       116  0.322951  0.570942
    16      16       449       433   108.234       108  0.426885  0.571037
    17      16       478       462    108.69       116   1.19092  0.576515
    18      16       506       490   108.873       112  0.267805  0.576086
    19      16       533       517   108.826       108  0.905568  0.577645
2014-11-25 16:22:19.900541min lat: 0.079452 max lat: 3.48774 avg lat: 0.575482
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       559       543   108.584       104  0.415777  0.575482
    21      16       590       574   109.317       124  0.746587  0.576308
    22      16       616       600   109.075       104  0.741457  0.575861
    23      16       640       624   108.506        96   0.92006  0.573349
    24      16       668       652   108.651       112  0.384038  0.571919
    25      16       698       682   109.104       120  0.596404  0.577959
    26      16       725       709   109.061       108  0.492649  0.575028
    27      16       755       739   109.466       120  0.385706  0.576574
    28      16       782       766   109.413       108   1.10866  0.576673
    29      16       811       795   109.639       116  0.802663  0.577276
    30      16       838       822   109.584       108  0.723944    0.5781
    31      16       866       850   109.471       112  0.684446  0.578187
    32      15       894       879   109.674       116  0.372667  0.577368
    33      16       916       900   108.897        84  0.700662  0.576876
    34      16       947       931    109.34       124  0.244339  0.578581
    35      16       977       961   109.644       120  0.307362  0.576785
    36      15      1000       985   109.265        96  0.358753  0.575604
    37      16      1029      1013   109.338       112  0.463668  0.575993
    38      16      1061      1045   109.828       128  0.538795   0.57964
    39      16      1087      1071   109.679       104   1.20701  0.577571
2014-11-25 16:22:39.957359min lat: 0.079452 max lat: 3.48884 avg lat: 0.577718
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      1117      1101   109.936       120  0.938626  0.577718
    41      16      1144      1128   109.888       108   0.28518    0.5775
    42      16      1172      1156   109.938       112  0.532298  0.577734
    43      16      1199      1183   109.893       108   1.21411  0.577757
    44      16      1226      1210   109.849       108  0.737823  0.577947
    45      16      1252      1236   109.719       104  0.935102  0.577918
    46      16      1282      1266   109.942       120   1.24333  0.578316
    47      16      1310      1294   109.986       112  0.530536  0.577769
    48      16      1335      1319   109.777       100  0.271062  0.577334
    49      16      1366      1350   110.067       124  0.926526  0.578214
    50      16      1392      1376   109.945       104  0.601624  0.578248
    51      16      1421      1405   110.064       116  0.431066  0.577688
    52      16      1449      1433   110.101       112  0.778632   0.57788
    53      16      1477      1461   110.136       112  0.642084  0.577793
    54      16      1504      1488   110.096       108  0.277144  0.576956
    55      16      1531      1515   110.058       108  0.683314  0.577267
    56      16      1560      1544   110.164       116  0.399276  0.577191
    57      16      1585      1569   109.985       100  0.517246  0.577326
    58      16      1614      1598   110.089       116  0.293789  0.577238
    59      16      1643      1627   110.188       116  0.394932  0.577422
2014-11-25 16:22:59.960194min lat: 0.079452 max lat: 3.48884 avg lat: 0.576127
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16      1671      1655   110.218       112  0.370091  0.576127
    61      16      1697      1681   110.116       104  0.254768  0.576745
    62      16      1725      1709   110.146       112  0.422487  0.577387
    63      16      1755      1739   110.302       120   1.33695  0.576354
    64      16      1782      1766   110.266       108  0.812739  0.577775
    65      16      1809      1793   110.231       108  0.253369  0.577276
    66      16      1837      1821   110.258       112   0.44555  0.577213
    67      16      1864      1848   110.224       108  0.372825  0.577483
    68      16      1891      1875   110.191       108  0.392709  0.576768
    69      16      1915      1899   109.985        96   1.00466  0.576233
    70      16      1947      1931   110.242       128  0.299286  0.578835
    71      16      1976      1960   110.323       116  0.591661  0.577465
    72      16      2003      1987    110.29       108  0.699137   0.57715
    73      16      2025      2009   109.985        88  0.328986  0.576092
    74      16      2050      2034    109.85       100  0.325037  0.572857
    75      16      2086      2070   110.305       144  0.492779  0.578106
    76      16      2113      2097   110.274       108  0.496612  0.577431
    77      16      2143      2127     110.4       120  0.608064  0.577711
    78      16      2168      2152   110.267       100  0.563254    0.5776
    79      16      2195      2179   110.238       108  0.382118  0.576628
2014-11-25 16:23:19.963113min lat: 0.079452 max lat: 3.53965 avg lat: 0.577686
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    80      16      2225      2209    110.36       120  0.542135  0.577686
    81      16      2252      2236    110.33       108   0.58422  0.577532
    82      16      2279      2263   110.302       108   1.00525  0.576831
    83      16      2309      2293   110.418       120  0.663085   0.57769
    84      16      2337      2321   110.437       112  0.316606  0.577522
    85      16      2364      2348   110.408       108  0.896245   0.57751
    86      16      2390      2374   110.333       104  0.461746  0.577471
    87      16      2418      2402   110.352       112  0.515691  0.576973
    88      16      2446      2430   110.371       112  0.361337  0.576043
