 Maintaining 16 concurrent writes of 4096 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_aac91394a5b2_21988
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       626       610   2.38212   2.38281  0.009998 0.0260049
     2      16       865       849   1.65785  0.933594  0.004734 0.0279309
     3      16      1532      1516    1.9736   2.60547  0.014241  0.031498
     4      16      1866      1850   1.80634   1.30469  0.097681 0.0315028
     5      16      2665      2649   2.06921   3.12109  0.004461 0.0300622
     6      16      3072      3056   1.98928   1.58984  0.011005 0.0286272
     7      16      3609      3593   2.00473   2.09766  0.007872 0.0310707
     8      16      3761      3745   1.82835   0.59375  0.006322 0.0317121
     9      16      3964      3948    1.7133  0.792969  0.004553  0.035858
    10      16      4407      4391     1.715   1.73047  0.011444 0.0354458
    11      16      4746      4730   1.67946   1.32422  0.005602 0.0367294
    12      16      5264      5248   1.70811   2.02344  0.012285 0.0357824
    13      16      5462      5446    1.6362  0.773438  0.010035 0.0381757
    14      16      5693      5677   1.58378  0.902344  0.010453 0.0388603
    15      16      5908      5892   1.53418  0.839844  0.006452 0.0402197
    16      16      6086      6070   1.48175  0.695312  0.005318 0.0412767
    17      16      6086      6070   1.39459         0         - 0.0412767
    18      16      6347      6331   1.37374  0.509766  0.004279 0.0450995
    19      16      6514      6498   1.33577  0.652344  0.188293 0.0462525
2014-11-25 11:16:30.879459min lat: 0.003231 max lat: 1.61162 avg lat: 0.0478444
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      6547      6531   1.27543  0.128906   1.16967 0.0478444
    21      16      6558      6542   1.21674 0.0429688   1.34253  0.049022
    22      16      6566      6550   1.16285   0.03125   1.74878 0.0502999
    23      16      6584      6568   1.11535 0.0703125  0.004244 0.0546365
    24      16      6589      6573   1.06969 0.0195312    1.5127 0.0558008
    25      16      6608      6592   1.02988 0.0742188  0.698369   0.05927
    26      16      6622      6606  0.992371 0.0546875  0.594497 0.0605509
    27      16      6635      6619  0.957497 0.0507812   2.91538 0.0626079
    28      16      6646      6630  0.924836 0.0429688   1.00124 0.0642505
    29      16      6662      6646    0.8951    0.0625  0.271573  0.066698
    30      16      6665      6649  0.865654 0.0117188  0.984295 0.0670336
    31      16      6677      6661  0.839242  0.046875  0.005399 0.0702499
    32      16      6695      6679  0.815213 0.0703125  0.003365 0.0735409
    33      16      6704      6688  0.791575 0.0351562   6.75764 0.0754205
    34      16      6714      6698  0.769443 0.0390625    1.2407 0.0789095
    35      16      6734      6718  0.749691  0.078125  0.003515  0.081807
    36      16      6743      6727  0.729843 0.0351562   1.31649 0.0829574
    37      16      6757      6741  0.711596 0.0546875   0.00377  0.084949
    38      16      6766      6750  0.693795 0.0351562  0.003199 0.0863926
    39      16      6778      6762  0.677207  0.046875  0.003263 0.0896009
2014-11-25 11:16:50.881529min lat: 0.00313 max lat: 6.75764 avg lat: 0.0911604
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      6787      6771  0.661155 0.0351562   4.16836 0.0911604
    41      16      6796      6780  0.645887 0.0351562   0.95954 0.0930779
    42      16      6816      6800  0.632368  0.078125  0.003436 0.0962892
    43      16      6831      6815  0.619024 0.0585938  0.003439 0.0989241
    44      16      6845      6829  0.606199 0.0546875   1.30319  0.100582
    45      16      6855      6839  0.593595 0.0390625  0.003646  0.101717
    46      16      6865      6849  0.581541 0.0390625   4.32646  0.103869
    47      16      6869      6853    0.5695  0.015625  0.003628  0.104375
    48      16      6876      6860  0.558205 0.0273438  0.003547  0.107742
    49      16      6892      6876  0.548089    0.0625  0.692749  0.111785
    50      16      6895      6879  0.537361 0.0117188   1.70982  0.112307
    51      16      6914      6898   0.52828 0.0742188  0.003765  0.116965
    52      16      6925      6909  0.518947 0.0429688  0.532252  0.117148
    53      16      6944      6928  0.510556 0.0742188  0.412942  0.121289
    54      16      6950      6934  0.501535 0.0234375  0.758793  0.121666
    55      16      6965      6949  0.493482 0.0585938  0.560102  0.123817
    56      16      6982      6966  0.485855 0.0664062   1.26688  0.126497
    57      16      6982      6966  0.477332         0         -  0.126497
    58      16      7009      6993   0.47092 0.0527344  0.003712  0.131505
    59      16      7017      7001  0.463468   0.03125  0.003667  0.132147
2014-11-25 11:17:10.883691min lat: 0.0031 max lat: 6.75764 avg lat: 0.136232
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16      7036      7020   0.45698 0.0742188  0.003756  0.136232
    61      16      7050      7034  0.450385 0.0546875  0.689044  0.136864
    62      16      7061      7045  0.443814 0.0429688  0.003671  0.138424
    63      16      7067      7051  0.437141 0.0234375  0.003277  0.139809
    64      16      7092      7076  0.431836 0.0976562   0.84815  0.143023
    65      16      7102      7086  0.425794 0.0390625  0.003875  0.144054
    66      16      7124      7108  0.420644 0.0859375   1.12774  0.147219
    67      16      7133      7117  0.414891 0.0351562   1.54662  0.148502
    68      16      7141      7125  0.409249   0.03125  0.973605  0.149488
    69      16      7151      7135  0.403884 0.0390625   1.50683  0.151834
    70      16      7154      7138  0.398282 0.0117188   3.04019  0.153033
    71      16      7174      7158  0.393772  0.078125  0.003612  0.156473
    72      16      7187      7171  0.389009 0.0507812  0.696476  0.157723
    73      16      7197      7181  0.384215 0.0390625  0.678355  0.159124
    74      16      7213      7197  0.379867    0.0625  0.005983  0.163151
    75      16      7226      7210  0.375479 0.0507812   1.11923  0.164744
    76      16      7239      7223  0.371207 0.0507812  0.670978  0.166327
    77      16      7246      7230  0.366741 0.0273438   1.89078  0.167473
    78      16      7255      7239   0.36249 0.0351562  0.004573  0.169556
    79      16      7279      7263  0.359088   0.09375  0.003608  0.171767
2014-11-25 11:17:30.885733min lat: 0.0031 max lat: 6.75764 avg lat: 0.172825
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    80      16      7290      7274  0.355137 0.0429688  0.943301  0.172825
    81      16      7298      7282  0.351138   0.03125   1.36584  0.174591
    82      16      7310      7294  0.347428  0.046875   3.22362  0.177893
    83      16      7324      7308  0.343901 0.0546875  0.003855   0.17968
    84      16      7339      7323  0.340504 0.0585938   1.19605  0.181468
