   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       295       279    2.1791   2.17969  0.0011280.00221785
     2      16       395       379   1.48017   0.78125  0.001083 0.0401674
     3      16       634       618    1.6091   1.86719   0.00118 0.0567674
     4      16       634       618   1.20684         0         - 0.0567674
     5      16       634       618  0.965481         0         - 0.0567674
     6      15      3591      3576   4.65558   7.70312  0.002562 0.0268373
     7      15      9608      9593   10.7049   47.0078  0.001663 0.0116714
     8      16     15921     15905     15.53   49.3125  0.0021720.00804491
     9      15     22245     22230   19.2941   49.4141  0.0012320.00647477
    10      16     28698     28682   22.4047   50.4062  0.0019560.00557644
    11      15     35032     35017   24.8666   49.4922  0.0022470.00502399
    12      16     37790     37774    24.589   21.5391  0.0011980.00483637
    13      16     37823     37807   22.7175  0.257812  0.0293950.00505659
    14      16     43326     43310   24.1653   42.9922  0.0013430.00517015
    15      15     49734     49719   25.8918   50.0703  0.0190440.00482402
    16      16     56308     56292   27.4827   51.3516  0.0020630.00454589
    17      16     62872     62856   28.8822   51.2812  0.0017490.00432555
    18      16     69361     69345   30.0938   50.6953  0.0029580.00415155
    19      15     75792     75777   31.1543     50.25  0.0019010.00401019
2014-11-25 06:33:38.925344min lat: 0.000998 max lat: 3.33658 avg lat: 0.00392336
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     80380     80364   31.3881   35.8359  0.0011690.00392336
    21      16     80380     80364   29.8934         0         -0.00392336
    22      16     80380     80364   28.5347         0         -0.00392336
    23      16     80380     80364    27.294         0         -0.00392336
    24      16     82236     82220   26.7609     3.625  0.0052880.00466898
 Total time run:        24.244931
Total reads made:     83753
Read size:            8192
Bandwidth (MB/sec):    26.988 

Average Latency:       0.0046299
Max latency:           4.00523
Min latency:           0.000998
