   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       458       442   110.468     110.5  0.023658 0.0344498
     2      16       834       818   102.227        94  0.031286 0.0385991
     3      16      1277      1261   105.064    110.75  0.020848 0.0376008
     4      16      1578      1562   97.6081     75.25   0.00429 0.0362973
     5      16      1578      1562   78.0871         0         - 0.0362973
     6      16      1602      1586   66.0731         3   2.32939 0.0588544
     7      16      2050      2034    72.632       112  0.018168 0.0547841
     8      16      2421      2405   75.1453     92.75  0.004179 0.0514993
     9      16      2830      2814   78.1554    102.25  0.009718 0.0509734
    10      16      3275      3259   81.4634    111.25  0.011911 0.0488963
    11      16      3722      3706   84.2154    111.75  0.080224  0.047385
    12      16      4164      4148   86.4045     110.5  0.090462 0.0461663
    13      16      4609      4593   88.3146    111.25  0.012674 0.0451688
    14      16      5057      5041   90.0055       112  0.020418 0.0443176
    15      16      5499      5483   91.3708     110.5  0.015716 0.0436568
    16      16      5946      5930   92.6437    111.75  0.009716 0.0430924
    17      16      6390      6374   93.7226       111  0.010026 0.0425815
    18      16      6836      6820   94.7095     111.5  0.065623 0.0421578
    19      15      7282      7267   95.6057    111.75  0.086683 0.0417769
2014-11-25 07:40:36.459749min lat: 0.004179 max lat: 2.53569 avg lat: 0.0414298
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      15      7725      7710   96.3622    110.75  0.008468 0.0414298
    21      16      8173      8157   97.0942    111.75  0.092417 0.0411174
    22      16      8615      8599   97.7029     110.5  0.019585 0.0408702
    23      16      9059      9043   98.2804       111  0.008003 0.0406498
    24      16      9504      9488   98.8202    111.25  0.015217 0.0404049
    25      16      9953      9937   99.3568    112.25  0.011016 0.0401953
    26      16     10397     10381   99.8041       111  0.008002 0.0400231
    27      15     10839     10824   100.209    110.75    0.0928 0.0398629
    28      16     11288     11272    100.63       112  0.044882 0.0396889
    29      16     11727     11711   100.944    109.75  0.006766 0.0395747
    30      16     12173     12157   101.295     111.5  0.078819 0.0394469
    31      16     12618     12602   101.616    111.25  0.015503  0.039311
    32      15     13064     13049   101.932    111.75   0.00849 0.0392026
    33      16     13504     13488   102.168    109.75  0.025903 0.0391077
    34      16     13951     13935    102.45    111.75  0.065039 0.0390105
    35      16     14398     14382   102.715    111.75  0.095308 0.0388937
    36      16     14841     14825   102.938    110.75   0.01947 0.0388134
    37      16     15289     15273   103.183       112  0.094257 0.0387319
    38      16     15732     15716   103.381    110.75  0.008753 0.0386409
    39      16     16179     16163   103.596    111.75  0.006528 0.0385715
2014-11-25 07:40:56.462236min lat: 0.004179 max lat: 2.53569 avg lat: 0.038505
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     16625     16609   103.793     111.5  0.008232  0.038505
    41      16     17070     17054   103.974    111.25  0.014354 0.0384302
    42      16     17513     17497   104.135    110.75  0.019942  0.038378
    43      16     17961     17945   104.318       112  0.005222 0.0383111
    44      16     18406     18390   104.475    111.25  0.015789 0.0382473
    45      16     18852     18836   104.631     111.5  0.014307 0.0382015
    46      16     19299     19283   104.786    111.75  0.006903 0.0381452
    47      16     19746     19730   104.934    111.75  0.014047 0.0380912
    48      16     20190     20174    105.06       111  0.012142 0.0380374
    49      16     20637     20621   105.196    111.75  0.090581 0.0379988
    50      16     21082     21066   105.317    111.25  0.075712 0.0379529
    51      16     21527     21511   105.433    111.25  0.036725 0.0379049
    52      16     21972     21956   105.544    111.25  0.006501 0.0378663
    53      16     22417     22401   105.652    111.25  0.009085 0.0378361
    54      16     22861     22845   105.751       111  0.007142 0.0377938
    55      16     23305     23289   105.846       111  0.014236 0.0377595
    56      15     23744     23729    105.92       110  0.012461 0.0377412
    57      16     24189     24173   106.009       111  0.007781 0.0377075
    58      16     24637     24621   106.112       112  0.005253 0.0376683
    59      16     25083     25067   106.203     111.5  0.010609 0.0376377
2014-11-25 07:41:16.464482min lat: 0.004179 max lat: 2.53569 avg lat: 0.0376037
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16     25529     25513   106.291     111.5  0.027777 0.0376037
    61      16     25977     25961   106.384       112  0.072042 0.0375791
    62      16     26421     26405   106.459       111  0.008272 0.0375526
    63      16     26869     26853   106.546       112  0.079616 0.0375196
    64      16     27312     27296   106.612    110.75  0.100599 0.0374944
    65      16     27758     27742   106.687     111.5  0.009105 0.0374702
    66      16     28204     28188    106.76     111.5  0.067404 0.0374508
    67      16     28650     28634    106.83     111.5  0.056643 0.0374277
    68      16     29095     29079   106.895    111.25  0.021182 0.0373966
    69      16     29541     29525   106.962     111.5  0.013969 0.0373772
    70      16     29988     29972    107.03    111.75  0.008678 0.0373519
    71      16     30435     30419   107.096    111.75  0.093723 0.0373308
    72      16     30881     30865   107.157     111.5  0.061132 0.0373146
    73      16     31319     31303   107.189     109.5  0.037707 0.0372969
    74      16     31767     31751   107.254       112  0.104965 0.0372733
    75      16     32211     32195   107.304       111  0.008787 0.0372526
    76      16     32658     32642   107.362    111.75  0.091895 0.0372405
    77      16     33100     33084   107.403     110.5  0.037244 0.0372219
    78      16     33546     33530   107.455     111.5  0.005783 0.0372014
    79      16     33992     33976   107.506     111.5  0.008188 0.0371875
2014-11-25 07:41:36.466742min lat: 0.004179 max lat: 2.53569 avg lat: 0.0371709
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    80      16     34440     34424   107.562       112  0.077185 0.0371709
    81      16     34886     34870    107.61     111.5  0.008366 0.0371509
    82      16     35329     35313   107.649    110.75  0.007438 0.0371395
    83      16     35776     35760   107.698    111.75  0.007968 0.0371234
    84      16     36218     36202   107.731     110.5  0.007897 0.0371124
    85      16     36665     36649   107.778    111.75  0.033478 0.0370952
    86      16     37110     37094   107.818    111.25  0.007963 0.0370857
    87      16     37557     37541   107.863    111.75  0.080049 0.0370685
    88      16     38004     37988   107.907    111.75  0.033466 0.0370547
    89      16     38451     38435   107.951    111.75  0.009212 0.0370372
    90      16     38899     38883   107.995       112  0.015066 0.0370229
    91      16     39344     39328   108.031    111.25  0.061418 0.0370126
    92      16     39789     39773   108.066    111.25    0.0068 0.0369975
    93      16     40235     40219   108.103     111.5  0.072572 0.0369879
    94      16     40679     40663   108.133       111  0.010975 0.0369758
    95      16     41126     41110   108.171    111.75   0.01025 0.0369661
    96      16     41573     41557   108.208    111.75  0.010904 0.0369495
    97      16     42017     42001   108.237       111  0.006594 0.0369422
