 Maintaining 16 concurrent writes of 1048576 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_aa3eaa203d62_31437
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        95        79   78.9726        79  0.112667  0.151113
     2      15       172       157   78.4809        78  0.061644  0.182202
     3      16       254       238   79.3159        81  0.509343  0.192476
     4      16       332       316   78.9844        78  0.069365  0.191133
     5      16       412       396   79.1853        80  0.055808  0.197901
     6      16       488       472   78.6528        76  0.048168  0.192658
     7      16       531       515    73.559        43  0.056973  0.195448
     8      16       561       545   68.1139        30   2.53844  0.207741
     9      16       609       593   65.8761        48  0.050333  0.226781
    10      16       684       668   66.7875        75  0.046884   0.23624
    11      16       769       753   68.4421        85  0.067269  0.230473
    12      16       847       831   69.2377        78  0.071382  0.223021
    13      16       923       907   69.7572        76  0.128327  0.225706
    14      16       986       970    69.274        63   0.03852  0.220684
    15      16      1062      1046   69.7217        76  0.099871  0.224812
    16      16      1109      1093   68.3013        47  0.035834  0.224613
    17      16      1109      1093   64.2837         0         -  0.224613
    18      16      1110      1094   60.7682       0.5    2.7197  0.226893
    19      16      1200      1184   62.3061        90  0.080581  0.255343
2014-11-25 18:24:44.224851min lat: 0.034229 max lat: 3.13223 avg lat: 0.249744
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      1283      1267   63.3402        83  0.093201  0.249744
    21      15      1364      1349   64.2282        82  0.134472  0.248171
    22      16      1441      1425   64.7628        76  0.078528  0.244821
    23      16      1497      1481   64.3815        56   0.05251  0.242423
    24      16      1497      1481    61.699         0         -  0.242423
    25      16      1497      1481   59.2311         0         -  0.242423
    26      16      1497      1481   56.9531         0         -  0.242423
    27      16      1520      1504   55.6956      5.75  0.082919  0.286358
    28      16      1606      1590   56.7775        86  0.062022  0.280138
    29      16      1679      1663   57.3365        73  0.687301  0.277031
    30      16      1742      1726   57.5251        63  0.229376  0.272289
    31      16      1745      1729   55.7662         3  0.056582  0.271902
    32      16      1771      1755   54.8359        26   0.11717  0.291034
    33      16      1856      1840   55.7497        85  0.049074  0.285773
    34      16      1939      1923   56.5508        83  0.089715  0.281274
    35      16      2023      2007   57.3347        84  0.046789  0.277547
    36      16      2091      2075   57.6307        68  0.384104  0.275218
    37      16      2178      2162   58.4241        87  0.059806  0.272726
    38      16      2263      2247   59.1231        85  0.071645  0.269196
    39      16      2341      2325   59.6069        78  0.116858  0.267504
2014-11-25 18:25:04.227453min lat: 0.034229 max lat: 4.73485 avg lat: 0.264456
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      2425      2409   60.2164        84  0.114912  0.264456
    41      16      2507      2491   60.7474        82  0.054713  0.261853
    42      16      2590      2574    61.277        83  0.050807  0.259974
    43      16      2666      2650   61.6191        76   0.16197  0.258477
    44      16      2722      2706   61.4913        56  0.059998  0.258154
    45      16      2746      2730   60.6581        24   1.71013  0.259469
    46      16      2773      2757   59.9263        27  0.038805  0.260152
    47      16      2788      2772   58.9704        15   2.81552  0.265711
    48      16      2811      2795    58.221        23  0.101227  0.269436
    49      16      2816      2800   57.1349         5  0.967214  0.270724
    50      16      2911      2895   57.8919        95  0.057356  0.275548
    51      16      2994      2978    58.384        83   0.07108  0.272709
    52      16      3071      3055   58.7418        77  0.218768  0.271366
    53      16      3142      3126   58.9729        71  0.068018  0.268684
    54      16      3227      3211   59.4547        85  0.052305  0.268323
    55      16      3313      3297   59.9371        86  0.329668  0.266392
    56      16      3397      3381   60.3666        84  0.100299  0.264577
    57      16      3480      3464   60.7635        83  0.271768   0.26222
    58      16      3559      3543   61.0778        79  0.276953  0.261719
    59      16      3596      3580   60.6696        37   0.03627  0.260707
2014-11-25 18:25:24.230042min lat: 0.034229 max lat: 4.73485 avg lat: 0.262048
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16      3671      3655   60.9083        75   0.06871  0.262048
    61      16      3749      3733   61.1883        78  0.413783  0.260528
    62      16      3767      3751   60.4917        18  0.068053   0.25996
    63      16      3831      3815   60.5472        64  0.156479  0.263587
    64      16      3914      3898   60.8979        83  0.227507  0.262082
    65      16      3992      3976   61.1608        78  0.127023  0.260976
    66      16      4043      4027   61.0068        51  0.057603  0.259837
