   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      15      3026      3011   47.0211   47.0469  0.0033070.00530264
     2      15      7090      7075   55.2513      63.5  0.0025290.00451739
     3      15     12037     12022   62.5951   77.2969  0.002716 0.0039887
     4      15     16689     16674   65.1155   72.6875  0.0027620.00383544
     5      15     22337     22322   69.7395     88.25  0.0078430.00358002
     6      16     24961     24945   64.9465   40.9844  0.0014730.00383162
     7      15     28986     28971   64.6521   62.9062  0.0040630.00386343
     8      16     33094     33078   64.5781   64.1719  0.0027550.00386836
     9      16     38687     38671   67.1109   87.3906  0.0020970.00372228
    10      16     44231     44215   69.0607    86.625  0.002591 0.0036174
    11      15     49667     49652   70.5041   84.9531  0.0030810.00354325
    12      15     54738     54723   71.2306   79.2344  0.0032680.00350738
    13      15     59894     59879   71.9475   80.5625  0.003551 0.0034724
    14      16     65272     65256   72.8086   84.0156  0.0036440.00343115
    15      15     71080     71065   74.0047   90.7656  0.0024680.00337603
    16      16     76653     76637   74.8197   87.0625  0.0031710.00333916
    17      16     82212     82196    75.527   86.8594  0.0018210.00330795
    18      16     87592     87576   76.0005   84.0625  0.0020210.00328732
    19      16     93405     93389   76.7802   90.8281  0.0026460.00325398
2014-11-25 22:45:46.645537min lat: 0.001148 max lat: 0.38847 avg lat: 0.00322642
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     99159     99143   77.4355   89.9062     0.0020.00322642
    21      16    104320    104304   77.5872   80.6406  0.0021730.00321992
    22      16    109791    109775   77.9456   85.4844  0.0023890.00320534
    23      15    115188    115173   78.2232   84.3438  0.0023490.00319386
    24      15    120613    120598   78.4954   84.7656  0.0067580.00318284
    25      16    126084    126068   78.7738   85.4688  0.0022640.00317167
    26      15    131486    131471   78.9906   84.4219  0.0035370.00316296
    27      16    137211    137195   79.3771   89.4375  0.0017410.00314756
    28      15    142902    142887   79.7181   88.9375  0.007517  0.003134
    29      15    148464    148449   79.9655   86.9062  0.0018280.00312441
    30      15    154108    154093   80.2392   88.1875  0.003323 0.0031138
    31      16    159481    159465   80.3579   83.9375  0.0026650.00310917
    32      16    165163    165147   80.6206   88.7812  0.0073660.00309902
 Total time run:        32.512351
Total reads made:     167922
Read size:            16384
Bandwidth (MB/sec):    80.701 

Average Latency:       0.00309608
Max latency:           0.38847
Min latency:           0.001148
