   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       707       691   10.7941   10.7969  0.001594 0.0207743
     2      16      1027      1011   7.89681         5  0.151951 0.0275181
     3      16      2009      1993   10.3784   15.3438  0.001365 0.0235036
     4      16      4032      4016    15.685   31.6094  0.001755 0.0156795
     5      16      4893      4877   15.2383   13.4531   0.00134 0.0161815
     6      16      5742      5726   14.9093   13.2656  0.001266 0.0165532
     7      16      6195      6179   13.7905   7.07812  0.001959 0.0178623
     8      16      6705      6689   13.0627   7.96875  0.001341 0.0188167
     9      16      9887      9871   17.1349   49.7188  0.001245 0.0145235
    10      16     13230     13214   20.6441   52.2344  0.002625 0.0121061
    11      15     15090     15075   21.4105   29.0781  0.002373 0.0116731
    12      16     20437     20421   26.5864   83.5312  0.0030840.00940016
    13      16     26032     26016   31.2649   87.4219  0.0021930.00799342
    14      16     31788     31772   35.4549   89.9375  0.0020720.00704855
    15      16     37628     37612   39.1738     91.25   0.001460.00637924
    16      16     43492     43476   42.4513    91.625  0.0018340.00588689
    17      16     49380     49364   45.3652        92  0.0027540.00550841
    18      16     55022     55006   47.7419   88.1562  0.001493 0.0052343
    19      16     60619     60603   49.8313   87.4531  0.0020010.00501483
2014-11-25 22:39:35.768587min lat: 0.001095 max lat: 0.725765 avg lat: 0.0048209
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     66374     66358   51.8353   89.9219  0.002998 0.0048209
    21      16     72282     72266   53.7622   92.3125  0.0026540.00464809
    22      15     77727     77712   55.1859   85.0938  0.0019070.00452814
    23      15     83130     83115   56.4565   84.4219  0.0023190.00442623
    24      15     88920     88905   57.8732   90.4688  0.0044060.00431785
    25      15     94758     94743   59.2066   91.2188  0.002023 0.0042206
    26      16    100379    100363   60.3064   87.8125  0.0036520.00414337
    27      15    106241    106226   61.4653   91.6094  0.0022290.00406541
    28      15    111987    111972   62.4762   89.7812     0.0020.00399971
    29      16    117600    117584   63.3452   87.6875  0.0019180.00394477
    30      16    123307    123291   64.2057   89.1719  0.0018360.00389187
    31      15    128383    128368   64.6932   79.3281  0.0049450.00386249
    32      16    133722    133706   65.2777   83.4062  0.0019620.00382797
    33      16    139419    139403   65.9966   89.0156  0.0020180.00378629
    34      16    145006    144990   66.6228   87.2969  0.0020330.00375066
    35      15    150857    150842   67.3315   91.4375  0.0036260.00371116
    36      15    156569    156554     67.94     89.25  0.0034850.00367794
    37      15    162270    162255    68.511   89.0781   0.002540.00364728
 Total time run:        37.149780
Total reads made:     163104
Read size:            16384
Bandwidth (MB/sec):    68.601 

Average Latency:       0.0036426
Max latency:           0.725765
Min latency:           0.001095
