 Maintaining 16 concurrent writes of 4194304 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_c26ec1c5d7b4_29595
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        31        15   59.9828        60  0.964898  0.430462
     2      16        51        35   69.9845        80   1.60747  0.545668
     3      16        65        49   65.3209        56   1.59515  0.704483
     4      16        84        68   67.9882        76   1.44793  0.792746
     5      16       103        87   69.5884        76  0.250576   0.77241
     6      16       120       104    69.322        68  0.157122  0.784094
     7      16       140       124   70.8458        80  0.176013  0.788404
     8      16       157       141   70.4889        68   2.37377  0.801542
     9      16       173       157   69.7669        64   1.31424   0.85479
    10      16       193       177   70.7892        80  0.237426  0.828216
    11      16       210       194   70.5348        68  0.195102  0.837699
    12      16       227       211   70.3229        68   1.80574  0.856006
    13      16       245       229   70.4512        72  0.200293  0.840796
    14      16       253       237   67.7045        32   1.97318   0.84885
    15      16       255       239   63.7242         8   1.28348  0.858406
    16      16       281       265   66.2406       104  0.353341  0.945711
    17      16       304       288   67.7551        92  0.186608  0.907271
    18      16       320       304    67.546        64   1.57885  0.910395
    19      16       331       315   66.3065        44  0.426791  0.920618
2014-11-23 17:43:02.473027min lat: 0.138772 max lat: 3.64782 avg lat: 0.935
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       341       325   64.9909        40   1.89264     0.935
    21      16       351       335   63.8005        40  0.975418  0.948651
    22      16       357       341   61.9913        24   1.78441  0.960591
    23      16       379       363   63.1216        88  0.616578   1.00053
    24      16       403       387    64.491        96    1.2514   0.96855
    25      16       418       402   64.3111        60  0.184245  0.963981
    26      16       418       402   61.8376         0         -  0.963981
    27      16       420       404   59.8436         4   2.76489  0.969931
    28      16       422       406   57.9921         8   3.34686  0.981649
    29      16       428       412   56.8198        24   5.23661   1.03266
    30      16       456       440   58.6587       112  0.852992   1.07938
    31      16       477       461   59.4758        84   1.07422   1.05401
    32      16       488       472    58.992        44   1.73515   1.05089
    33      16       498       482   58.4163        40   2.58261   1.06112
    34      16       503       487   57.2864        20   2.94138   1.07087
    35      16       509       493   56.3353        24   2.75504   1.09215
    36      16       512       496   55.1037        12   2.61399   1.10132
    37      16       513       497   53.7226         4   3.95601   1.10706
    38      16       524       508   53.4666        44    2.5733   1.16257
    39      16       543       527   54.0441        76  0.736163    1.1744
2014-11-23 17:43:22.475529min lat: 0.138772 max lat: 5.57132 avg lat: 1.14463
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16       567       551   55.0927        96  0.991744   1.14463
    41      16       584       568   55.4073        68   0.17476   1.13598
    42      16       597       581    55.326        52   1.59906   1.13479
    43      16       607       591   54.9695        40   2.59926   1.13987
    44      16       617       601   54.6291        40  0.818984   1.14093
    45      16       623       607   53.9484        24    3.3369   1.14943
    46      16       639       623   54.1668        64    1.4317   1.17375
    47      16       666       650   55.3119       108  0.188458   1.14471
    48      16       677       661   55.0761        44  0.150711   1.13161
    49      16       677       661   53.9521         0         -   1.13161
    50      16       679       663   53.0331         4   3.07185   1.13531
    51      16       681       665   52.1501         8   4.56015   1.14561
    52      16       699       683   52.5316        72   5.26858   1.20738
    53      16       726       710   53.5779       108  0.315903   1.18368
    54      16       740       724   53.6227        56  0.471186   1.17589
    55      16       749       733   53.3022        36   1.91433   1.17836
    56      16       760       744    53.136        44   1.43054   1.18417
    57      16       768       752   52.7651        32   3.41167   1.18779
    58      16       773       757   52.2002        20   4.25156   1.19577
    59      16       773       757   51.3154         0         -   1.19577
2014-11-23 17:43:42.477919min lat: 0.138772 max lat: 5.57132 avg lat: 1.19994
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16       775       759   50.5935         4   2.97343   1.19994
    61      16       778       762   49.9608        12   4.99029   1.21221
    62      16       804       788   50.8322       104  0.464866   1.25318
    63      16       827       811   51.4855        92   1.20273   1.23406
    64      16       843       827   51.6809        64   1.39011   1.22451
