   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      1143      1127   70.4072   70.4375  0.001818 0.0130602
     2      16      2627      2611   81.5703     92.75  0.005178 0.0122136
     3      16      4210      4194   87.3548   98.9375  0.017179 0.0114209
     4      16      5773      5757   89.9348   97.6875  0.002241 0.0109473
     5      16      7085      7069    88.346        82  0.003639 0.0113019
     6      16      8863      8847   92.1401   111.125  0.002983 0.0108356
     7      16     10262     10246   91.4668   87.4375  0.004036 0.0109198
     8      16     11976     11960   93.4224   107.125  0.002607 0.0106908
     9      16     13623     13607   94.4782   102.938  0.004131 0.0105726
    10      16     15125     15109   94.4167    93.875  0.004774 0.0104868
    11      16     16900     16884   95.9173   110.938   0.00293 0.0104161
    12      16     18337     18321   95.4077   89.8125  0.002115 0.0103009
    13      16     19812     19796   95.1592   92.1875  0.013203 0.0105019
    14      16     21592     21576   96.3076    111.25  0.003837 0.0103767
    15      15     23372     23357    97.307   111.312  0.011712 0.0102696
    16      16     24998     24982   97.5721   101.562   0.02151 0.0102426
    17      16     26777     26761   98.3722   111.188  0.003384 0.0101585
    18      16     28469     28453   98.7814    105.75  0.016313 0.0101185
    19      16     30245     30229   99.4238       111  0.009229 0.0100532
2014-11-25 12:03:24.229663min lat: 0.001693 max lat: 0.268016 avg lat: 0.0100522
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     31837     31821    99.427      99.5  0.004278 0.0100522
    21      16     33616     33600   99.9862   111.188  0.0124610.00999697
    22      16     35083     35067   99.6086   91.6875  0.008587 0.0100345
    23      16     36863     36847   100.114    111.25  0.006597 0.0099838
    24      16     38517     38501   100.249   103.375  0.0148260.00997077
 Total time run:        24.572324
Total reads made:     39424
Read size:            65536
Bandwidth (MB/sec):    100.275 

Average Latency:       0.00997038
Max latency:           0.268016
Min latency:           0.001693
