   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      15      1793      1778   111.071   111.125  0.003719 0.0089355
     2      16      3576      3560   111.214   111.375  0.003491  0.008943
     3      16      5349      5333   111.046   110.812   0.01726 0.0089819
     4      16      7133      7117   111.155     111.5   0.002810.00897259
     5      16      8403      8387   104.796    79.375  0.0046370.00952595
     6      16     10181     10165   105.849   111.125  0.0050860.00943296
     7      16     11186     11170   99.7005   62.8125  0.0019120.00938179
     8      16     11186     11170   87.2398         0         -0.00938179
     9      16     11584     11568    80.311   12.4375  0.001807 0.0114473
    10      16     11914     11898   74.3429    20.625  0.013864 0.0134395
    11      16     13698     13682   77.7191     111.5  0.017595 0.0128556
    12      16     15146     15130   78.7825      90.5  0.008974 0.0126844
    13      16     16922     16906   81.2587       111  0.004501  0.012296
    14      16     18709     18693   83.4295   111.688  0.002742  0.011979
    15      16     20495     20479   85.3079   111.625  0.003696 0.0117143
    16      15     22275     22260   86.9322   111.312  0.016209 0.0114967
    17      16     24059     24043   88.3715   111.438  0.003177 0.0113095
    18      16     25839     25823   89.6416    111.25  0.019452 0.0111492
    19      16     27620     27604   90.7812   111.312  0.005618 0.0110091
2014-11-25 09:37:25.293641min lat: 0.00169 max lat: 1.65649 avg lat: 0.0108855
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     29401     29385    91.807   111.312  0.023235 0.0108855
    21      16     31185     31169   92.7435     111.5  0.004476 0.0107768
    22      16     32967     32951   93.5896   111.375  0.003931 0.0106794
    23      16     34748     34732   94.3594   111.312  0.005304 0.0105926
    24      16     36533     36517   95.0755   111.562   0.00516 0.0105131
 Total time run:        24.216581
Total reads made:     36893
Read size:            65536
Bandwidth (MB/sec):    95.216 

Average Latency:       0.0105002
Max latency:           1.65649
Min latency:           0.00169
