   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       449       433    108.22    108.25  0.005238 0.0355981
     2      16       858       842   105.227    102.25  0.004594  0.035752
     3      16       868       852    70.987       2.5  0.004166 0.0372609
     4      16       868       852   53.2412         0         - 0.0372609
     5      16      1171      1155   57.7414    37.875  0.062402 0.0688603
     6      16      1284      1268   52.8257     28.25  0.004279 0.0660199
     7      16      1284      1268   45.2794         0         - 0.0660199
     8      16      1284      1268   39.6197         0         - 0.0660199
     9      16      1284      1268   35.2177         0         - 0.0660199
    10      16      1582      1566   39.1451    18.625   0.06068  0.101932
    11      16      1839      1823   41.4266     64.25  0.004745  0.091701
    12      16      2014      1998   41.6198     43.75  0.006964 0.0958975
    13      16      2454      2438   46.8788       110  0.079257 0.0851119
    14      16      2900      2884   51.4936     111.5  0.014739 0.0775186
    15      16      3342      3326   55.4265     110.5  0.027356 0.0720005
    16      16      3778      3762   58.7739       109  0.012771 0.0679099
    17      16      4222      4206   61.8452       111  0.023046 0.0645482
    18      16      4658      4642   64.4642       109  0.005305 0.0619289
    19      16      5100      5084   66.8864     110.5  0.075012 0.0596954
2014-11-24 22:40:09.264398min lat: 0.004117 max lat: 4.38766 avg lat: 0.0577956
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      5543      5527   69.0789    110.75   0.00711 0.0577956
    21      16      5982      5966   71.0149    109.75  0.071762 0.0562314
    22      16      6425      6409   72.8204    110.75  0.072347 0.0548388
    23      16      6866      6850   74.4472    110.25  0.007517 0.0536373
    24      16      7307      7291   75.9384    110.25  0.078439 0.0525981
    25      16      7750      7734   77.3303    110.75  0.070566 0.0516701
    26      16      8196      8180   78.6439     111.5  0.007983 0.0507954
    27      16      8636      8620   79.8047       110  0.102502 0.0500629
    28      16      9081      9065   80.9273    111.25  0.067932 0.0493786
    29      16      9523      9507   81.9465     110.5  0.060467 0.0487633
    30      16      9968      9952   82.9229    111.25  0.008749 0.0481937
    31      16     10406     10390   83.7795     109.5  0.011477 0.0476874
    32      15     10849     10834   84.6298       111  0.097242 0.0472117
    33      16     11292     11276   85.4133     110.5  0.022251 0.0467876
    34      16     11736     11720   86.1654       111   0.00701 0.0463797
    35      16     12178     12162   86.8603     110.5  0.048423 0.0460153
    36      16     12236     12220   84.8502      14.5  0.004572 0.0459554
    37      15     12668     12653   85.4823    108.25  0.062151 0.0467582
    38      16     13113     13097   86.1535       111  0.009041 0.0463802
    39      16     13559     13543    86.803     111.5  0.068122 0.0460419
2014-11-24 22:40:29.267009min lat: 0.004117 max lat: 4.38766 avg lat: 0.0457415
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     13998     13982   87.3764    109.75  0.076735 0.0457415
    41      16     14440     14424     87.94     110.5  0.062272 0.0454507
    42      16     14885     14869   88.4946    111.25  0.006233 0.0451582
    43      16     15323     15307   88.9828     109.5  0.071858 0.0449181
    44      16     15765     15749   89.4716     110.5  0.061612 0.0446785
    45      16     16208     16192   89.9441    110.75  0.008444 0.0444227
    46      15     16647     16632   90.3798       110  0.026449 0.0442238
    47      16     17091     17075   90.8129    110.75  0.007086 0.0440146
    48      16     17535     17519   91.2332       111  0.095033   0.04381
    49      16     17979     17963   91.6363       111  0.088733 0.0436239
    50      16     18425     18409   92.0333     111.5  0.012699  0.043434
    51      16     18868     18852      92.4    110.75  0.060521 0.0432626
    52      16     19309     19293    92.743    110.25  0.022367 0.0430987
    53      16     19747     19731   93.0589     109.5  0.026579 0.0429587
    54      16     20186     20170   93.3678    109.75  0.058716 0.0428202
    55      16     20628     20612    93.679     110.5  0.067258 0.0426727
    56      16     21072     21056   93.9881       111  0.088366 0.0425289
    57      16     21510     21494     94.26     109.5  0.082558 0.0424098
    58      16     21953     21937    94.544    110.75  0.007455 0.0422824
    59      16     22392     22376   94.8015    109.75  0.005055 0.0421677
2014-11-24 22:40:49.269514min lat: 0.004117 max lat: 4.38766 avg lat: 0.0420517
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16     22834     22818   95.0629     110.5  0.079929 0.0420517
 Total time run:        60.364779
Total reads made:     22972
Read size:            262144
Bandwidth (MB/sec):    95.138 

Average Latency:       0.0420367
Max latency:           4.38766
Min latency:           0.004117
