   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      6004      5988   23.3842   23.3906  0.0015480.00266286
     2      16      9131      9115   17.7988   12.2148  0.0014460.00267561
     3      16     12802     12786   16.6453   14.3398   0.001430.00374814
     4      16     18048     18032   17.6064   20.4922  0.001796 0.0035454
     5      15     24765     24750   19.3329   26.2422  0.0011550.00322923
     6      16     30920     30904   20.1167   24.0391  0.0014190.00310354
     7      16     36946     36930    20.605   23.5391  0.0052760.00302983
     8      15     43440     43425   21.2003   25.3711  0.0018710.00294508
     9      16     49821     49805   21.6135   24.9219  0.0022650.00288908
    10      15     56055     56040   21.8874   24.3555  0.0032270.00285283
    11      15     62512     62497   22.1903   25.2227  0.0017630.00281411
    12      16     68516     68500    22.295   23.4492  0.0026430.00280094
    13      16     74702     74686   22.4385   24.1641  0.0023420.00278212
    14      16     81098     81082   22.6201   24.9844  0.0013350.00276049
    15      15     87329     87314   22.7349   24.3438  0.0016880.00274678
    16      16     93729     93713    22.876   24.9961  0.0014040.00272977
    17      15    100008     99993   22.9732   24.5312  0.0015790.00271824
    18      16    105420    105404    22.871   21.1367  0.0010450.00272964
    19      15    112101    112086   23.0409   26.1016  0.003264 0.0027105
 Total time run:        19.607071
Total reads made:     115508
Read size:            4096
Bandwidth (MB/sec):    23.012 

Average Latency:       0.002714
Max latency:           0.913182
Min latency:           0.000942
