 Maintaining 16 concurrent writes of 4194304 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_aa3eaa203d62_29794
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        28        12   47.9857        48   0.91811  0.630765
     2      16        45        29    57.987        68  0.712596  0.803809
     3      16        63        47   62.6547        72  0.354228  0.793083
     4      16        83        67   66.9882        80   1.53729  0.806846
     5      16       104        88   70.3882        84  0.778702  0.786273
     6      16       122       106   70.6552        72  0.274087    0.7838
     7      16       135       119   67.9895        52   2.19126  0.824699
     8      16       155       139   69.4896        80   2.31603  0.838196
     9      16       172       156   69.3231        68  0.352282  0.846091
    10      16       187       171     68.39        60  0.733638  0.828614
    11      16       203       187   67.9904        64  0.385186  0.847306
    12      16       221       205   68.3238        72  0.309155  0.854688
    13      16       234       218   67.0677        52   0.27698  0.881346
    14      16       250       234   66.8481        64   0.58946  0.871616
    15      16       267       251   66.9245        68  0.520729  0.868224
    16      16       288       272    67.991        84  0.436111  0.887754
    17      16       305       289   67.9911        68  0.321239  0.879826
    18      16       319       303   67.3246        56   2.90607   0.90084
    19      16       338       322   67.7808        76  0.726708  0.897149
2014-11-25 22:00:49.580745min lat: 0.210185 max lat: 5.02362 avg lat: 0.886057
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       357       341   68.1911        76  0.347024  0.886057
    21      16       367       351   66.8484        40  0.237215  0.880035
    22      16       384       368   66.9003        68    2.3873  0.941151
    23      16       406       390    67.817        88  0.470897  0.926581
    24      16       423       407   67.8243        68  0.592127  0.923504
    25      16       440       424    67.831        68  0.899471  0.919528
    26      16       457       441   67.8371        68   2.22264  0.918122
    27      16       473       457   67.6947        64  0.169981   0.90792
    28      16       482       466   66.5626        36  0.277226   0.90667
    29      16       485       469   64.6812        12   1.06365  0.911986
    30      16       485       469   62.5252         0         -  0.911986
    31      16       487       471   60.7663         4   3.36826  0.922328
    32      16       494       478   59.7423        28  0.948011  0.947804
    33      16       498       482   58.4168        16  0.230671  0.942258
    34      16       521       505   59.4042        92  0.417097   1.06522
    35      16       539       523   59.7638        72   0.28095    1.0536
    36      16       556       540   59.9924        68   2.15853   1.04356
    37      16       567       551     59.56        44  0.492874   1.04708
    38      16       592       576   60.6239       100  0.374449   1.04609
    39      16       609       593   60.8128        68   0.78308   1.03367
2014-11-25 22:01:09.583232min lat: 0.169981 max lat: 7.79102 avg lat: 1.03647
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16       624       608   60.7923        60  0.946126   1.03647
    41      16       637       621   60.5776        52   1.56732   1.04097
    42      16       660       644   61.3254        92  0.890312   1.02888
    43      16       676       660   61.3874        64  0.990805   1.02875
    44      16       697       681   61.9011        84    1.5084   1.01956
    45      16       717       701   62.3032        80  0.226295   1.00846
    46      16       735       719   62.5138        72   2.59077   1.00356
    47      16       749       733    62.375        56   2.08575   1.00742
    48      16       766       750    62.492        68   2.53144   1.00403
    49      16       784       768   62.6859        72   2.63279   1.00021
    50      16       795       779   62.3121        44   3.33324  0.998708
    51      16       798       782   61.3256        12  0.195108  0.996484
    52      16       798       782   60.1463         0         -  0.996484
    53      16       801       785   59.2378         6   3.22209   1.00869
    54      16       803       787    58.289         8   3.13119   1.01443
    55      16       807       791     57.52        16   6.34193   1.04239
    56      16       807       791   56.4929         0         -   1.04239
    57      16       830       814   57.1156        46  0.378502   1.11578
    58      16       847       831   57.3031        68    1.4428    1.1074
    59      16       866       850   57.6198        76  0.294529    1.0967
2014-11-25 22:01:29.585749min lat: 0.169981 max lat: 9.55462 avg lat: 1.09183
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16       885       869    57.926        76  0.286333   1.09183
    61      16       893       877   57.4895        32   2.47259   1.09449
    62      16       914       898   57.9168        84  0.647572   1.09339
    63      16       935       919   58.3306        84   1.40703   1.08833
    64      16       952       936   58.4815        68   1.07136    1.0814
    65      16       968       952   58.5663        64   1.40968   1.07694
    66      16       986       970   58.7697        72  0.574961   1.07451
    67      16      1004       988    58.967        72  0.677035   1.07499
    68      16      1022      1006   59.1585        72   2.15007   1.06934
    69      16      1039      1023   59.2865        68   1.10363   1.06533
    70      16      1055      1039   59.3537        64   0.26379   1.06545
    71      16      1071      1055    59.419        64  0.420832   1.06337
    72      16      1082      1066   59.2048        44  0.878149   1.06163
    73      16      1103      1087   59.5443        84   0.30956   1.07041
    74      16      1108      1092   59.0099        20  0.405512    1.0674
    75      16      1111      1095   58.3832        12    1.4098   1.06748
    76      16      1112      1096   57.6678         4    2.8201   1.06908
    77      16      1112      1096    56.919         0         -   1.06908
    78      16      1113      1097   56.2407         2   5.37932   1.07301
    79      16      1119      1103   55.8326        24   5.48077   1.08791
2014-11-25 22:01:49.600195min lat: 0.168129 max lat: 9.55462 avg lat: 1.09927
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    80      16      1123      1107   55.3347        16   5.82942   1.09927
    81      16      1149      1133   55.9353       104  0.446321   1.13927
    82      16      1166      1150   56.0823        68  0.511843   1.13205
    83      16      1173      1157    55.744        28   1.43121   1.13232
    84      16      1196      1180   56.1754        92  0.602051   1.13119
    85      16      1215      1199   56.4085        76  0.550069   1.12334
    86      16      1233      1217   56.5896        72  0.536871   1.11919
    87      16      1248      1232   56.6287        60  0.770967   1.11775
    88      16      1255      1239   56.3034        28    1.4624   1.11905
    89      16      1277      1261   56.6594        88  0.445952   1.12648
    90      16      1297      1281   56.9186        80  0.706186   1.11858
    91      16      1312      1296    56.952        60  0.455027   1.11345
    92      16      1328      1312   57.0285        64   2.40632   1.11057
    93      16      1344      1328   57.1034        64  0.325337   1.11078
    94      16      1359      1343   57.1341        60  0.321027   1.10793
    95      16      1375      1359   57.2063        64    2.8714   1.10932
    96      16      1391      1375    57.277        64  0.668601   1.10302
    97      16      1407      1391   57.3462        64   3.07112   1.10463
    98      16      1422      1406   57.3732        60  0.268665   1.10296
    99      16      1434      1418   57.2785        48  0.308374   1.10092
2014-11-25 22:02:09.603242min lat: 0.168129 max lat: 9.55462 avg lat: 1.10092
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   100      16      1434      1418   56.7058         0         -   1.10092
   101      16      1435      1419    56.184         2   1.86208   1.10145
   102      16      1438      1422   55.7508        12   5.62689   1.10915
   103      16      1445      1429   55.4814        28   0.22666   1.11922
   104      16      1448      1432   55.0633        12   7.04037   1.13056
   105      16      1450      1434   54.6152         8  0.174917   1.13242
   106      16      1470      1454   54.8545        80  0.975752   1.15956
   107      16      1490      1474   55.0894        80  0.916902   1.15681
   108      16      1505      1489   55.1348        60   0.34052   1.14984
   109      16      1523      1507   55.2894        72  0.349324   1.14694
   110      16      1541      1525   55.4413        72  0.288753   1.14629
   111      16      1555      1539   55.4462        56   2.63936   1.14366
   112      16      1567      1551   55.3797        48   2.24247   1.14633
   113      16      1576      1560   55.2082        36   2.82676   1.14849
   114      16      1598      1582   55.4957        88  0.272954   1.15094
   115      16      1615      1599   55.6043        68  0.345567   1.14383
   116      16      1630      1614   55.6422        60   2.20688   1.14028
   117      16      1636      1620   55.3717        24   2.10292   1.14047
   118      16      1665      1649   55.8853       116   0.71057   1.14095
   119      16      1681      1665   55.9534        64  0.350446   1.13633
2014-11-25 22:02:29.605794min lat: 0.168129 max lat: 9.55462 avg lat: 1.13336
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   120      16      1697      1681   56.0204        64  0.627413   1.13336
   121      16      1717      1701   56.2185        80  0.471586   1.13157
   122      16      1732      1716   56.2494        60  0.420638   1.13023
   123      16      1737      1721   55.9547        20  0.189007   1.12853
   124      16      1737      1721   55.5035         0         -   1.12853
   125      16      1739      1723   55.1235         4   3.28993   1.13105
   126      16      1739      1723   54.6861         0         -   1.13105
   127      16      1750      1734   54.6019        22  0.426242   1.14928
   128      16      1754      1738   54.3004        16   1.25294   1.15776
   129      16      1755      1739   53.9105         4   2.53932   1.15855
   130      16      1774      1758   54.0803        76  0.529531   1.17626
   131      16      1790      1774    54.156        64  0.844961   1.17608
   132      16      1811      1795    54.382        84  0.565011   1.17085
   133      16      1829      1813   54.5143        72   0.51339   1.16832
   134      16      1847      1831   54.6448        72  0.246351   1.16279
   135      16      1861      1845   54.6547        56  0.239429   1.16122
   136      16      1876      1860    54.694        60   2.88494   1.16033
   137      16      1884      1868   54.5283        32   3.13324   1.16026
   138      16      1904      1888   54.7128        80  0.281793   1.16137
   139      16      1919      1903   54.7508        60  0.379577   1.16029
2014-11-25 22:02:49.608231min lat: 0.168129 max lat: 9.55462 avg lat: 1.16245
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   140      16      1932      1916   54.7311        52   1.49612   1.16245
   141      16      1957      1941    55.052       100  0.520002   1.15866
   142      16      1970      1954   55.0305        52  0.569981   1.15462
   143      16      1989      1973   55.1771        76   2.42537    1.1525
   144      16      2006      1990    55.266        68   2.89836   1.15237
   145      16      2023      2007   55.3538        68  0.166651   1.14842
   146      16      2039      2023   55.4129        64  0.249832   1.14569
   147      16      2053      2037   55.4169        56  0.587011   1.14376
   148      16      2059      2043   55.2046        24   2.29745   1.14347
   149      16      2059      2043   54.8342         0         -   1.14347
   150      16      2060      2044   54.4953         2   3.46648    1.1446
   151      16      2065      2049   54.2668        20    4.3691   1.15213
   152      16      2067      2051   53.9625         8   4.60701    1.1568
   153      16      2069      2053   53.6621         8   8.60371   1.16408
   154      16      2096      2080   54.0148       108  0.472745   1.18229
   155      16      2113      2097    54.105        68  0.443134   1.17744
   156      16      2130      2114    54.194        68  0.401455   1.17443
   157      16      2148      2132   54.3073        72  0.370839   1.17052
   158      16      2166      2150   54.4192        72  0.615064   1.16924
   159      16      2187      2171   54.6052        84  0.275834   1.16683
2014-11-25 22:03:09.610749min lat: 0.166651 max lat: 9.55462 avg lat: 1.16528
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   160      16      2196      2180   54.4889        36  0.336772   1.16528
   161      16      2214      2198   54.5976        72  0.310122     1.166
   162      16      2233      2217   54.7296        76   0.39438   1.16297
   163      16      2251      2235   54.8355        72  0.259919   1.16025
   164      16      2264      2248   54.8182        52  0.383283   1.15663
   165      16      2286      2270   55.0192        88   3.09676   1.15798
   166      16      2302      2286   55.0733        64  0.550885   1.15582
   167      16      2319      2303   55.1506        68  0.304912   1.15145
   168      16      2337      2321   55.2509        72  0.409245   1.15146
   169      16      2351      2335   55.2553        56  0.439827   1.14806
   170      16      2351      2335   54.9302         0         -   1.14806
   171      16      2353      2337   54.6558         4   2.44911   1.15057
   172      16      2353      2337   54.3381         0         -   1.15057
   173      16      2353      2337    54.024         0         -   1.15057
   174      16      2359      2343   53.8515         8  0.239331   1.15573
   175      15      2369      2354   53.7951        44   7.24552    1.1768
   176      16      2371      2355   53.5122         4  0.705349    1.1766
   177      16      2385      2369   53.5262        56  0.902868   1.18685
   178      16      2406      2390   53.6973        84   1.12105   1.18773
   179      16      2424      2408   53.7995        72   1.85831   1.18413
2014-11-25 22:03:29.613403min lat: 0.166651 max lat: 9.55462 avg lat: 1.18105
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   180      16      2443      2427   53.9228        76   0.44481   1.18105
   181      16      2460      2444   54.0005        68  0.235053   1.17876
   182      16      2478      2462   54.0993        72   2.46532   1.17854
   183      16      2493      2477   54.1315        60  0.443633   1.17516
   184      16      2508      2492   54.1634        60    2.4137   1.17516
   185      16      2527      2511   54.2813        76   1.90959   1.17459
   186      15      2542      2527   54.3336        64  0.329594   1.17102
   187      16      2558      2542   54.3638        60   0.58321   1.16927
   188      16      2576      2560   54.4576        72   0.28804   1.16725
   189      16      2591      2575   54.4869        60  0.228336   1.16638
   190      16      2607      2591   54.5369        64  0.357733   1.16389
   191      16      2621      2605   54.5445        56  0.472543   1.16501
   192      15      2640      2625    54.677        80  0.748419   1.16287
   193      16      2658      2642    54.746        68  0.238615   1.16206
   194      16      2671      2655   54.7318        52  0.378956   1.16192
   195      16      2676      2660   54.5537        20   3.92214   1.16168
   196      16      2679      2663   54.3366        12  0.172879   1.16058
   197      16      2679      2663   54.0608         0         -   1.16058
   198      16      2683      2667   53.8686         8  0.193445   1.16492
   199      16      2689      2673   53.7185        24   4.43093    1.1719
2014-11-25 22:03:49.615960min lat: 0.166651 max lat: 9.55462 avg lat: 1.18419
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   200      16      2712      2696   53.9098        92  0.781681   1.18419
   201      16      2732      2716   54.0395        80  0.345848   1.18083
   202      16      2749      2733   54.1086        68  0.377908   1.17609
   203      16      2768      2752   54.2164        76  0.707245   1.17404
   204      16      2780      2764   54.1859        48  0.915895   1.17354
   205      15      2792      2777   54.1752        52   2.40912   1.17556
   206      16      2808      2792   54.2035        60  0.934208   1.17639
   207      16      2823      2807   54.2314        60   1.41853   1.17856
   208      16      2839      2823   54.2783        64  0.965458   1.17621
   209      16      2860      2844   54.4205        84  0.492316   1.17281
   210      16      2878      2862   54.5041        72  0.327204   1.16862
   211      16      2894      2878   54.5491        64  0.402053   1.16677
   212      16      2912      2896   54.6314        72  0.212031   1.16492
   213      16      2929      2913   54.6903        68   3.42301   1.16537
   214      16      2932      2916   54.4909        12  0.303613   1.16543
   215      16      2932      2916   54.2374         0         -   1.16543
   216      16      2932      2916   53.9864         0         -   1.16543
   217      16      2932      2916   53.7376         0         -   1.16543
   218      16      2932      2916   53.4912         0         -   1.16543
   219      16      2932      2916   53.2469         0         -   1.16543
2014-11-25 22:04:09.633079min lat: 0.166651 max lat: 9.55462 avg lat: 1.1979
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   220      16      2951      2935   53.3503   12.6667   7.35255    1.1979
   221      16      2967      2951   53.3985        64  0.467783   1.19473
   222      16      2974      2958    53.284        28   1.53756    1.1947
   223      16      2995      2979   53.4217        84  0.615645   1.19601
   224      16      3016      3000   53.5582        84  0.308482   1.19173
   225      16      3029      3013   53.5512        52  0.204095   1.18953
   226      16      3044      3028   53.5797        60   1.48497   1.19315
   227      16      3059      3043    53.608        60  0.354167   1.19026
   228      16      3077      3061   53.6886        72  0.261883   1.18774
   229      16      3092      3076   53.7161        60   1.31555   1.18554
   230      16      3110      3094   53.7955        72   0.40715   1.18629
   231      16      3130      3114   53.9089        80  0.369896   1.18458
   232      16      3149      3133   54.0041        76  0.233162   1.18099
   233      16      3162      3146   53.9955        52  0.485866   1.17966
   234      16      3178      3162   54.0382        64  0.393172   1.17931
   235      16      3195      3179   54.0976        68  0.426116   1.17635
   236      16      3212      3196   54.1564        68  0.272632   1.17632
   237      16      3228      3212   54.1979        64  0.514297   1.17609
   238      16      3244      3228   54.2391        64  0.547592   1.17423
   239      16      3263      3247   54.3301        76  0.331544   1.17334
2014-11-25 22:04:29.635528min lat: 0.166651 max lat: 9.55462 avg lat: 1.17078
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   240      16      3278      3262   54.3537        60  0.454672   1.17078
   241      16      3289      3273   54.3107        44  0.531359   1.17166
   242      16      3293      3277   54.1524        16   1.76345   1.17102
   243      16      3293      3277   53.9296         0         -   1.17102
   244      16      3293      3277   53.7086         0         -   1.17102
   245      16      3295      3279    53.522   2.66667   5.82323   1.17339
   246      16      3300      3284   53.3858        20   7.53318   1.17862
   247      16      3300      3284   53.1697         0         -   1.17862
   248      16      3322      3306     53.31        44   0.55299   1.19902
   249      16      3343      3327   53.4332        84  0.397431    1.1946
   250      16      3358      3342   53.4595        60  0.263008   1.19251
   251      16      3377      3361   53.5492        76   0.22537   1.19048
   252      16      3389      3373   53.5272        48   2.79117   1.19044
   253      16      3399      3383   53.4737        40   3.31908   1.19146
   254      16      3412      3396   53.4679        52   3.44129   1.19128
   255      16      3420      3404   53.3837        32  0.316684   1.19237
   256      16      3445      3429   53.5657       100  0.541116   1.19299
   257      16      3459      3443   53.5752        56   1.62725   1.19111
   258      16      3479      3463   53.6775        80    0.3853   1.18855
   259      16      3497      3481   53.7482        72   2.17914   1.18702
2014-11-25 22:04:49.637939min lat: 0.166651 max lat: 9.55462 avg lat: 1.18392
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   260      16      3514      3498    53.803        68  0.632119   1.18392
   261      16      3530      3514    53.842        64   0.39578   1.18278
   262      16      3545      3529   53.8655        60  0.327848   1.18429
   263      16      3551      3535   53.7519        24   2.04934   1.18494
   264      16      3574      3558   53.8968        92  0.416273    1.1848
   265      16      3593      3577   53.9801        76   1.12695   1.18313
   266      16      3601      3585   53.8975        32   1.19372   1.18255
   267      16      3602      3586   53.7106         4   1.05838   1.18252
   268      16      3602      3586   53.5102         0         -   1.18252
   269      16      3602      3586   53.3113         0         -   1.18252
   270      16      3604      3588   53.1435   2.66667   5.52862   1.18466
   271      16      3608      3592   53.0065        16   5.05214   1.18933
   272      16      3612      3596   52.8704        16  0.258359   1.18999
   273      16      3627      3611   52.8965        60   0.52758   1.20523
   274      16      3650      3634   53.0392        92  0.474192   1.20474
   275      16      3667      3651   53.0935        68  0.445626   1.20244
   276      16      3683      3667    53.133        64  0.305293   1.20168
   277      16      3699      3683   53.1722        64  0.501977   1.20016
   278      16      3714      3698   53.1967        60  0.185106   1.19997
   279      16      3726      3710   53.1781        48   2.32673   1.19938
2014-11-25 22:05:09.640446min lat: 0.166651 max lat: 9.55462 avg lat: 1.19952
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   280      16      3729      3713   53.0311        12  0.256891   1.19952
   281      16      3747      3731   53.0985        72  0.584097   1.20311
