   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       775       759   47.4246   47.4375   0.00185 0.0195763
     2      16      1670      1654   51.6768   55.9375  0.008085  0.019291
     3      16      2286      2270   47.2833      38.5  0.001952 0.0210097
     4      16      3000      2984   46.6175    44.625  0.002415  0.021314
     5      16      3579      3563   44.5307   36.1875  0.001845 0.0217491
     6      16      4059      4043   42.1084        30  0.001914 0.0233686
     7      16      4059      4043   36.0931         0         - 0.0233686
     8      16      4957      4941   38.5962   28.0625  0.002907 0.0258767
     9      16      6724      6708    46.577   110.438  0.002721 0.0214507
    10      16      8498      8482   53.0054   110.875  0.013989 0.0188502
    11      16     10233     10217   58.0435   108.438   0.01457 0.0172182
    12      16     12008     11992   62.4502   110.938  0.016122 0.0160021
    13      16     12893     12877   61.9006   55.3125  0.001867 0.0155163
    14      16     12893     12877   57.4792         0         - 0.0155163
    15      16     13367     13351   55.6222   14.8125  0.012464 0.0179696
    16      16     13811     13795     53.88     27.75  0.006665 0.0185487
    17      16     15559     15543   57.1363    109.25  0.017353 0.0174936
    18      16     17333     17317    60.121   110.875  0.003354 0.0166247
    19      16     19102     19086   62.7751   110.562    0.0129  0.015923
2014-11-23 14:08:51.384715min lat: 0.001749 max lat: 2.26635 avg lat: 0.0153596
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     20842     20826   65.0732    108.75  0.002741 0.0153596
    21      16     22430     22414   66.7001     99.25  0.002242 0.0149564
    22      16     22485     22469   63.8245    3.4375  0.001951 0.0151025
    23      16     23966     23950   65.0735   92.5625   0.00453 0.0153606
    24      16     25750     25734   67.0074     111.5  0.014004 0.0149181
    25      16     27503     27487    68.709   109.562  0.003123 0.0145477
 Total time run:        25.193543
Total reads made:     27828
Read size:            65536
Bandwidth (MB/sec):    69.036 

Average Latency:       0.014483
Max latency:           2.26635
Min latency:           0.001749
