   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       278       262   32.7416     32.75  0.002913 0.0165918
     2      16       278       262   16.3717         0         - 0.0165918
     3      16       283       267   11.1232    0.3125   0.00265 0.0386792
     4      16      1157      1141   35.6512    109.25  0.011867 0.0559141
     5      16      2049      2033    50.818     111.5  0.006954 0.0392256
     6      16      2940      2924   60.9085   111.375   0.03459 0.0327535
     7      16      3834      3818   68.1695    111.75  0.004348 0.0292834
     8      16      4726      4710   73.5841     111.5  0.005013 0.0271215
     9      16      5612      5596   77.7119    110.75  0.005465 0.0256939
    10      16      6506      6490   81.1143    111.75  0.010134 0.0246144
    11      16      7397      7381   83.8641   111.375   0.03085 0.0238139
    12      16      8281      8265   86.0826     110.5  0.007564 0.0231979
    13      16      9177      9161   88.0752       112  0.038455 0.0226817
    14      16     10063     10047   89.6938    110.75  0.004798 0.0222731
    15      16     10943     10927   91.0467       110  0.004763 0.0219443
    16      16     11839     11823   92.3554       112  0.005562 0.0216309
    17      16     12732     12716   93.4881   111.625  0.019758 0.0213793
    18      16     13620     13604   94.4602       111   0.00437 0.0211516
    19      16     14516     14500   95.3826       112  0.033162 0.0209535
2014-11-25 00:58:56.148094min lat: 0.00265 max lat: 2.76164 avg lat: 0.0207712
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     15408     15392   96.1878     111.5  0.005386 0.0207712
    21      16     16293     16277   96.8745   110.625  0.030775 0.0206306
    22      16     17188     17172   97.5557   111.875  0.036427 0.0204861
    23      16     18078     18062   98.1506    111.25  0.005426 0.0203613
    24      15     18960     18945   98.6594   110.375  0.004096 0.0202544
    25      16     19855     19839   99.1825    111.75  0.033356  0.020152
    26      16     20748     20732   99.6605   111.625  0.010095 0.0200542
 Total time run:        26.939664
Total reads made:     21561
Read size:            131072
Bandwidth (MB/sec):    100.043 

Average Latency:       0.0199867
Max latency:           2.76164
Min latency:           0.00265
