   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       870       854    106.72    106.75  0.006647  0.018406
     2      16      1766      1750   109.351       112  0.019093 0.0181345
     3      16      2661      2645   110.188   111.875  0.007292 0.0180326
     4      16      3557      3541   110.637       112  0.005325 0.0179942
     5      16      4452      4436   110.882   111.875  0.010024 0.0179876
     6      16      4858      4842    100.86     50.75  0.015631 0.0197633
     7      16      5750      5734   102.378     111.5  0.026739 0.0194517
     8      16      6645      6629   103.563   111.875  0.005032 0.0192717
     9      16      7540      7524   104.485   111.875  0.061821 0.0191057
    10      16      8433      8417   105.198   111.625   0.00693 0.0189731
    11      16      9329      9313   105.815       112   0.00779 0.0188696
    12      16     10225     10209   106.329       112  0.007832 0.0187764
    13      16     11118     11102   106.735   111.625  0.023408 0.0187212
    14      16     12011     11995   107.084   111.625  0.030855 0.0186603
    15      16     12904     12888   107.386   111.625  0.010352 0.0186002
    16      16     13800     13784   107.673       112  0.026441   0.01856
    17      16     14692     14676   107.897     111.5  0.010322 0.0185208
    18      15     15587     15572   108.125       112  0.030248 0.0184829
    19      16     16483     16467   108.321   111.875  0.022842 0.0184481
2014-11-25 12:16:36.277637min lat: 0.002667 max lat: 0.628932 avg lat: 0.0184203
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     17378     17362   108.498   111.875   0.04142 0.0184203
    21      16     18270     18254    108.64     111.5  0.005936 0.0183942
    22      16     19166     19150   108.793       112  0.018595  0.018374
    23      16     20059     20043   108.915   111.625  0.015204 0.0183474
    24      16     20953     20937   109.033    111.75  0.041371 0.0183281
 Total time run:        24.390593
Total reads made:     21285
Read size:            131072
Bandwidth (MB/sec):    109.084 

Average Latency:       0.0183306
Max latency:           0.628932
Min latency:           0.002667
