   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      5333      5317   20.7635   20.7695  0.0018430.00299938
     2      15     11412     11397   22.2548     23.75  0.0026290.00280337
     3      16     14218     14202   18.4887    10.957  0.0010990.00293003
     4      16     18225     18209   17.7792   15.6523  0.0011320.00339477
     5      15     24231     24216   18.9157   23.4648  0.0013190.00330109
     6      15     30804     30789   20.0419   25.6758  0.001113 0.0031157
     7      16     35857     35841   19.9976   19.7344  0.0016740.00302061
     8      16     41953     41937   20.4741   23.8125  0.0019850.00304997
     9      16     48882     48866   21.2062   27.0664  0.0014320.00294416
    10      15     54966     54951   21.4622   23.7695  0.0037110.00290993
    11      16     61635     61619   21.8787   26.0469  0.0019340.00285452
    12      15     67662     67647   22.0175   23.5469  0.0018030.00283651
    13      15     74330     74315   22.3272   26.0469    0.00320.00279722
    14      15     81114     81099    22.625      26.5  0.0029660.00276043
    15      16     88029     88013   22.9169   27.0078  0.0012960.00272517
    16      15     94482     94467   23.0601   25.2109  0.002389 0.0027083
    17      15    101181    101166   23.2428    26.168  0.0028790.00268709
    18      15    107659    107644   23.3571   25.3047  0.0020780.00267393
    19      15    113741    113726   23.3781   23.7578  0.0022980.00267151
2014-11-26 01:18:21.530677min lat: 0.000981 max lat: 0.681876 avg lat: 0.00266294
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      15    120115    120100   23.4539   24.8984  0.0031430.00266294
    21      15    126184    126169   23.4658    23.707  0.0016430.00266156
    22      16    132419    132403   23.5059   24.3516  0.0020140.00265707
    23      16    138936    138920   23.5906    25.457  0.0043270.00264747
    24      15    145265    145250   23.6378   24.7266  0.0016120.00264225
 Total time run:        24.391721
Total reads made:     147687
Read size:            4096
Bandwidth (MB/sec):    23.652 

Average Latency:       0.00264076
Max latency:           0.681876
Min latency:           0.000971
