 Maintaining 16 concurrent writes of 2097152 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_6cd5e455ac71_30078
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        43        27   53.9842        54   0.24908   0.33799
     2      16        76        60    59.987        66  0.822487  0.452404
     3      16       100        84   55.9896        48  0.188976  0.468374
     4      16       130       114   56.9902        60  0.280805  0.505759
     5      16       167       151     60.39        74  0.172096  0.489309
     6      16       201       185   61.6569        68  0.126948  0.488433
     7      16       230       214   61.1333        58  0.284062   0.48964
     8      16       260       244   60.9908        60   1.03994  0.496758
     9      16       292       276   61.3242        64  0.238643  0.500339
    10      16       323       307    61.391        62   0.36515  0.501915
    11      16       341       325   59.0824        36  0.486331  0.502709
    12      16       341       325    54.159         0         -  0.502709
    13      16       341       325   49.9931         0         -  0.502709
    14      16       341       325   46.4222         0         -  0.502709
    15      16       341       325   43.3274         0         -  0.502709
    16      16       341       325   40.6196         0         -  0.502709
    17      16       341       325   38.2302         0         -  0.502709
    18      16       341       325   36.1063         0         -  0.502709
    19      16       341       325    34.206         0         -  0.502709
2014-11-25 04:24:58.075651min lat: 0.100591 max lat: 9.83025 avg lat: 0.716175
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       349       333   33.2956   1.77778   9.16997  0.716175
    21      16       349       333   31.7101         0         -  0.716175
    22      16       349       333   30.2687         0         -  0.716175
    23      16       349       333   28.9527         0         -  0.716175
    24      16       349       333   27.7464         0         -  0.716175
    25      16       376       360   28.7962      10.8  0.416142    1.1008
    26      16       408       392   30.1499        64  0.200153   1.04671
    27      16       439       423   31.3293        62  0.127607   1.00814
    28      16       451       435   31.0674        24   0.72851  0.989801
    29      16       474       458   31.5821        46  0.462188   1.00491
    30      16       500       484   32.2625        52  0.522545  0.972181
    31      16       508       492   31.7378        16   1.34972  0.977677
    32      16       512       496    30.996         8  0.553949  0.980687
    33      16       513       497   30.1173         2   2.20191  0.983144
    34      16       529       513   30.1726        32   2.68582   1.04386
    35      16       532       516   29.4819         6   1.04138   1.04286
    36      16       532       516    28.663         0         -   1.04286
    37      16       542       526   28.4288        10   1.96287   1.07266
    38      16       549       533    28.049        14   1.13035   1.08518
    39      16       550       534   27.3811         2   4.97006   1.09246
2014-11-25 04:25:18.078168min lat: 0.100591 max lat: 14.6438 avg lat: 1.1284
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16       580       564   28.1964        60  0.437736    1.1284
    41      16       612       596   29.0694        64  0.261019   1.08974
    42      16       645       629   29.9485        66  0.212719   1.06028
    43      16       673       657   30.5542        56   1.00123   1.03598
    44      16       704       688   31.2687        62  0.171931   1.01255
    45      16       709       693    30.796        10    1.0978   1.01043
    46      16       709       693   30.1265         0         -   1.01043
    47      16       721       705   29.9961        12   3.26062   1.04725
    48      16       735       719   29.9545        28  0.244951   1.04784
    49      16       735       719   29.3432         0         -   1.04784
    50      16       735       719   28.7563         0         -   1.04784
    51      16       736       720   28.2317  0.666667   4.01344   1.05196
    52      16       769       753   28.9578        66  0.210903   1.09211
    53      16       770       754   28.4492         2   1.00439     1.092
    54      16       770       754   27.9223         0         -     1.092
    55      16       770       754   27.4147         0         -     1.092
    56      16       770       754   26.9251         0         -     1.092
    57      16       770       754   26.4528         0         -     1.092
    58      16       771       755   26.0312       0.4    5.8235   1.09826
    59      16       771       755     25.59         0         -   1.09826
2014-11-25 04:25:38.080671min lat: 0.100591 max lat: 14.6438 avg lat: 1.09826
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16       771       755   25.1635         0         -   1.09826
    61      16       771       755   24.7509         0         -   1.09826
    62      16       771       755   24.3517         0         -   1.09826
    63      16       772       756   23.9969       0.4   11.0106   1.11138
    64      16       772       756    23.622         0         -   1.11138
    65      16       772       756   23.2586         0         -   1.11138
    66      16       772       756   22.9062         0         -   1.11138
    67      16       773       757   22.5941       0.5   15.1242   1.12989
    68      16       774       758   22.2913         2   15.5348   1.14889
    69      16       774       758   21.9682         0         -   1.14889
    70      16       774       758   21.6544         0         -   1.14889
    71      16       774       758   21.3494         0         -   1.14889
    72      16       774       758   21.0529         0         -   1.14889
    73      16       774       758   20.7645         0         -   1.14889
    74      16       774       758   20.4839         0         -   1.14889
    75      16       774       758   20.2108         0         -   1.14889
    76      16       774       758   19.9449         0         -   1.14889
    77      16       793       777   20.1793   4.22222  0.258871   1.58176
    78      16       827       811   20.7923        68  0.608167    1.5339
    79      16       860       844   21.3644        66  0.502926   1.49216
2014-11-25 04:25:58.083070min lat: 0.100591 max lat: 25.6594 avg lat: 1.45281
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    80      16       893       877   21.9222        66  0.129901   1.45281
    81      16       923       907   22.3922        60  0.177696   1.42285
    82      16       943       927   22.6069        40   1.30951   1.40201
    83      16       948       932    22.455        10   1.83167   1.40114
    84      16       948       932   22.1877         0         -   1.40114
    85      16       964       948   22.3031        16   2.60734   1.42471
    86      16       970       954   22.1833        12   1.19477   1.42154
    87      16       971       955   21.9513         2    2.5216    1.4227
    88      16       977       961   21.8382        12   1.62214   1.43136
    89      16       977       961   21.5928         0         -   1.43136
    90      16      1010       994   22.0861        33  0.173418   1.44345
    91      16      1039      1023   22.4807        58   1.48682   1.41894
    92      16      1070      1054   22.9102        62  0.698271    1.3917
    93      16      1102      1086   23.3519        64  0.930236   1.36492
    94      16      1134      1118   23.7842        64  0.890617   1.34046
    95      16      1166      1150   24.2075        64  0.132297   1.31749
    96      16      1193      1177   24.5178        54  0.328702   1.29869
    97      16      1193      1177    24.265         0         -   1.29869
    98      16      1196      1180   24.0786         3   1.30352   1.29971
    99      16      1196      1180   23.8354         0         -   1.29971
2014-11-25 04:26:18.085595min lat: 0.094248 max lat: 25.6594 avg lat: 1.29971
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   100      16      1196      1180    23.597         0         -   1.29971
   101      16      1196      1180   23.3634         0         -   1.29971
   102      16      1196      1180   23.1343         0         -   1.29971
   103      16      1196      1180   22.9097         0         -   1.29971
   104      16      1206      1190   22.8817   3.33333   7.84091   1.35189
   105      16      1206      1190   22.6638         0         -   1.35189
   106      16      1206      1190     22.45         0         -   1.35189
   107      16      1206      1190   22.2402         0         -   1.35189
   108      16      1206      1190   22.0343         0         -   1.35189
   109      16      1206      1190   21.8321         0         -   1.35189
   110      16      1206      1190   21.6337         0         -   1.35189
   111      16      1206      1190   21.4388         0         -   1.35189
   112      16      1206      1190   21.2473         0         -   1.35189
   113      16      1206      1190   21.0593         0         -   1.35189
   114      16      1206      1190   20.8746         0         -   1.35189
   115      16      1206      1190   20.6931         0         -   1.35189
   116      16      1206      1190   20.5147         0         -   1.35189
   117      16      1206      1190   20.3393         0         -   1.35189
   118      16      1206      1190    20.167         0         -   1.35189
   119      16      1212      1196   20.0983       0.8    15.499   1.45278
2014-11-25 04:26:38.087925min lat: 0.094248 max lat: 25.6594 avg lat: 1.48492
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   120      16      1214      1198   19.9642         4   16.7276   1.48492
   121      16      1214      1198   19.7992         0         -   1.48492
   122      16      1216      1200   19.6697         2   17.8814   1.51224
   123      16      1216      1200   19.5098         0         -   1.51224
   124      16      1216      1200   19.3524         0         -   1.51224
   125      16      1216      1200   19.1976         0         -   1.51224
   126      16      1238      1222   19.3944        11  0.349127   1.64693
   127      16      1273      1257   19.7928        70  0.571323   1.61292
   128      16      1293      1277   19.9506        40  0.757865    1.5961
   129      16      1318      1302   20.1835        50  0.496568   1.57709
   130      16      1361      1345   20.6897        86   0.71384   1.54339
   131      16      1375      1359   20.7455        28  0.752888   1.53349
   132      16      1380      1364   20.6641        10   1.38194   1.53236
   133      16      1388      1372    20.629        16   2.90193   1.53783
   134      16      1391      1375   20.5198         6   2.72842   1.54174
   135      16      1396      1380   20.4419        10   3.07243   1.54682
   136      16      1410      1394   20.4975        28  0.911306   1.55257
   137      16      1410      1394   20.3478         0         -   1.55257
   138      16      1410      1394   20.2004         0         -   1.55257
   139      16      1434      1418   20.4003        16  0.347065   1.56655
2014-11-25 04:26:58.090417min lat: 0.094248 max lat: 25.6594 avg lat: 1.53882
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   140      16      1468      1452   20.7403        68  0.160598   1.53882
   141      16      1499      1483   21.0328        62  0.780966   1.51805
   142      16      1530      1514   21.3213        62   1.03032   1.49709
   143      16      1560      1544   21.5917        60  0.360866   1.48006
   144      16      1591      1575   21.8723        62  0.221158   1.45925
   145      16      1620      1604   22.1214        58  0.208432   1.44286
   146      16      1628      1612   22.0794        16  0.937652   1.43786
   147      16      1628      1612   21.9292         0         -   1.43786
   148      16      1628      1612   21.7811         0         -   1.43786
   149      16      1628      1612   21.6349         0         -   1.43786
   150      16      1628      1612   21.4907         0         -   1.43786
   151      16      1628      1612   21.3483         0         -   1.43786
   152      16      1628      1612   21.2079         0         -   1.43786
   153      16      1628      1612   21.0693         0         -   1.43786
   154      16      1628      1612   20.9325         0         -   1.43786
   155      16      1628      1612   20.7974         0         -   1.43786
   156      16      1628      1612   20.6641         0         -   1.43786
   157      16      1628      1612   20.5325         0         -   1.43786
   158      16      1628      1612   20.4025         0         -   1.43786
   159      16      1628      1612   20.2742         0         -   1.43786
2014-11-25 04:27:18.092861min lat: 0.094248 max lat: 25.6594 avg lat: 1.43786
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   160      16      1628      1612   20.1475         0         -   1.43786
   161      16      1628      1612   20.0224         0         -   1.43786
   162      16      1628      1612   19.8988         0         -   1.43786
   163      16      1628      1612   19.7767         0         -   1.43786
   164      16      1628      1612   19.6561         0         -   1.43786
   165      16      1628      1612    19.537         0         -   1.43786
   166      16      1628      1612   19.4193         0         -   1.43786
   167      16      1628      1612    19.303         0         -   1.43786
   168      16      1635      1619   19.2714  0.636364   22.8737   1.53163
   169      16      1636      1620   19.1692         2   23.5653   1.54523
   170      16      1636      1620   19.0565         0         -   1.54523
   171      16      1636      1620    18.945         0         -   1.54523
   172      16      1649      1633    18.986   8.66667   3.74696   1.66077
   173      16      1651      1635   18.8994         4   4.32368   1.67807
   174      16      1652      1636   18.8023         2   1.67733   1.67807
   175      16      1652      1636   18.6948         0         -   1.67807
   176      16      1652      1636   18.5886         0         -   1.67807
   177      16      1652      1636   18.4836         0         -   1.67807
   178      16      1652      1636   18.3797         0         -   1.67807
   179      16      1652      1636   18.2771         0         -   1.67807
2014-11-25 04:27:38.095294min lat: 0.094248 max lat: 27.2832 avg lat: 1.67807
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   180      16      1652      1636   18.1755         0         -   1.67807
   181      16      1657      1641   18.1304   1.42857   8.68475   1.70097
   182      16      1694      1678   18.4373        74  0.899814   1.73183
   183      16      1722      1706   18.6425        56  0.192438   1.71252
   184      16      1755      1739   18.8998        66  0.747589   1.69025
   185      16      1784      1768   19.1111        58  0.157589   1.66967
   186      16      1819      1803   19.3847        70  0.756193   1.64813
   187      16      1839      1823   19.4949        40  0.786647   1.63539
   188      16      1839      1823   19.3912         0         -   1.63539
   189      16      1875      1859   19.6695        36  0.512246   1.62435
   190      16      1905      1889   19.8817        60  0.996899   1.60558
   191      16      1909      1893   19.8195         8   1.68484   1.60452
   192      16      1950      1934   20.1433        82  0.703479   1.58626
   193      16      1983      1967   20.3809        66  0.171132   1.56798
   194      16      2012      1996   20.5748        58  0.176424   1.55225
   195      16      2041      2025   20.7667        58  0.171804   1.53716
   196      16      2041      2025   20.6607         0         -   1.53716
   197      16      2049      2033    20.637         8   2.53189   1.53999
   198      16      2049      2033   20.5328         0         -   1.53999
