   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      1532      1516   11.8405   11.8438  0.0012910.00713634
     2      15      4050      4035   15.7585   19.6797  0.0036620.00791849
     3      16      5863      5847   15.2239   14.1562  0.0011910.00628056
     4      15      9805      9790    19.118   30.8047  0.0014440.00653288
     5      16     11557     11541   18.0301   13.6797  0.0012340.00692832
     6      16     16406     16390    21.338   37.8828  0.0012330.00559907
     7      15     22404     22389   24.9842   46.8672  0.0018390.00499973
     8      16     29040     29024   28.3398   51.8359  0.0017350.00440661
     9      16     34970     34954   30.3367   46.3281  0.0021990.00411773
    10      15     41418     41403   32.3406   50.3828  0.0033140.00386252
    11      15     47645     47630   33.8225   48.6484   0.001770.00369319
    12      16     53719     53703   34.9572   47.4453  0.0017230.00357345
    13      16     59782     59766   35.9114   47.3672  0.0026590.00347837
    14      16     65835     65819   36.7236   47.2891  0.0032820.00340144
    15      15     72274     72259   37.6291   50.3125   0.001280.00331972
    16      15     78726     78711   38.4273   50.4062  0.0031530.00325069
    17      16     84549     84533   38.8421   45.4844  0.0016670.00321607
    18      15     90803     90788   39.3987   48.8672  0.0041250.00317053
    19      15     96855     96840   39.8133   47.2812    0.00260.00313762
2014-11-26 01:24:24.212044min lat: 0.001033 max lat: 1.30946 avg lat: 0.0031136
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      15    102737    102722     40.12   45.9531  0.001352 0.0031136
    21      15    109048    109033    40.557   49.3047  0.0019160.00308012
    22      16    114856    114840   40.7754   45.3672  0.0023990.00306357
    23      16    120720    120704   40.9942   45.8125  0.0026240.00304658
    24      16    127577    127561   41.5179   53.5703  0.0012940.00300819
    25      15    133555    133540   41.7254   46.7109   0.001780.00299384
    26      15    139756    139741   41.9836   48.4453   0.001830.00297533
    27      15    145400    145385   42.0616   44.0938   0.002010.00296991
    28      16    151258    151242   42.1934   45.7578  0.0048030.00296054
 Total time run:        28.441456
Total reads made:     153906
Read size:            8192
Bandwidth (MB/sec):    42.276 

Average Latency:       0.00295494
Max latency:           1.30946
Min latency:           0.001033
