 Maintaining 16 concurrent writes of 8192 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_39411e8678a7_12692
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       439       423   3.30388   3.30469  0.017227 0.0311259
     2      16       848       832   3.24941   3.19531  0.017877 0.0297679
     3      16      1364      1348   3.50986   4.03125  0.017347 0.0354689
     4      16      2254      2238   4.37043   6.95312  0.024052 0.0285313
     5      16      2785      2769   4.32594   4.14844  0.004737 0.0260189
     6      16      2831      2815   3.66486  0.359375  0.006105 0.0334217
     7      16      3541      3525   3.93364   5.54688  0.018537 0.0315677
     8      16      3724      3708   3.62063   1.42969  0.013583  0.031225
     9      16      4098      4082   3.54296   2.92188  0.017325 0.0352454
    10      16      4907      4891   3.82062   6.32031  0.017392 0.0326786
    11      16      5527      5511   3.91359   4.84375  0.005838 0.0319079
    12      16      6629      6613   4.30482   8.60938  0.012804 0.0290137
    13      16      6707      6691   4.02055  0.609375  0.017514 0.0288388
    14      16      7575      7559   4.21769   6.78125  0.020089 0.0296224
    15      16      8133      8117    4.2271   4.35938  0.018169 0.0286243
    16      16      8330      8314   4.05909   1.53906  0.013996 0.0303316
    17      16      8553      8537   3.92279   1.74219  0.028904 0.0318487
    18      16      9428      9412   4.08459   6.83594  0.008922 0.0305004
    19      16     10217     10201     4.194   6.16406  0.007217 0.0297904
2014-11-26 01:25:31.076348min lat: 0.003357 max lat: 1.38101 avg lat: 0.0289417
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     10877     10861   4.24209   5.15625  0.241713 0.0289417
    21      16     11459     11443   4.25657   4.54688  0.004748 0.0287542
    22      16     11556     11540   4.09754  0.757812  0.032257 0.0303211
    23      16     12165     12149   4.12623   4.75781  0.003762 0.0298359
    24      16     12502     12486   4.06399   2.63281  0.008476 0.0306001
    25      16     12949     12933    4.0411   3.49219  0.170068 0.0308362
    26      16     13476     13460   4.04401   4.11719   0.01225 0.0307394
    27      16     14057     14041   4.06233   4.53906    0.0142 0.0307088
    28      16     14525     14509   4.04781   3.65625  0.017457 0.0308603
    29      16     14861     14845   3.99874     2.625  0.008893 0.0309861
    30      16     15026     15010   3.90842   1.28906  0.011249  0.031782
    31      15     15350     15335   3.86423   2.53906  0.016215 0.0323037
    32      16     15608     15592   3.80621   2.00781  0.004993 0.0324496
    33      16     16129     16113    3.8142   4.07031  0.006857 0.0327533
    34      16     16870     16854   3.87227   5.78906  0.071838 0.0322526
    35      16     17480     17464   3.89778   4.76562  0.059549 0.0320395
    36      16     17928     17912   3.88672       3.5  0.004654 0.0321522
    37      16     18064     18048   3.81039    1.0625  0.010864 0.0321795
    38      16     18216     18200   3.74136    1.1875  0.017582  0.032945
    39      16     18652     18636   3.73276   3.40625  0.193024 0.0333737
2014-11-26 01:25:51.078456min lat: 0.00321 max lat: 1.38101 avg lat: 0.0335632
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     19038     19022   3.71482   3.01562  0.006637 0.0335632
    41      16     19318     19302   3.67756    2.1875  0.017652 0.0336269
    42      16     19893     19877   3.69695   4.49219   0.01617 0.0337812
    43      16     19899     19883   3.61206  0.046875  0.016239  0.033774
    44      16     20432     20416    3.6246   4.16406   0.02011 0.0344776
    45      16     20546     20530   3.56385  0.890625   0.00734 0.0350613
    46      16     21091     21075   3.57892   4.25781  0.016793  0.034918
    47      15     22064     22049   3.66466   7.60938  0.004932 0.0341021
    48      16     22951     22935    3.7325   6.92188  0.008512 0.0333629
    49      16     23505     23489   3.74465   4.32812  0.038892 0.0333682
    50      16     23760     23744   3.70959   1.99219  0.003758  0.033676
    51      16     23861     23845   3.65233  0.789062  0.017005 0.0342175
    52      16     24093     24077   3.61694    1.8125  0.016961 0.0340317
    53      16     24268     24252   3.57449   1.36719  0.013441 0.0347424
    54      16     24411     24395   3.52898   1.11719  0.004108 0.0353806
    55      16     25087     25071   3.56083   5.28125  0.006301 0.0350798
    56      16     25925     25909   3.61414   6.54688  0.004272 0.0345795
    57      16     26981     26965   3.69546      8.25  0.018925 0.0338182
    58      16     28011     27995   3.77047   8.04688  0.005478 0.0331147
    59      16     28724     28708   3.80096   5.57031  0.018479 0.0328777
