 Maintaining 16 concurrent writes of 1048576 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_6cd5e455ac71_28992
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        77        61   60.9849        61  0.133257  0.216815
     2      16       133       117   58.4887        56  0.378183  0.238752
     3      16       192       176   58.6567        59  0.301211  0.259149
     4      16       256       240   59.9905        64  0.639673   0.25231
     5      16       320       304   60.7908        64  0.137618  0.249767
     6      16       360       344   57.3249        40  0.092796  0.255705
     7      16       408       392   55.9919        48   0.35577   0.28009
     8      16       473       457   57.1169        65   0.06321  0.274042
     9      16       536       520   57.7697        63  0.438366  0.271251
    10      16       593       577    57.692        57   0.17315  0.273361
    11      16       664       648   58.9009        71  0.447991  0.266888
    12      16       664       648   53.9926         0         -  0.266888
    13      16       664       648   49.8395         0         -  0.266888
    14      16       664       648   46.2797         0         -  0.266888
    15      16       664       648   43.1944         0         -  0.266888
    16      16       664       648   40.4948         0         -  0.266888
    17      16       664       648   38.1129         0         -  0.266888
    18      16       664       648   35.9955         0         -  0.266888
    19      16       664       648   34.1011         0         -  0.266888
2014-11-25 04:09:22.467258min lat: 0.057354 max lat: 1.31068 avg lat: 0.266888
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       664       648   32.3961         0         -  0.266888
    21      16       664       648   30.8534         0         -  0.266888
    22      16       664       648    29.451         0         -  0.266888
    23      16       664       648   28.1706         0         -  0.266888
    24      16       664       648   26.9968         0         -  0.266888
    25      16       664       648    25.917         0         -  0.266888
    26      16       664       648   24.9202         0         -  0.266888
    27      16       664       648   23.9972         0         -  0.266888
    28      16       664       648   23.1402         0         -  0.266888
    29      16       685       669   23.0663   1.16667  0.124356  0.691331
    30      16       730       714   23.7973        45   0.51334  0.669053
    31      16       788       772   24.8843        58  0.195508  0.637657
    32      15       798       783   24.4506        11    1.2309  0.644385
    33      16       864       848   25.6784        65  0.207035  0.618383
    34      16       915       899   26.4225        51   0.08881  0.603888
    35      16       942       926   26.4389        27  0.625467  0.592556
    36      16       959       943   26.1768        17  0.734921  0.601062
    37      16       967       951   25.6858         8   1.06072  0.609777
    38      16       977       961   25.2732        10  0.906536  0.619629
    39      16       977       961   24.6255         0         -  0.619629
2014-11-25 04:09:42.489509min lat: 0.057354 max lat: 18.2555 avg lat: 0.648846
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16       995       979   24.4599         9  0.354245  0.648846
    41      16      1003       987   24.0586         8   1.04328  0.649824
    42      16      1004       988   23.5099         1   1.46396  0.650648
    43      16      1017      1001   23.2655        13   2.95806  0.670949
    44      16      1026      1010   22.9414         9   1.36526  0.677828
    45      16      1035      1019   22.6317         9   1.75366  0.688639
    46      16      1037      1021   22.1834         2   3.01413  0.691695
    47      16      1051      1035   22.0093        14  0.871374  0.703016
    48      16      1057      1041   21.6759         6   1.54323  0.705486
    49      16      1068      1052   21.4581        11   1.81001   0.71994
    50      16      1068      1052   21.0291         0         -   0.71994
